Entry	Protein names	Gene Names
O74113	Cell division control protein 45 homolog (Suppressor of nda4 protein)	sna41 SPAC17D4.02
O74135	Casein kinase I homolog 3, EC 2.7.11.1	cki3 SPAC1805.05
O74184	Target of rapamycin complex subunit wat1, TORC subunit wat1 (WD repeat-containing protein pop3)	pop3 wat1 SPBC21B10.05c
O74304	MAP kinase kinase kinase win1, EC 2.7.11.25	win1 SPAC1006.09 SPAC1250.06c SPAPJ730.01
O74309	Histone transcription regulator slm9	slm9 SPBC15D4.03
O74312	Autophagy-related protein 9	atg9 apg9 SPBC15D4.07c
O74327	Vacuolar amino acid transporter 5	avt5 avt8 SPBC1685.07c
O74338	Mitosis inducer protein blt1	blt1 SPBC1A4.05
O74352	Protein hob1 (Homolog of Bin1)	hob1 SPBC21D10.12
O74354	Nucleolar protein dnt1	dnt1 SPBC25D12.02c
O74360	Probable Rho-type GTPase-activating protein 4	rga4 SPBC28E12.03
O74365	SWI/SNF chromatin-remodeling complex subunit sol1 (SWI/SNF complex subunit sol1) (Switch one-like protein) (Transcription regulatory protein sol1)	sol1 SPBC30B4.04c
O74369	Inositol phosphosphingolipids phospholipase C, IPS phospholipase C, IPS-PLC, EC 3.1.4.-	css1 SPBC32F12.01c SPBC685.10c
O74384	Palmitoyltransferase erf2, EC 2.3.1.225 (DHHC cysteine-rich domain-containing protein erf2) (Meiotically up-regulated gene 142 protein) (Ras protein acyltransferase)	erf2 mug142 SPBC3H7.09
O74398	LIM domain-containing protein C4F6.12	SPBC4F6.12
O74420	Meiotic driver wtf13	wtf13 wtf12 SPCC162.04c
O74421	Ubiquinone biosynthesis O-methyltransferase, mitochondrial (3-demethylubiquinol 3-O-methyltransferase, EC 2.1.1.64) (Polyprenyldihydroxybenzoate methyltransferase, EC 2.1.1.114)	coq3 SPCC162.05
O74423	Epsin-1	ent1 SPCC162.07
O74429	Inositol hexakisphosphate and diphosphoinositol-pentakisphosphate kinase, EC 2.7.4.24 (Cortical actin cytoskeleton protein asp1) (InsP6 and PP-IP5 kinase)	asp1 vip1 SPCC1672.06c
O74435	Cell division control protein 31	cdc31 SPCC1682.04
O74441	Choline transporter-like protein ctl1	ctl1 SPCC1682.11c
O74456	Serine/threonine-protein kinase pef1, EC 2.7.11.22 (Cyclin-dependent kinase pef1) (PHO85 homolog)	pef1 SPCC16C4.11
O74465	Helicase required for RNAi-mediated heterochromatin assembly 1, EC 3.6.4.13	hrr1 SPCC1739.03
O74469	Exosome complex protein C1739.07	SPCC1739.07
O74473	Septation initiation network scaffold protein cdc11, SIN scaffold protein cdc11 (Cell division control protein 11)	cdc11 SPCC1739.11c
O74475	1,3-beta-glucan synthase component bgs4, EC 2.4.1.34 (1,3-beta-D-glucan-UDP glucosyltransferase)	bgs4 SPCC1840.02c
O74476	Importin subunit beta-3 (Importin beta sal3)	sal3 pse1 SPCC1840.03
O74511	Extragenic suppressor of kinetochore protein 1	ekc1 SPCC663.01c SPCC777.16c
O74518	Poly(A) RNA polymerase cid12, PAP, EC 2.7.7.19 (Caffeine-induced death protein 12) (Polynucleotide adenylyltransferase cid12)	cid12 SPCC663.12
O74536	SNF1-like protein kinase ssp2, EC 2.7.11.1	ssp2 SPCC74.03c
O74539	Peroxide stress-activated histidine kinase mak3, EC 2.7.13.3 (His-Asp phosphorelay kinase phk2) (Mcs4-associated kinase 3)	mak3 phk2 SPCC74.06
O74555	Branchpoint-bridging protein (Splicing factor 1) (Zinc finger protein bpb1)	bpb1 bbp sf1 SPCC962.06c
O74558	Maintenance of ploidy protein mob2	mob2 SPCC970.04c
O74560	Rik1-associated factor 2 (Cryptic loci regulator 7) (De-localization of swi6 protein 2)	raf2 clr7 cmc2 dos2 SPCC970.07c
O74562	Exocyst complex component sec8	sec8 SPCC970.09
O74563	E3 ubiquitin-protein ligase brl2, EC 2.3.2.27 (BRE1-like protein 2) (RING finger protein 1) (RING-type E3 ubiquitin transferase brl2)	brl2 rfp1 SPCC970.10c
O74627	Cyclin pch1 (Pombe cyclin C homolog 1)	pch1 SPBC32F12.06
O74630	Serine/threonine-protein kinase tel1, EC 2.7.11.1 (ATM homolog) (DNA-damage checkpoint kinase tel1) (Telomere length regulation protein 1)	tel1 SPCC23B6.03c
O74653	Protein pob1 (BOI protein homolog)	pob1 SPBC1289.04c
O74718	Eukaryotic peptide chain release factor GTP-binding subunit (ERF-3, ERF3) (ERF2) (Polypeptide release factor 3) (Translation release factor 3)	sup35 SPCC584.04
O74736	Chromatin modification-related protein png2 (ING1 homolog 2)	png2 SPBC1709.11c
O74739	Peptide-N(4)-(N-acetyl-beta-glucosaminyl)asparagine amidase, PNGase, EC 3.5.1.52 (Peptide:N-glycanase 1)	png1 SPBC1709.14
O74747	Postreplication repair E3 ubiquitin-protein ligase rad18, EC 2.3.2.27 (RAD18 homolog) (RING-type E3 ubiquitin transferase rad18)	rhp18 SPBC1734.06
O74752	Mitochondrial protein import protein mas5	mas5 SPBC1734.11
O74757	ERAD-associated E3 ubiquitin-protein ligase hrd1, EC 2.3.2.27 (RING-type E3 ubiquitin transferase hrd1)	hrd1 SPBC17D11.02c
O74760	Eukaryotic translation initiation factor 3 subunit A, eIF3a (Eukaryotic translation initiation factor 3 110 kDa subunit, eIF3 p110) (Translation initiation factor eIF3, p110 subunit)	tif32 eif3a SPBC17D11.05
O74790	Monothiol glutaredoxin-4	grx4 SPBC26H8.06
O74791	GTPase grn1 (GTPase in ribosomal export from the nucleolus protein 1) (Nuclear GTP-binding protein grn1)	grn1 SPBC26H8.08c
O74803	UV excision repair protein rhp23 (RAD23 homolog)	rhp23 SPBC2D10.12
O74804	Telomere elongation protein est1 (Ever shorter telomeres protein 1)	est1 SPBC2D10.13
O74805	Myosin-51 (Myosin type V-1)	myo51 SPBC2D10.14c
O74808	Cryptic loci regulator protein 1	clr1 SPBC2D10.17
O74833	DNA ligase 4, EC 6.5.1.1 (DNA ligase IV) (Polydeoxyribonucleotide synthase [ATP] 4)	lig4 SPCC1183.05c
O74839	Mechanosensitive ion channel protein Msy1	msy1 SPCC1183.11 SPCC31H12.01
O74846	Exocyst complex component sec6	sec6 SPCC1235.10c
O74850	Diacylglycerol O-acyltransferase 1, EC 2.3.1.20 (Diglyceride acyltransferase) (Triacylglycerol synthase, TAG synthase)	dga1 SPCC1235.15 SPCC548.01
O74854	F-box protein pof6	pof6 SPCC18.04
O74856	Poly(A) ribonuclease pop2, EC 3.1.13.4 (CCR4-associated factor 1)	caf1 pop2 SPCC18.06c
O74859	Aprataxin-like protein, EC 3.6.1.71, EC 3.6.1.72 (Hit family protein 3)	hnt3 SPCC18.09c
O74866	Riboflavin kinase, EC 2.7.1.26 (ATP:riboflavin 5'-phosphotransferase) (Flavin mononucleotide kinase 1) (Flavokinase)	fmn1 SPCC18.16c
O74874	CCR4-Not complex 3'-5'-exoribonuclease subunit Ccr4, EC 3.1.13.4 (Carbon catabolite repressor protein 4) (Cytoplasmic deadenylase) (Glucose-repressible alcohol dehydrogenase transcriptional effector)	ccr4 SPCC31H12.08c SPCC5E4.02c
O74880	mRNA cap guanine-N7 methyltransferase, EC 2.1.1.56 (mRNA (guanine-N(7))-methyltransferase) (mRNA cap methyltransferase)	pcm1 SPCC330.10
O74887	Peroxiredoxin tpx1, EC 1.11.1.24 (Thioredoxin peroxidase, TPx) (Thioredoxin-dependent peroxiredoxin tpx1)	tpx1 tsa1 SPCC576.03c
O74910	Rik1-associated factor 1 (Cryptic loci regulator 8) (De-localization of swi6 protein 1)	raf1 clr8 cmc1 dos1 SPCC613.12c
O74919	RNA-binding protein rnc1 (RNA-binding protein that suppresses calcineurin deletion 1)	rnc1 SPCC757.09c
O74944	DNA polymerase kappa, EC 2.7.7.7 (Meiotically up-regulated gene 40 protein)	mug40 SPCC553.07c
O74946	DNA polymerase alpha subunit B	spb70 pol12 SPCC553.09c
O74954	Transcription factor cbf11 (C-promoter element-binding factor-like protein 11)	cbf11 SPCC736.08
O74957	Protein argonaute (Cell cycle control protein ago1) (Eukaryotic translation initiation factor 2C 2-like protein ago1) (PAZ Piwi domain protein ago1) (Protein slicer) (RNA interference pathway protein ago1)	ago1 csp9 SPCC736.11
O74958	RNA binding exosome specificity factor Mmi1 (Meiotic mRNA interception protein 1) (YTH domain-containing protein mmi1)	mmi1 SPCC736.12c
O74966	Small nuclear ribonucleoprotein G, snRNP-G (Sm protein G, Sm-G, SmG)	smg1 SPBC4B4.05
O74971	Autophagy protein 5 (Meiotically up-regulated gene 77 protein)	atg5 mug77 SPBC4B4.10c
O74986	DNA endonuclease ctp1, EC 3.1.-.- (Double-strand break repair protein ctp1) (Meiotically up-regulated gene 38 protein) (Nbs1-interacting protein 1) (Sporulation in the absence of SPO11 protein 2 homolog, SAE2)	ctp1 mug38 nip1 slr9 SPCC338.08
O74991	F-box/TPR repeat protein pof3	pof3 SPCC338.16
O75001	DNA replication licensing factor mcm7, EC 3.6.4.12 (Minichromosome maintenance protein 7)	mcm7 SPBC25D12.03c
O75004	Cell division control protein 24	cdc24 SPAC8F11.07c
O75011	Serine/threonine-protein kinase nak1, EC 2.7.11.1 (N-rich kinase 1)	nak1 SPBC17F3.02
O94235	Serine/threonine-protein kinase mph1, EC 2.7.12.1	mph1 SPBC106.01 SPBC1271.16c SPBC243.01
O94236	Eukaryotic translation initiation factor 3 subunit D, eIF3d (Microtubule-destabilizing protein moe1)	moe1 eif3d SPAC637.07
O94244	Histone acetyltransferase type B subunit 2 (Kinetochore protein mis16)	mis16 hat2 SPCC1672.10
O94267	FACT complex subunit spt16 (Facilitates chromatin transcription complex subunit spt16)	spt16 SPBP8B7.19
O94272	Autophagy-related protein 8 (Autophagy-related ubiquitin-like modifier atg8)	atg8 SPBP8B7.24c
O94276	Meiotic chromosome segregation protein P8B7.28c	SPBP8B7.28c
O94282	Cytoplasmic tRNA 2-thiolation protein 1, EC 2.7.7.- (Cytoplasmic tRNA adenylyltransferase 1)	ncs6 ctu1 SPBC2G5.03
O94284	Sulfide:quinone oxidoreductase, mitochondrial, EC 1.8.5.- (Cadmium resistance protein 1) (Heavy metal tolerance protein 2)	hmt2 cad1 SPBC2G5.06c
O94316	Pre-mRNA-splicing factor cwf10 (114 kDa U5 small nuclear ribonucleoprotein component homolog) (Complexed with cdc5 protein 10)	cwf10 snu114 spef2 SPBC215.12
O94360	Maintenance of ploidy protein mob1	mob1 SPBC428.13c
O94363	GTP-binding protein rhb1 (GTP-binding protein Rheb homolog)	rhb1 SPBC428.16c
O94374	Importin subunit alpha-2 (Importin-1) (Karyopherin subunit alpha-2)	imp1 SPBC1604.08c
O94383	Structural maintenance of chromosomes protein 1 (Chromosome segregation protein smc1) (Cohesin complex subunit psm1)	psm1 smc1 SPBC29A10.04
O94395	ATP-dependent DNA helicase II subunit 1, EC 3.6.4.12 (ATP-dependent DNA helicase II subunit Ku70)	pku70 ku70 SPCC126.02c
O94396	tRNA pseudouridine synthase 1, EC 5.4.99.- (tRNA pseudouridylate synthase 1) (tRNA-uridine isomerase 1)	pus1 lps1 SPCC126.03
O94421	SWI/SNF chromatin-remodeling complex subunit snf22, EC 3.6.4.- (ATP-dependent helicase snf22) (SWI/SNF complex subunit snf22)	snf22 SPCC1620.14c SPCC830.01c
O94423	Meiotic fizzy-related protein 1	mfr1 SPBC1198.12 SPBC660.02
O94436	Transcription initiation factor TFIID subunit 14 (SWI/SNF chromatin-remodeling complex subunit tfg3) (SWI/SNF complex subunit tfg3) (TBP-associated factor 14) (TBP-associated factor 30 kDa) (Transcription factor G 30 kDa subunit) (Transcription initiation factor TFIIF 30 kDa subunit)	tfg3 taf14 SPAC22H12.02
O94444	26S proteasome regulatory subunit rpn10	rpn10 pus1 SPAC637.10c
O94446	Histone acetyltransferase mst1, EC 2.3.1.48 (Protein 2-hydroxyisobutyryltransferase mst1, EC 2.3.1.-) (Protein acetyltransferase mst1, EC 2.3.1.-) (Protein crotonyltransferase mst1, EC 2.3.1.-)	mst1 esa1 kat5 SPAC637.12c
O94449	Replication factor C subunit 4, Replication factor C4	rfc4 SPAC1687.03c
O94451	E3 SUMO-protein ligase pli1, EC 2.3.2.- (E3 SUMO-protein transferase plil)	pli1 SPAC1687.05
O94457	Delta(7)-sterol 5(6)-desaturase erg31, EC 1.14.19.20 (C-5 sterol desaturase erg31) (Ergosterol Delta(5,6) desaturase erg31) (Ergosterol biosynthetic protein 31) (Sterol-C5-desaturase erg31)	erg31 erg3 SPAC1687.16c
O94466	Probable Rho-GTPase-activating protein 7	rga7 SPBC23G7.08c
O94477	Myosin-52 (Myosin type V-2)	myo52 SPCC1919.10c
O94487	Serine/threonine-protein kinase ppk35, EC 2.7.11.1 (Meiotically up-regulated gene 27 protein)	ppk35 mug27 SPCC417.06c
O94488	Microtubule organizer protein 1 (Morphology defective protein 20)	mbo1 mod20 mto1 SPCC417.07c
O94489	Elongation factor 3, EF-3, EC 3.6.4.-	tef3 ef3 SPCC417.08
O94494	Inner kinetochore subunit sim4 (CENP-K homolog) (Constitutive centromere-associated network protein sim4) (Silencing in the middle of the centromere protein 4)	sim4 SPBC18E5.03c
O94504	Thioredoxin-2, mitochondrial, Trx-2	trx2 SPBC12D12.07c
O94505	3'(2'),5'-bisphosphate nucleotidase, EC 3.1.3.7 (3'(2'),5-bisphosphonucleoside 3'(2')-phosphohydrolase) (DPNPase) (Halotolerance protein tol1) (Target of lithium protein 1)	tol1 SPCC1753.04
O94510	Ascus wall endo-1,3-alpha-glucanase (Endo-1,3-alpha-glucanase agn2) (Glucan endo-1,3-alpha-glucosidase agn2, EC 3.2.1.59)	agn2 SPBC646.06c
O94513	Eukaryotic translation initiation factor 3 subunit E, eIF3e	int6 eif3e yin6 SPBC646.09c
O94526	Phosphatidylinositol 3,4,5-trisphosphate 3-phosphatase ptn1, EC 3.1.3.67	ptn1 SPBC609.02
O94529	FACT complex subunit pob3 (Facilitates chromatin transcription complex subunit pob3)	pob3 SPBC609.05
O94532	Formin-3	for3 SPCC895.05
O94534	Spindle pole body component alp14 (Altered polarity protein 14)	alp14 mtc1 SPCC895.07
O94537	Sensor for unfolded proteins in the ER ire1 [Includes: Serine/threonine-protein kinase, EC 2.7.11.1; Endoribonuclease, EC 3.1.26.- (Serine/threonine-protein kinase 4) ]	ire1 ppk4 SPAC167.01
O94544	Leucine aminopeptidase 2, EC 3.4.11.- (Epoxide hydrolase, EC 3.3.2.10) (Leukotriene A-4 hydrolase homolog, LTA-4 hydrolase)	lap2 SPCC1322.05c
O94547	Serine/threonine-protein kinase srk1, EC 2.7.11.1 (Sty1-regulated kinase 1)	srk1 mkp1 SPCC1322.08
O94561	Peroxiredoxin bcp1, Prx, EC 1.11.1.24 (Bacterioferritin comigratory protein 1, BCP) (Nuclear thiol peroxidase, nTPx) (Thioredoxin peroxidase) (Thioredoxin-dependent peroxiredoxin bcp1)	bcp1 SPBC1773.02c
O94580	DNA-dependent metalloprotease WSS1 homolog 2, EC 3.4.24.- (DNA damage response protein WSS1 homolog 2)	wss2 wss1b SPCC1442.07c
O94584	CDP-diacylglycerol--serine O-phosphatidyltransferase, EC 2.7.8.8 (Phosphatidylserine synthase)	pps1 SPCC1442.12
O94603	Putative JmjC domain-containing histone demethylation protein 1, EC 1.14.11.27 (Heterochromatin-destabilizing protein epe1) ([Histone-H3]-lysine-36 demethylase 1)	jhd1 epe1 SPCC622.16c
O94609	Ubiquitin-activating enzyme E1 1, EC 6.2.1.45 (Poly(A)+ RNA transport protein 3)	ptr3 SPBC1604.21c SPBC211.09
O94614	Chitin synthase regulatory factor 4 (Chs four homolog 3)	chr4 cfh3 SPBC1289.01c SPBC1539.11c
O94623	DNA repair protein rev1, EC 2.7.7.- (Reversionless protein 1)	rev1 SPBC1347.01c
O94632	Ergothioneine biosynthesis protein 1 (Meiotically up-regulated gene 158 protein) [Includes: L-histidine N(alpha)-methyltransferase, EC 2.1.1.44; Hercynylcysteine S-oxide synthase, EC 1.14.99.51 ]	egt1 mug158 SPBC1604.01 SPBC1677.01c
O94640	NAD-dependent histone deacetylase sir2, EC 2.3.1.286 (Regulatory protein sir2) (Silent information regulator 2)	sir2 SPBC16D10.07c
O94641	Heat shock protein 104 (Protein aggregation-remodeling factor hsp104)	hsp104 SPBC16D10.08c
O94649	Autophagy-related protein 2 (Meiotically up-regulated gene 36 protein)	atg2 mug36 SPBC31E1.01c SPBC660.18c
O94652	mRNA export factor gle1 (Nuclear pore protein gle1) (Nucleoporin gle1) (RNA export factor gle1)	gle1 SPBC31E1.05
O94655	Ypt/Rab-type GTPase ypt7	ypt7 SPBC405.04c
O94679	Condensin complex subunit 1 (XCAP-D2 homolog) (p128)	cnd1 SPBC776.13
O94680	Phospholipid:diacylglycerol acyltransferase, PDAT, EC 2.3.1.158 (Pombe LRO1 homolog 1) (Triacylglycerol synthase, TAG synthase)	plh1 SPBC776.14
O94684	RNA polymerase II transcription factor B subunit 3 (CDK-activating kinase assembly factor MAT1 homolog) (RING finger protein pmh1) (RNA polymerase II transcription factor B 38 kDa subunit) (RNA polymerase II transcription factor B p38 subunit)	pmh1 mcr1 tfb3 SPBC776.18c
O94687	RNA-induced transcriptional silencing complex protein tas3, RITS protein tas3	tas3 SPBC83.03c
O94692	RuvB-like helicase 2, EC 3.6.4.12	rvb2 SPBC83.08
O94701	Ingression protein fic1 (Cdc15-interacting C2 domain-containing protein 1)	fic1 SPBC83.18c
O94720	Transcription factor fil1 (GATA zinc finger domain-containing protein C1393.08) (GCN four induction-like protein) (General control transcription factor fil1)	fil1 SPCC1393.08
O94722	Copper transport protein ctr4, Copper transporter 4	ctr4 SPCC1393.10
O94740	Hsp90 co-chaperone Cdc37 (Cell division control protein 37) (Hsp90 chaperone protein kinase-targeting subunit)	cdc37 SPBC9B6.10
O94751	Checkpoint serine/threonine-protein kinase bub1, EC 2.7.11.1	bub1 SPCC1322.12c
P01129	Start control protein cdc10	cdc10 SPBC336.12c
P04551	Cyclin-dependent kinase 1, CDK1, EC 2.7.11.22 (Cell division control protein 2) (Cell division protein kinase 1) (p34 protein kinase)	cdc2 cdk1 swo2 tws1 pi002 SPBC11B10.09
P04689	Tubulin alpha-2 chain	tub1 alp2 atb2 SPBC800.05c
P04909	Histone H2A-alpha (H2A.1)	hta1 SPCC622.08c
P04910	Histone H2A-beta (H2A.2)	hta2 SPAC19G12.06c
P04913	Histone H2B-alpha (H2B.1)	htb1 SPCC622.09
P05219	Tubulin beta chain (Beta-tubulin)	nda3 alp12 SPBC26H8.07c
P05933	Calmodulin, CaM	cam1 SPAC3A12.14
P06652	M-phase inducer phosphatase, EC 3.1.3.48 (Mitosis initiation protein) (P80)	cdc25 SPAC24H6.05
P07334	Mitosis inducer protein kinase cdr1, EC 2.7.11.1 (Protein kinase nim1)	cdr1 nim1 SPAC644.06c
P07527	Mitosis inhibitor protein kinase wee1, EC 2.7.10.2 (P107 protein kinase homolog)	wee1 SPCC18B5.03
P07669	Triosephosphate isomerase, TIM, EC 5.3.1.1 (Triose-phosphate isomerase)	tpi1 tpi SPCC24B10.21
P07799	DNA topoisomerase 1, EC 5.6.2.1 (DNA topoisomerase I)	top1 SPBC1703.14c
P08092	Negative regulator of sexual conjugation and meiosis, EC 2.7.11.1	ran1 pat1 SPBC19C2.05
P08096	DNA topoisomerase 2, EC 5.6.2.2 (DNA topoisomerase II)	top2 SPBC1A4.03c
P08463	Cyclin-dependent kinases regulatory subunit (P13)	suc1 SPBC1734.14c
P08647	Ras-like protein 1, EC 3.6.5.2	ras1 SPAC17H9.09c
P08965	Meiosis protein mei2	mei2 SPAC27D7.03c
P09627	Plasma membrane ATPase 1, EC 7.1.2.1 (Proton pump 1)	pma1 SPAC1071.10c
P09988	Histone H3.1/H3.2	hht1 SPAC1834.04; hht2 pi060 SPBC8D2.04
P0CF96	Mitotic-spindle organizing protein 1 (Mitotic-spindle organizing protein associated with a ring of gamma-tubulin 1) (Transcripts altered in meiosis protein 4)	mzt1 tam4 SPAC9G1.15c
P0CY17	Mating-type M-specific polypeptide Mc, mat-Mc	mat1-Mc matMc SPBC23G7.09
P10505	Anaphase-promoting complex subunit 3 (20S cyclosome/APC complex protein apc3) (Nuclear alteration protein 2) (Nuclear scaffold-like protein p76)	nuc2 apc3 SPAC17C9.01c SPAC1851.01
P10506	Protein kinase byr1, EC 2.7.12.2 (MAPK kinase, MAPKK)	byr1 ste1 SPAC1D4.13
P10651	Histone H3.3	hht3 SPBC1105.11c
P10815	G2/mitotic-specific cyclin cdc13	cdc13 SPBC582.03
P10989	Actin	act1 cps8 pi012 SPBC32H8.12c
P11620	GTP-binding protein ypt1	ypt1 SPBC1703.10
P12000	DNA ligase 1, EC 6.5.1.1 (DNA ligase I) (Polydeoxyribonucleotide synthase [ATP] 1)	cdc17 SPAC20G8.01 SPAC57A10.13c
P13681	Serine/threonine-protein phosphatase PP1-1, EC 3.1.3.16	dis2 bws1 SPBC776.02c
P14068	Exportin-1 (Caffeine resistance protein 2) (Chromosome region maintenance protein 1)	xpo1 caf2 crm1 SPAC1805.17 SPAC1B2.01
P14605	Adenylate cyclase, EC 4.6.1.1 (ATP pyrophosphate-lyase) (Adenylyl cyclase)	cyr1 SPBC19C7.03
P17608	GTP-binding protein ryh1	ryh1 hos1 its6 SPAC4C5.02c
P17609	GTP-binding protein ypt2 (SEC4 homolog)	ypt2 SPAC9E9.07c
P17610	GTP-binding protein ypt3 (RAB)	ypt3 its5 SPAC18G6.03
P17871	TATA-box-binding protein (TATA sequence-binding protein, TBP) (TATA-binding factor) (TATA-box factor) (Transcription initiation factor TFIID TBP subunit)	tbp1 tbp tdf1 SPAC29E6.08 SPAC30.12
P18296	Separin, EC 3.4.22.49 (Cell untimely torn protein 1) (Separase)	cut1 SPCC5E4.04
P20772	Bifunctional purine biosynthetic protein ADE1 [Includes: Phosphoribosylamine--glycine ligase, EC 6.3.4.13 (Glycinamide ribonucleotide synthetase, GAR synthetase, GARS) (Phosphoribosylglycinamide synthetase); Phosphoribosylformylglycinamidine cyclo-ligase, EC 6.3.3.1 (AIR synthase, AIR synthetase, AIRS) (Phosphoribosyl-aminoimidazole synthetase) ]	ade1 SPBC405.01 SPBC4C3.02c
P21135	Securin (Cell untimely torn protein 2, Protein Cut2)	cut2 SPBC14C8.01c SPBC1815.02c
P21565	Signal recognition particle 54 kDa protein homolog, SRP54	srp54 SPCC188.06c
P22068	ATP synthase subunit beta, mitochondrial, EC 7.1.2.2	atp2 SPAC222.12c
P22189	Calcium-transporting ATPase 3, EC 7.2.2.10	cta3 SPBC24E9.06 SPBC839.06
P22192	Double-strand-specific pac1 ribonuclease, EC 3.1.26.3 (Protein hcs)	pac1 hcs SPBC119.11c
P22193	DNA damage checkpoint control protein rad1	rad1 SPAC1952.07
P22194	Protein phosphatase 1 regulatory subunit SDS22	sds22 SPAC4A8.12c
P22774	Iron-sulfur cluster biogenesis chaperone, mitochondrial, EC 3.6.4.10	ssc1 ssp1 SPAC664.11
P22987	Protein kinase kin1, EC 2.7.11.1	kin1 SPBC4F6.06
P23566	Ubiquitin-conjugating enzyme E2 2, EC 2.3.2.23 (E2 ubiquitin-conjugating enzyme 2) (RAD6 homolog) (Ubiquitin carrier protein 2) (Ubiquitin-protein ligase 2)	rhp6 ubc2 SPAC18B11.07c
P23636	Major serine/threonine-protein phosphatase PP2A-2 catalytic subunit, EC 3.1.3.16	ppa2 SPBC16H5.07c
P23880	Serine/threonine-protein phosphatase PP1-2, EC 3.1.3.16 (Suppressor protein SDS21)	sds21 SPCC31H12.05c
P24339	Kinesin-like protein cut7 (Cell untimely torn protein 7)	cut7 SPAC25G10.07c
P24488	Transcriptional activator hap2	hap2 php2 SPBC725.11c
P25295	Tubulin gamma chain (Gamma-tubulin)	tug1 gtb1 SPBC32F12.04
P26306	DNA repair protein rad9	rad9 SPAC664.07c
P26359	DNA mismatch repair protein msh3 (Mating-type switching protein swi4) (MutS protein homolog 3)	msh3 swi4 SPAC8F11.03
P26659	General transcription and DNA repair factor IIH helicase subunit XPD, TFIIH subunit XPD, EC 3.6.4.12 (DNA repair helicase RAD3 homolog, Protein rhp3) (DNA repair helicase rad15) (RNA polymerase II transcription factor B subunit rad15, TFB subunit rad15)	rad15 rad5 rhp3 SPAC1D4.12
P27574	Tyrosine-protein phosphatase 1, EC 3.1.3.48 (Protein-tyrosine phosphatase 1, PTPase 1)	pyp1 SPAC26F1.10c
