Entry	Protein names	Gene Names
A0A1B6QFT7	Peroxidase, EC 1.11.1.7	SORBI_3002G392300
A0A1B6QFX4	NADH dehydrogenase [ubiquinone] flavoprotein 1, mitochondrial, EC 7.1.1.2	SORBI_3002G396700
A0A1B6QG08	Thioredoxin reductase, EC 1.8.1.9	SORBI_3002G401800
A0A1B6QGB6	Peroxidase, EC 1.11.1.7	SORBI_3002G416800
A0A1B6QGN0	ATP-dependent DNA helicase 2 subunit KU80, EC 3.6.4.12	SORBI_3001G005800
A0A1B6QH27	RNA helicase, EC 3.6.4.13	SORBI_3001G028100
A0A1B6QHH0	Pyruvate kinase, EC 2.7.1.40	SORBI_3001G057200
A0A1B6QIC1	Calcium-transporting ATPase, EC 7.2.2.10	SORBI_3001G103300
A0A1B6QIS3	Inositol hexakisphosphate and diphosphoinositol-pentakisphosphate kinase, EC 2.7.4.24	SORBI_3001G132600
A0A1B6QJ70	Receptor-like serine/threonine-protein kinase, EC 2.7.11.1	SORBI_3001G159200
A0A1B6QJF6	Presenilin, EC 3.4.23.-	SORBI_3001G171500
A0A1B6QJH1	UDP-glucose 6-dehydrogenase, EC 1.1.1.22	SORBI_3001G171300
A0A1B6QJI5	Inositol-1-monophosphatase, EC 3.1.3.25	SORBI_3001G178100
A0A1B6QJR7	Peroxidase, EC 1.11.1.7	SORBI_3001G189000
A0A1B6QJV5	Receptor-like serine/threonine-protein kinase, EC 2.7.11.1	SORBI_3001G197300
A0A1B6QKE9	Pre-mRNA-processing factor 19, EC 2.3.2.27	SORBI_3001G226000
A0A1B6QKN8	Acireductone dioxygenase (Acireductone dioxygenase (Fe(2+)-requiring), ARD', Fe-ARD, EC 1.13.11.54) (Acireductone dioxygenase (Ni(2+)-requiring), ARD, Ni-ARD, EC 1.13.11.53)	SORBI_3001G243200
A0A1B6QKP6	Acireductone dioxygenase (Acireductone dioxygenase (Fe(2+)-requiring), ARD', Fe-ARD, EC 1.13.11.54) (Acireductone dioxygenase (Ni(2+)-requiring), ARD, Ni-ARD, EC 1.13.11.53)	SORBI_3001G243100
A0A1B6QKQ9	Acireductone dioxygenase (Acireductone dioxygenase (Fe(2+)-requiring), ARD', Fe-ARD, EC 1.13.11.54) (Acireductone dioxygenase (Ni(2+)-requiring), ARD, Ni-ARD, EC 1.13.11.53)	SORBI_3001G243100
A0A1B6QLH9	ATP-dependent DNA helicase, EC 3.6.4.12	SORBI_3001G275300
A0A1B6QLT8	Peroxidase, EC 1.11.1.7	SORBI_3001G293100
A0A1B6QMD3	Pyruvate, phosphate dikinase, EC 2.7.9.1	SORBI_3001G326900
A0A1B6QME4	Pyruvate, phosphate dikinase, EC 2.7.9.1	SORBI_3001G326900
A0A1B6QN00	Peroxidase, EC 1.11.1.7	SORBI_3001G360500
A0A1B6QNB8	Peroxidase, EC 1.11.1.7	SORBI_3001G379400
A0A1B6QNB9	Peroxidase, EC 1.11.1.7	SORBI_3001G379300
A0A1B6QNN4	Lon protease homolog, mitochondrial, EC 3.4.21.53	SORBI_3001G396500
A0A1B6QP66	Fructose-bisphosphatase, EC 3.1.3.11 (D-fructose-1,6-bisphosphate 1-phosphohydrolase)	SORBI_3001G425400
A0A1B6QP87	Receptor-like serine/threonine-protein kinase, EC 2.7.11.1	SORBI_3001G428900
A0A1B6QPI0	Inositol-tetrakisphosphate 1-kinase, EC 2.7.1.134	SORBI_3001G447200
A0A1B6QPL1	Receptor-like serine/threonine-protein kinase, EC 2.7.11.1	SORBI_3001G452700
A0A1B6QQZ1	Uncharacterized protein	SORBI_3001G527800
A0A1W0VRQ8	Plasma membrane ATPase, EC 7.1.2.1	SORBI_3010G063700
A0A1W0VSP9	Protein kinase domain-containing protein	SORBI_3010G124700
A0A1W0VSW9	Pyrophosphate--fructose 6-phosphate 1-phosphotransferase subunit alpha, PFP (6-phosphofructokinase, pyrophosphate dependent) (PPi-PFK) (Pyrophosphate-dependent 6-phosphofructose-1-kinase)	PFP-ALPHA SORBI_3010G134000
A0A1W0VTE9	Peroxidase, EC 1.11.1.7	SORBI_3010G161900
A0A1W0VTG0	Poly(A) polymerase, EC 2.7.7.19	SORBI_3010G167900
A0A1W0VTI8	Poly(A) polymerase, EC 2.7.7.19	SORBI_3010G167900
A0A1W0VTJ1	O-acyltransferase	SORBI_3010G170000
A0A1W0VTJ3	Poly(A) polymerase, EC 2.7.7.19	SORBI_3010G167900
A0A1W0VTK0	Receptor-like serine/threonine-protein kinase, EC 2.7.11.1	SORBI_3010G175100
A0A1W0VTM8	Receptor-like serine/threonine-protein kinase, EC 2.7.11.1	SORBI_3010G174900
A0A1W0VTN8	Coatomer subunit beta'	SORBI_3010G178600
A0A1W0VTP6	Protein kinase domain-containing protein	SORBI_3010G182800
A0A1W0VUK3	Glycosyltransferases, EC 2.4.-.-	SORBI_3010G238800
A0A1W0VUL0	Protein kinase domain-containing protein	SORBI_3010G245100
A0A1W0VV41	Non-specific serine/threonine protein kinase, EC 2.7.11.1	SORBI_3010G269800
A0A1W0VV71	AAA domain-containing protein	SORBI_3010G272800
A0A1W0VW25	Very-long-chain (3R)-3-hydroxyacyl-CoA dehydratase, EC 4.2.1.134	SORBI_3003G071300
A0A1W0VX32	Peroxidase, EC 1.11.1.7	SORBI_3003G127100
A0A1W0VXB0	Probable tRNA N6-adenosine threonylcarbamoyltransferase, mitochondrial, EC 2.3.1.234 (Glycoprotease 1) (N6-L-threonylcarbamoyladenine synthase) (t(6)A37 threonylcarbamoyladenosine biosynthesis protein GCP1) (tRNA threonylcarbamoyladenosine biosynthesis protein GCP1, t(6)A synthase)	GCP1 SORBI_3003G141100
A0A1W0VYP8	Isocitrate dehydrogenase [NADP], EC 1.1.1.42	SORBI_3003G241500
A0A1W0VYV0	Receptor-like serine/threonine-protein kinase, EC 2.7.11.1	SORBI_3003G251600
A0A1W0VZ17	Protein kinase domain-containing protein	SORBI_3003G262600
A0A1W0VZF1	CBM20 domain-containing protein	SORBI_3003G290800
A0A1W0VZF2	ATP-dependent 6-phosphofructokinase, ATP-PFK, Phosphofructokinase, EC 2.7.1.11 (Phosphohexokinase)	PFK SORBI_3003G290000
A0A1W0VZT8	Inositol hexakisphosphate and diphosphoinositol-pentakisphosphate kinase, EC 2.7.4.24	SORBI_3003G315166
A0A1W0VZX1	Inositol hexakisphosphate and diphosphoinositol-pentakisphosphate kinase, EC 2.7.4.24	SORBI_3003G315166
A0A1W0VZX8	Inositol hexakisphosphate and diphosphoinositol-pentakisphosphate kinase, EC 2.7.4.24	SORBI_3003G315166
A0A1W0W0M8	DNA polymerase, EC 2.7.7.7	SORBI_3003G369200
A0A1W0W1B6	Calcium-transporting ATPase, EC 7.2.2.10	SORBI_3003G420500
A0A1W0W1C5	Phosphotransferase, EC 2.7.1.-	SORBI_3003G421201
A0A1W0W1I8	Phosphatidylserine decarboxylase proenzyme 2, EC 4.1.1.65 [Cleaved into: Phosphatidylserine decarboxylase 2 beta chain; Phosphatidylserine decarboxylase 2 alpha chain ]	PSD2 SORBI_3003G433750
A0A1W0W1P5	Peroxidase, EC 1.11.1.7	SORBI_3002G010700
A0A1W0W1R7	Peroxidase, EC 1.11.1.7	SORBI_3002G010700
A0A1W0W2G9	DNA (cytosine-5)-methyltransferase, EC 2.1.1.37	SORBI_3002G056000
A0A1W0W332	Amine oxidase, EC 1.4.3.-	SORBI_3002G096000
A0A1W0W341	Amine oxidase, EC 1.4.3.-	SORBI_3002G096000
A0A1W0W364	Amine oxidase, EC 1.4.3.-	SORBI_3002G096000
A0A1W0W3D5	Adenylate kinase isoenzyme 6 homolog, AK6, EC 2.7.4.3 (Dual activity adenylate kinase/ATPase, AK/ATPase)	SORBI_3002G116200
A0A1W0W3Z0	Kinesin motor domain-containing protein	SORBI_3002G143200
A0A1W0W4G9	Receptor-like serine/threonine-protein kinase, EC 2.7.11.1	SORBI_3002G170300
A0A1W0W4Z5	Succinate dehydrogenase (quinone), EC 1.3.5.1 (Iron-sulfur subunit of complex II)	SORBI_3002G185100
A0A1W0W5X4	Peroxidase, EC 1.11.1.7	SORBI_3002G258300
A0A1W0W617	Amine oxidase, EC 1.4.3.-	SORBI_3002G282600
A0A1W0W629	Amine oxidase, EC 1.4.3.-	SORBI_3002G282600
A0A1W0W643	Amine oxidase, EC 1.4.3.-	SORBI_3002G282600
A0A1W0W650	Amine oxidase, EC 1.4.3.-	SORBI_3002G282600
A0A1W0W676	Amine oxidase, EC 1.4.3.-	SORBI_3002G282600
A0A1W0W6M4	Receptor-like serine/threonine-protein kinase, EC 2.7.11.1	SORBI_3002G333500
A0A1W0W6U5	Receptor-like serine/threonine-protein kinase, EC 2.7.11.1	SORBI_3002G334900
A0A1W0W709	Chlorophyll a-b binding protein, chloroplastic	SORBI_3002G339200
A0A1W0W7I8	PEROXIDASE_4 domain-containing protein	SORBI_3002G391900
A0A1W0W7Q9	DNA polymerase, EC 2.7.7.7	SORBI_3002G409700
A0A1W0W7R8	DNA polymerase, EC 2.7.7.7	SORBI_3002G409700
A0A1W0W7T8	Peroxidase, EC 1.11.1.7	SORBI_3002G416600
A0A1W0W817	Lon protease homolog, mitochondrial, EC 3.4.21.53	SORBI_3002G426400
A0A1Z5R0N3	RNA polymerase II subunit B1 CTD phosphatase RPAP2 homolog, EC 3.1.3.16	SORBI_3009G032500
A0A1Z5R0P5	Peroxidase, EC 1.11.1.7	SORBI_3009G033300
A0A1Z5R1E9	Hypoxanthine phosphoribosyltransferase, EC 2.4.2.8	SORBI_3009G068200
A0A1Z5R1K4	Protein kinase domain-containing protein	SORBI_3009G026800
A0A1Z5R2K0	Probable tRNA N6-adenosine threonylcarbamoyltransferase, EC 2.3.1.234 (Glycoprotease 2) (t(6)A37 threonylcarbamoyladenosine biosynthesis protein GCP2) (tRNA threonylcarbamoyladenosine biosynthesis protein GCP2)	GCP2 SORBI_3009G071700
A0A1Z5R2Y5	Delta-1-pyrroline-5-carboxylate synthase [Includes: Glutamate 5-kinase, GK, EC 2.7.2.11 (Gamma-glutamyl kinase); Gamma-glutamyl phosphate reductase, GPR, EC 1.2.1.41 (Glutamate-5-semialdehyde dehydrogenase) (Glutamyl-gamma-semialdehyde dehydrogenase) ]	SORBI_3009G160100
A0A1Z5R364	Phosphotransferase, EC 2.7.1.-	SORBI_3009G119100
A0A1Z5R398	Uncharacterized protein	SORBI_3009G111400
A0A1Z5R3D9	4-hydroxy-4-methyl-2-oxoglutarate aldolase, HMG aldolase, EC 4.1.1.112, EC 4.1.3.17 (Oxaloacetate decarboxylase)	SORBI_3009G193850
A0A1Z5R408	Isocitrate dehydrogenase [NADP], EC 1.1.1.42	SORBI_3009G238900
A0A1Z5R420	DNA helicase, EC 3.6.4.12	SORBI_3009G172950
A0A1Z5R4R7	Flap endonuclease 1, FEN-1, EC 3.1.-.- (Flap structure-specific endonuclease 1)	FEN1 SORBI_3009G213950
A0A1Z5R4S7	Endonuclease III homolog, EC 3.2.2.-, EC 4.2.99.18 (Bifunctional DNA N-glycosylase/DNA-(apurinic or apyrimidinic site) lyase, DNA glycosylase/AP lyase)	NTH1 SORBI_3008G038500
A0A1Z5R4V4	Alpha-1,3-mannosyl-glycoprotein 2-beta-N-acetylglucosaminyltransferase, GNT-I, GlcNAc-T I, EC 2.4.1.101 (N-glycosyl-oligosaccharide-glycoprotein N-acetylglucosaminyltransferase I)	SORBI_3008G042600
A0A1Z5R603	DNA repair protein RAD51 homolog	SORBI_3008G101300
A0A1Z5R6S2	Kinesin motor domain-containing protein	SORBI_3008G148000
A0A1Z5R703	Peroxidase, EC 1.11.1.7	SORBI_3008G114700
A0A1Z5R7Q5	Protein kinase domain-containing protein	SORBI_3007G020400
A0A1Z5R813	Alpha-1,6-mannosyl-glycoprotein 2-beta-N-acetylglucosaminyltransferase, EC 2.4.1.143 (Beta-1,2-N-acetylglucosaminyltransferase II) (GlcNAc-T II) (Mannoside acetylglucosaminyltransferase 2) (N-glycosyl-oligosaccharide-glycoprotein N-acetylglucosaminyltransferase II)	SORBI_3007G044500
A0A1Z5R837	Protein ROOT HAIR DEFECTIVE 3 homolog, EC 3.6.5.- (Protein SEY1 homolog)	SORBI_3008G159701
A0A1Z5R8E7	Double-strand break repair protein	SORBI_3007G061500
A0A1Z5R8J9	DNA topoisomerase I, EC 5.6.2.1 (DNA topoisomerase 1)	SORBI_3007G043500
A0A1Z5R8K9	Receptor-like serine/threonine-protein kinase, EC 2.7.11.1	SORBI_3007G045800
A0A1Z5R8P3	Succinate dehydrogenase [ubiquinone] iron-sulfur subunit, mitochondrial, EC 1.3.5.1	SORBI_3007G023400
A0A1Z5R8U6	Xyloglucan endotransglucosylase/hydrolase, EC 2.4.1.207	SORBI_3007G090463
A0A1Z5R9E6	Xyloglucan endotransglucosylase/hydrolase, EC 2.4.1.207	SORBI_3007G090460
A0A1Z5R9S0	Xyloglucan endotransglucosylase/hydrolase, EC 2.4.1.207	SORBI_3007G090436
A0A1Z5RAP9	Uridine kinase, EC 2.7.1.48	SORBI_3007G194700
A0A1Z5RB14	RHOMBOID-like protein, EC 3.2.1.-, EC 3.4.21.- (Rhomboid-like protein)	SORBI_3007G180450
A0A1Z5RC59	Eukaryotic translation initiation factor 3 subunit H, eIF3h	SORBI_3006G044600
A0A1Z5RCK4	1,4-alpha-glucan branching enzyme, EC 2.4.1.18	SORBI_3006G066800
A0A1Z5RCU0	Receptor-like serine/threonine-protein kinase, EC 2.7.11.1	SORBI_3006G076500
A0A1Z5RCV0	Receptor-like serine/threonine-protein kinase, EC 2.7.11.1	SORBI_3006G077000
A0A1Z5RDP8	Peroxidase, EC 1.11.1.7	SORBI_3006G135800
A0A1Z5RDX5	Uncharacterized protein	SORBI_3006G142775
A0A1Z5RF48	Protein kinase domain-containing protein	SORBI_3006G158266
A0A1Z5RF74	Receptor-like serine/threonine-protein kinase, EC 2.7.11.1	SORBI_3006G229500
A0A1Z5RF78	Receptor-like serine/threonine-protein kinase, EC 2.7.11.1	SORBI_3006G229100
A0A1Z5RFC4	Receptor-like serine/threonine-protein kinase, EC 2.7.11.1	SORBI_3006G229100
A0A1Z5RGB0	Peroxidase, EC 1.11.1.7	SORBI_3006G243600
A0A1Z5RGH8	E3 ubiquitin-protein ligase listerin, EC 2.3.2.27 (RING-type E3 ubiquitin transferase listerin)	SORBI_3005G028600
A0A1Z5RGW8	E3 ubiquitin-protein ligase listerin, EC 2.3.2.27 (RING-type E3 ubiquitin transferase listerin)	SORBI_3005G028600
A0A1Z5RIM2	Xyloglucan endotransglucosylase/hydrolase, EC 2.4.1.207	SORBI_3005G140001
A0A1Z5RJA1	DNA repair protein RAD51 homolog	SORBI_3005G188200
A0A1Z5RJJ8	Protein ROOT HAIR DEFECTIVE 3 homolog, EC 3.6.5.- (Protein SEY1 homolog)	SORBI_3005G165800
A0A1Z5RK87	Small nuclear ribonucleoprotein Sm D3, Sm-D3 (snRNP core protein D3)	SORBI_3004G002350
A0A1Z5RKF8	Catalase, EC 1.11.1.6	SORBI_3004G011566
A0A1Z5RKG6	Receptor-like serine/threonine-protein kinase, EC 2.7.11.1	SORBI_3005G226000
A0A1Z5RKL6	Catalase, EC 1.11.1.6	SORBI_3004G011566
A0A1Z5RLR5	Coatomer subunit beta'	SORBI_3004G088450
A0A1Z5RLS9	Peroxidase, EC 1.11.1.7	SORBI_3004G106000
A0A1Z5RM08	Translation factor GUF1 homolog, mitochondrial, EC 3.6.5.n1 (Elongation factor 4 homolog, EF-4) (GTPase GUF1 homolog) (Ribosomal back-translocase)	SORBI_3004G046500
A0A1Z5RMA1	Peroxidase, EC 1.11.1.7	SORBI_3004G105300
A0A1Z5RMA4	Protein kinase domain-containing protein	SORBI_3004G132400
A0A1Z5RMP0	Peroxidase, EC 1.11.1.7	SORBI_3004G156100
A0A1Z5RMP3	Peroxidase, EC 1.11.1.7	SORBI_3004G146700
A0A1Z5RNB1	Nitrate reductase	SORBI_3004G196101
A0A1Z5RNG0	DNA polymerase epsilon catalytic subunit, EC 2.7.7.7	SORBI_3004G156200
A0A1Z5RNL4	Zinc-hook domain-containing protein	SORBI_3004G151000
A0A1Z5RNN9	GrpE protein homolog	SORBI_3004G212400
A0A1Z5RPA1	Laccase, EC 1.10.3.2 (Benzenediol:oxygen oxidoreductase) (Diphenol oxidase) (Urishiol oxidase)	SORBI_3004G235900
A0A1Z5RPH4	Peroxidase, EC 1.11.1.7	SORBI_3004G273900
A0A1Z5RPM6	DIS3-like exonuclease 2, EC 3.1.13.-	SORBI_3004G231900
A0A1Z5RQI7	4-hydroxybenzoate polyprenyltransferase, mitochondrial, 4-HB polyprenyltransferase, EC 2.5.1.39 (Para-hydroxybenzoate--polyprenyltransferase, PHB:PPT, PHB:polyprenyltransferase)	SORBI_3004G355300
A0A1Z5RQP5	Cytochrome c oxidase subunit 1, EC 7.1.1.9	SORBI_3004G303466
A0A1Z5RRB7	Aldehyde oxygenase (deformylating), EC 4.1.99.5	SORBI_3004G342000
A0A1Z5S3X9	Receptor-like serine/threonine-protein kinase, EC 2.7.11.1	SORBI_3001G020500
A0A1Z5S418	Ubiquinone biosynthesis monooxygenase COQ6, mitochondrial, EC 1.14.13.-	COQ6 SORBI_3001G019800
A0A1Z5S4B4	Peroxidase, EC 1.11.1.7	SORBI_3001G045100
A0A1Z5S4N8	Histidinol dehydrogenase, chloroplastic, HDH	SORBI_3001G067300
A0A1Z5S505	RNA helicase, EC 3.6.4.13	SORBI_3001G092200
A0A1Z5S560	Inositol-tetrakisphosphate 1-kinase, EC 2.7.1.134	SORBI_3001G106900
A0A1Z5S566	Inositol-tetrakisphosphate 1-kinase, EC 2.7.1.134	SORBI_3001G106900
A0A1Z5S5T6	Uncharacterized protein	SORBI_3001G157600
A0A1Z5S847	Non-specific serine/threonine protein kinase, EC 2.7.11.1	SORBI_3001G274400
A0A1Z5S887	Peroxidase, EC 1.11.1.7	SORBI_3001G293200
A0A1Z5S8X7	Receptor-like serine/threonine-protein kinase, EC 2.7.11.1	SORBI_3001G332900
A0A1Z5S9H1	Chromatin-remodeling ATPase INO80, EC 3.6.4.-	SORBI_3001G370900
A0A1Z5S9J1	MIF4G domain-containing protein	SORBI_3001G373800
A0A1Z5S9J7	E3 ubiquitin protein ligase, EC 2.3.2.27	SORBI_3001G340000
A0A1Z5S9P3	Peroxidase, EC 1.11.1.7	SORBI_3001G379400
A0A1Z5SA05	E1 ubiquitin-activating enzyme, EC 6.2.1.45	SORBI_3001G404900
A0A1Z5SBT8	Folylpolyglutamate synthase, EC 6.3.2.17 (Folylpoly-gamma-glutamate synthetase) (Tetrahydrofolylpolyglutamate synthase)	SORBI_3001G535500
A0A3P3XXY2	Photosystem II CP43 reaction center protein (PSII 43 kDa protein) (Protein CP-43)	psbC
A0A3P3XY01	NADH-quinone oxidoreductase subunit B, EC 7.1.1.- (NADH dehydrogenase I subunit B) (NDH-1 subunit B)	ndhK nuoB
A0A3P3XY12	Cytochrome b559 subunit alpha (PSII reaction center subunit V)	psbE
A0A3P3XY43	Photosystem I P700 chlorophyll a apoprotein A2, EC 1.97.1.12 (PsaB)	psaB
A0A3P3XY52	NAD(P)H-quinone oxidoreductase subunit 5, chloroplastic (NAD(P)H dehydrogenase subunit 5) (NADH-plastoquinone oxidoreductase subunit 5)	ndhF
A0A3P3XY55	Photosystem II D2 protein, PSII D2 protein, EC 1.10.3.9 (Photosystem Q(A) protein)	psbD
A0A3P3XY59	Photosystem I iron-sulfur center, EC 1.97.1.12 (9 kDa polypeptide) (PSI-C) (Photosystem I subunit VII) (PsaC)	psaC
A0A3P3XY60	NADH-quinone oxidoreductase subunit D, EC 7.1.1.- (NADH dehydrogenase I subunit D) (NDH-1 subunit D)	ndhH nuoD
A0A3P3XY76	NADH-quinone oxidoreductase subunit C, EC 7.1.1.- (NADH dehydrogenase I subunit C) (NDH-1 subunit C)	ndhJ nuoC
A0A3P3XY84	Photosystem I P700 chlorophyll a apoprotein A1, EC 1.97.1.12 (PsaA)	psaA
A0A3P3XY98	Cytochrome b559 subunit beta (PSII reaction center subunit VI)	psbF
A0A3P3XY99	DNA-directed RNA polymerase subunit alpha, RNAP subunit alpha, EC 2.7.7.6 (RNA polymerase subunit alpha) (Transcriptase subunit alpha)	rpoA
A0A3P3XYB8	NADH-quinone oxidoreductase subunit K, EC 7.1.1.- (NADH dehydrogenase I subunit K) (NDH-1 subunit K)	ndhE nuoK
A0A3P3XYC0	DNA-directed RNA polymerase subunit gamma, RNAP subunit gamma, EC 2.7.7.6 (RNA polymerase subunit gamma) (Transcriptase subunit gamma)	rpoC1
A0A3P3XYD4	NADH-quinone oxidoreductase subunit H, EC 7.1.1.- (NADH dehydrogenase I subunit H) (NDH-1 subunit H)	ndhA nuoH
A0A3P3XYE8	ATP synthase subunit C, plastid (ATP synthase F0 sector subunit C)	atpH atpE
A0A3P3XYF4	Cytochrome b6	petB
A0A3P3XYF7	NADH-quinone oxidoreductase subunit A, EC 7.1.1.- (NADH dehydrogenase I subunit A) (NDH-1 subunit A) (NUO1)	ndhC nuoA
A0A3P3XYH2	NADH-quinone oxidoreductase subunit N, EC 7.1.1.- (NADH dehydrogenase I subunit N) (NDH-1 subunit N)	ndhB nuoN
A0A3P3XYI3	NAD(P)H-quinone oxidoreductase chain 4, EC 7.1.1.- (NAD(P)H dehydrogenase I, chain 4) (NDH-1, chain 4)	ndhD
A0A3P3XYK6	NADH-quinone oxidoreductase subunit I, EC 7.1.1.- (NADH dehydrogenase I subunit I) (NDH-1 subunit I)	ndhI nuoI
A0A4D6TJU4	DNA-directed RNA polymerase subunit beta', EC 2.7.7.6 (PEP) (Plastid-encoded RNA polymerase subunit beta', RNA polymerase subunit beta')	rpoC1
A0A4D6TK01	NAD(P)H-quinone oxidoreductase subunit K, chloroplastic, EC 7.1.1.- (NAD(P)H dehydrogenase subunit K) (NADH-plastoquinone oxidoreductase subunit K)	ndhK
A0A4D6TKR5	Photosystem II CP43 reaction center protein (PSII 43 kDa protein) (Protein CP-43)	psbC
A0A5P8KMA7	Photosystem I P700 chlorophyll a apoprotein A1, EC 1.97.1.12 (PSI-A) (PsaA)	psaA
A0A5P8KMA9	Ribulose bisphosphate carboxylase large chain, RuBisCO large subunit, EC 4.1.1.39	rbcL
A0A5P8KMB8	NAD(P)H-quinone oxidoreductase subunit K, chloroplastic, EC 7.1.1.- (NAD(P)H dehydrogenase subunit K) (NADH-plastoquinone oxidoreductase subunit K)	ndhK
A0A5P8KMC0	Photosystem II CP43 reaction center protein (PSII 43 kDa protein) (Protein CP-43)	psbC
A0A5P8KMC5	NAD(P)H-quinone oxidoreductase subunit 3, chloroplastic, EC 7.1.1.- (NAD(P)H dehydrogenase subunit 3) (NADH-plastoquinone oxidoreductase subunit 3)	ndhC
A0A5P8KMC8	ATP synthase subunit alpha, chloroplastic, EC 7.1.2.2 (ATP synthase F1 sector subunit alpha) (F-ATPase subunit alpha)	atpA
A0A5P8KME6	Photosystem I P700 chlorophyll a apoprotein A2, EC 1.97.1.12 (PSI-B) (PsaB)	psaB
A0A5P8KME7	Cytochrome b559 subunit alpha (PSII reaction center subunit V)	psbE
A0A5P8KMG0	NAD(P)H-quinone oxidoreductase subunit 2, chloroplastic, EC 7.1.1.- (NAD(P)H dehydrogenase, subunit 2) (NADH-plastoquinone oxidoreductase subunit 2)	ndhB
A0A5P8KMH3	NAD(P)H-quinone oxidoreductase subunit I, chloroplastic, EC 7.1.1.- (NAD(P)H dehydrogenase subunit I, NDH subunit I) (NADH-plastoquinone oxidoreductase subunit I)	ndhI
A0A5P8KMR8	Photosystem II D2 protein, PSII D2 protein, EC 1.10.3.9 (Photosystem Q(A) protein)	psbD
A0A5P8KMS2	ATP synthase subunit b, chloroplastic (ATP synthase F(0) sector subunit b) (ATPase subunit I)	atpF
A0A5P8KMS9	Cytochrome b559 subunit beta (PSII reaction center subunit VI)	psbF
A0A5P8KMT5	NAD(P)H-quinone oxidoreductase subunit 1, chloroplastic, EC 7.1.1.- (NAD(P)H dehydrogenase subunit 1, NDH subunit 1) (NADH-plastoquinone oxidoreductase subunit 1)	ndhA
A0A8D4XIY4	NADPH--cytochrome P450 reductase, CPR, P450R, EC 1.6.2.4	SbCPR3
A0A8F3HTF7	Photosystem II CP43 reaction center protein (PSII 43 kDa protein) (Protein CP-43)	psbC
A1E9Q9	Photosystem II D2 protein, PSII D2 protein, EC 1.10.3.9 (Photosystem Q(A) protein)	psbD
A1E9R0	Photosystem II CP43 reaction center protein (PSII 43 kDa protein) (Protein CP-43)	psbC
A1E9R3	Cytochrome b6-f complex subunit 8 (Cytochrome b6-f complex subunit PetN) (Cytochrome b6-f complex subunit VIII)	petN
A1E9R4	DNA-directed RNA polymerase subunit beta, EC 2.7.7.6 (PEP) (Plastid-encoded RNA polymerase subunit beta, RNA polymerase subunit beta)	rpoB
A1E9R5	DNA-directed RNA polymerase subunit beta', EC 2.7.7.6 (PEP) (Plastid-encoded RNA polymerase subunit beta', RNA polymerase subunit beta')	rpoC1
A1E9R9	ATP synthase subunit c, chloroplastic (ATP synthase F(0) sector subunit c) (ATPase subunit III) (F-type ATPase subunit c, F-ATPase subunit c) (Lipid-binding protein)	atpH
A1E9S1	ATP synthase subunit alpha, chloroplastic, EC 7.1.2.2 (ATP synthase F1 sector subunit alpha) (F-ATPase subunit alpha)	atpA
A1E9S3	Photosystem I P700 chlorophyll a apoprotein A2, EC 1.97.1.12 (PSI-B) (PsaB)	psaB
A1E9S6	30S ribosomal protein S4, chloroplastic	rps4
A1E9S7	NAD(P)H-quinone oxidoreductase subunit J, chloroplastic, EC 7.1.1.- (NAD(P)H dehydrogenase subunit J) (NADH-plastoquinone oxidoreductase subunit J)	ndhJ
A1E9S8	NAD(P)H-quinone oxidoreductase subunit K, chloroplastic, EC 7.1.1.- (NAD(P)H dehydrogenase subunit K) (NADH-plastoquinone oxidoreductase subunit K)	ndhK
A1E9S9	NAD(P)H-quinone oxidoreductase subunit 3, chloroplastic, EC 7.1.1.- (NAD(P)H dehydrogenase subunit 3) (NADH-plastoquinone oxidoreductase subunit 3)	ndhC
A1E9T1	ATP synthase subunit beta, chloroplastic, EC 7.1.2.2 (ATP synthase F1 sector subunit beta) (F-ATPase subunit beta)	atpB
A1E9T7	Cytochrome f	petA
A1E9U0	Cytochrome b559 subunit beta (PSII reaction center subunit VI)	psbF
A1E9U1	Cytochrome b559 subunit alpha (PSII reaction center subunit V)	psbE
A1E9U6	30S ribosomal protein S18, chloroplastic	rps18
A1E9U9	ATP-dependent Clp protease proteolytic subunit, EC 3.4.21.92 (Endopeptidase Clp)	clpP
A1E9V3	Photosystem II reaction center protein H, PSII-H (Photosystem II 10 kDa phosphoprotein)	psbH
A1E9V4	Cytochrome b6	petB
A1E9V6	DNA-directed RNA polymerase subunit alpha, PEP, EC 2.7.7.6 (Plastid-encoded RNA polymerase subunit alpha, RNA polymerase subunit alpha)	rpoA
A1E9W6	50S ribosomal protein L2, chloroplastic	rpl2-A; rpl2-B
A1E9W9	30S ribosomal protein S7, chloroplastic	rps7-A; rps7-B
A1E9X4	NAD(P)H-quinone oxidoreductase chain 4, chloroplastic, EC 7.1.1.- (NAD(P)H dehydrogenase, chain 4) (NADH-plastoquinone oxidoreductase chain 4)	ndhD
A1E9X5	Photosystem I iron-sulfur center, EC 1.97.1.12 (9 kDa polypeptide) (PSI-C) (Photosystem I subunit VII) (PsaC)	psaC
A1E9X6	NAD(P)H-quinone oxidoreductase subunit 4L, chloroplastic, EC 7.1.1.- (NAD(P)H dehydrogenase subunit 4L) (NADH-plastoquinone oxidoreductase subunit 4L)	ndhE
