Uniprot_arabadopsis	Uniprot_arabadopsis	AlphaFold_arabadopsis	AlphaFold_arabadopsis	diamond_value	diamond_score	fatcat_value	fatcat_score	foldseek_value	foldseek_score	platinum
F4HYQ1	Q9ZUN9	AF-F4HYQ1-F1-model_v3	AF-Q9ZUN9-F1-model_v3	5.9e-18	78.2	2.21e-04	284.28	2.335E-06	276	platinum
F4HZJ6	F4IJE1	AF-F4HZJ6-F1-model_v3	AF-F4IJE1-F1-model_v3	1.8e-138	441.0	1.97e-05	1745.30	1.437E-49	2571	platinum
F4HZR4	Q9SFE0	AF-F4HZR4-F1-model_v3	AF-Q9SFE0-F1-model_v3	2.0e-26	97.4	8.55e-15	301.08	5.721E-07	367	platinum
F4HZZ1	Q9C8Q1	AF-F4HZZ1-F1-model_v3	AF-Q9C8Q1-F1-model_v3	2.4e-12	58.9	2.74e-01	73.22	NA	NA	gold
F4I045	Q9SHI0	AF-F4I045-F1-model_v3	AF-Q9SHI0-F1-model_v3	2.0e-51	190.3	3.36e-02	685.51	1.074E-24	1027	platinum
F4I129	Q8GZ96	AF-F4I129-F1-model_v3	AF-Q8GZ96-F1-model_v3	1.7e-138	424.9	4.80e-04	1018.92	1.697E-35	1465	platinum
F4I1E4	Q93WJ5	AF-F4I1E4-F1-model_v3	AF-Q93WJ5-F1-model_v3	4.8e-94	271.9	1.99e-07	371.76	1.235E-17	702	platinum
F4I1E5	Q8GWC7	AF-F4I1E5-F1-model_v3	AF-Q8GWC7-F1-model_v3	1.2e-41	135.2	2.44e-05	202.95	2.105E-08	363	platinum
F4I1G5	Q94AL8	AF-F4I1G5-F1-model_v3	AF-Q94AL8-F1-model_v3	2.9e-124	350.9	1.56e-09	589.35	1.715E-23	1166	platinum
F4I2E7	Q6NL19	AF-F4I2E7-F1-model_v3	AF-Q6NL19-F1-model_v3	3.5e-92	268.9	0.00e+00	484.53	7.824E-26	1099	platinum
F4I2J8	F4IP14	AF-F4I2J8-F1-model_v3	AF-F4IP14-F1-model_v3	3.0e-31	117.5	1.68e-02	250.39	NA	NA	gold
F4I2R3	Q9SA16	AF-F4I2R3-F1-model_v3	AF-Q9SA16-F1-model_v3	2.5e-106	302.0	0.00e+00	499.09	1.026E-34	1457	platinum
F4I3I2	O81878	AF-F4I3I2-F1-model_v3	AF-O81878-F1-model_v3	8.1e-13	60.5	3.20e-01	62.40	NA	NA	gold
F4I3V6	Q8LCF7	AF-F4I3V6-F1-model_v3	AF-Q8LCF7-F1-model_v3	2.1e-22	89.4	1.17e-04	340.06	1.777E-08	307	platinum
F4I423	Q9SRD9	AF-F4I423-F1-model_v3	AF-Q9SRD9-F1-model_v3	5.8e-26	103.2	9.13e-01	198.47	NA	NA	gold
F4I499	Q9SLT9	AF-F4I499-F1-model_v3	AF-Q9SLT9-F1-model_v3	3.1e-71	215.7	4.94e-06	361.51	3.255E-17	634	platinum
F4I4E1	Q9XIJ1	AF-F4I4E1-F1-model_v3	AF-Q9XIJ1-F1-model_v3	6.6e-93	267.7	0.00e+00	467.97	1.318E-24	997	platinum
F4I4K5	Q949X9	AF-F4I4K5-F1-model_v3	AF-Q949X9-F1-model_v3	0.0e+00	955.7	0.00e+00	1655.44	0.000E+00	4770	platinum
F4I4W2	Q9SL92	AF-F4I4W2-F1-model_v3	AF-Q9SL92-F1-model_v3	2.0e-210	578.9	0.00e+00	961.48	7.819E-68	2586	platinum
F4I5D2	Q8L466	AF-F4I5D2-F1-model_v3	AF-Q8L466-F1-model_v3	3.4e-54	171.8	3.39e-09	376.74	3.830E-20	824	platinum
F4I764	Q8GYK6	AF-F4I764-F1-model_v3	AF-Q8GYK6-F1-model_v3	1.8e-64	208.0	3.88e-04	499.92	1.206E-18	672	platinum
F4I7D8	O22729	AF-F4I7D8-F1-model_v3	AF-O22729-F1-model_v3	1.1e-40	140.6	1.26e-01	297.26	1.640E-13	411	platinum
F4I7W9	F4ICS8	AF-F4I7W9-F1-model_v3	AF-F4ICS8-F1-model_v3	7.7e-96	300.1	6.69e-03	655.82	2.644E-28	1170	platinum
F4I8K1	Q9LM58	AF-F4I8K1-F1-model_v3	AF-Q9LM58-F1-model_v3	1.3e-155	438.3	0.00e+00	735.91	5.409E-28	1543	platinum
F4I8Q1	F4ISU2	AF-F4I8Q1-F1-model_v3	AF-F4ISU2-F1-model_v3	3.3e-50	191.0	1.37e-05	1896.75	1.256E-23	751	platinum
F4I8Q7	Q5XF36	AF-F4I8Q7-F1-model_v3	AF-Q5XF36-F1-model_v3	1.3e-210	585.1	0.00e+00	1083.68	1.241E-39	2177	platinum
F4I8Q8	Q9LUV9	AF-F4I8Q8-F1-model_v3	AF-Q9LUV9-F1-model_v3	2.9e-158	451.8	3.88e-08	817.93	1.774E-42	1821	platinum
F4I8V6	Q8L6Y8	AF-F4I8V6-F1-model_v3	AF-Q8L6Y8-F1-model_v3	1.3e-305	842.8	3.33e-16	1450.34	1.259E-69	3417	platinum
F4I8X8	Q9SYB5	AF-F4I8X8-F1-model_v3	AF-Q9SYB5-F1-model_v3	1.4e-150	427.2	0.00e+00	988.66	1.295E-45	1938	platinum
F4I954	Q1G3U1	AF-F4I954-F1-model_v3	AF-Q1G3U1-F1-model_v3	3.3e-14	63.5	8.79e-04	174.80	NA	NA	gold
F4I9G5	F4JTN1	AF-F4I9G5-F1-model_v3	AF-F4JTN1-F1-model_v3	0.0e+00	1701.4	0.00e+00	3513.23	0.000E+00	8288	platinum
F4I9U3	F4K2W9	AF-F4I9U3-F1-model_v3	AF-F4K2W9-F1-model_v3	1.2e-37	137.1	1.06e-02	435.29	NA	NA	gold
F4I9X7	Q8S889	AF-F4I9X7-F1-model_v3	AF-Q8S889-F1-model_v3	6.08e-01	43.08	6.08e-01	43.08	NA	NA	gold
F4IAN4	O81042	AF-F4IAN4-F1-model_v3	AF-O81042-F1-model_v3	4.9e-17	79.7	1.11e-16	547.35	1.698E-07	495	platinum
F4IAQ0	Q9LFT3	AF-F4IAQ0-F1-model_v3	AF-Q9LFT3-F1-model_v3	0.0e+00	1003.4	0.00e+00	1738.99	4.087E-87	4181	platinum
F4IBH5	F4J9G6	AF-F4IBH5-F1-model_v3	AF-F4J9G6-F1-model_v3	3.0e-278	783.5	7.62e-06	1582.55	2.399E-47	2472	platinum
F4IBR2	F4JVU5	AF-F4IBR2-F1-model_v3	AF-F4JVU5-F1-model_v3	0.0e+00	3149.8	0.00e+00	5713.99	0.000E+00	11782	platinum
F4IBX8	Q9XI04	AF-F4IBX8-F1-model_v3	AF-Q9XI04-F1-model_v3	9.0e-18	78.6	9.08e-05	398.41	3.794E-09	319	platinum
F4IC79	Q9LQ19	AF-F4IC79-F1-model_v3	AF-Q9LQ19-F1-model_v3	0.0e+00	1171.0	0.00e+00	2017.33	8.602E-91	4752	platinum
F4ICK8	O49413	AF-F4ICK8-F1-model_v3	AF-O49413-F1-model_v3	9.3e-88	275.0	1.62e-06	728.29	NA	NA	gold
F4ICN4	Q9SN98	AF-F4ICN4-F1-model_v3	AF-Q9SN98-F1-model_v3	5.57e-04	65.88	5.57e-04	65.88	NA	NA	gold
F4ICW8	F4JV40	AF-F4ICW8-F1-model_v3	AF-F4JV40-F1-model_v3	1.7e-05	44.7	5.97e-06	455.62	NA	NA	gold
F4IDC8	Q8L798	AF-F4IDC8-F1-model_v3	AF-Q8L798-F1-model_v3	2.2e-227	654.4	0.00e+00	1911.32	2.212E-96	4162	platinum
F4IDQ5	Q6NMH7	AF-F4IDQ5-F1-model_v3	AF-Q6NMH7-F1-model_v3	4.8e-133	391.0	3.76e-02	520.63	2.580E-23	873	platinum
F4IDY7	Q84JN0	AF-F4IDY7-F1-model_v3	AF-Q84JN0-F1-model_v3	7.2e-70	234.6	1.79e-08	846.17	7.530E-27	1186	platinum
F4IFU5	Q9C7E6	AF-F4IFU5-F1-model_v3	AF-Q9C7E6-F1-model_v3	1.9e-53	168.7	5.53e-05	297.00	4.648E-16	643	platinum
F4IG60	Q9LZX5	AF-F4IG60-F1-model_v3	AF-Q9LZX5-F1-model_v3	1.3e-23	87.8	3.33e-06	218.24	3.373E-04	170	platinum
F4IGU3	Q9SHQ9	AF-F4IGU3-F1-model_v3	AF-Q9SHQ9-F1-model_v3	5.1e-52	172.6	7.32e-02	277.88	9.351E-08	300	platinum
F4IH31	F4IZC5	AF-F4IH31-F1-model_v3	AF-F4IZC5-F1-model_v3	3.9e-168	470.3	0.00e+00	918.01	1.989E-48	2048	platinum
F4IIK6	Q9LV27	AF-F4IIK6-F1-model_v3	AF-Q9LV27-F1-model_v3	1.6e-127	365.9	0.00e+00	872.76	9.023E-50	2269	platinum
F4IJS1	O82184	AF-F4IJS1-F1-model_v3	AF-O82184-F1-model_v3	3.6e-76	223.8	1.02e-09	387.71	8.553E-15	540	platinum
F4IJX5	Q9LET2	AF-F4IJX5-F1-model_v3	AF-Q9LET2-F1-model_v3	2.0e-243	667.2	0.00e+00	1037.11	6.980E-68	2680	platinum
F4IK01	Q9SJ01	AF-F4IK01-F1-model_v3	AF-Q9SJ01-F1-model_v3	5.0e-25	94.7	5.31e-03	144.53	NA	NA	gold
F4IK69	Q9M1Q0	AF-F4IK69-F1-model_v3	AF-Q9M1Q0-F1-model_v3	8.0e-274	775.4	1.38e-07	1489.93	3.067E-75	3017	platinum
F4IK97	Q9LXH7	AF-F4IK97-F1-model_v3	AF-Q9LXH7-F1-model_v3	3.2e-15	70.9	3.52e-02	223.72	NA	NA	gold
F4IKF3	Q9T073	AF-F4IKF3-F1-model_v3	AF-Q9T073-F1-model_v3	3.7e-26	110.2	9.89e-02	400.81	NA	NA	gold
F4IL89	P92531	AF-F4IL89-F1-model_v3	AF-P92531-F1-model_v3	2.38e-03	135.82	2.38e-03	135.82	1.468E-05	266	platinum
F4IM67	Q9LXL8	AF-F4IM67-F1-model_v3	AF-Q9LXL8-F1-model_v3	3.7e-17	76.6	5.46e-03	299.93	NA	NA	gold
F4IMB2	P92538	AF-F4IMB2-F1-model_v3	AF-P92538-F1-model_v3	8.0e-14	66.6	2.31e-01	113.99	NA	NA	gold
F4IMB6	P92548	AF-F4IMB6-F1-model_v3	AF-P92548-F1-model_v3	4.50e-01	79.29	4.50e-01	79.29	NA	NA	gold
F4IMC1	P93302	AF-F4IMC1-F1-model_v3	AF-P93302-F1-model_v3	8.44e-01	64.61	8.44e-01	64.61	NA	NA	gold
F4IN39	Q9C5M7	AF-F4IN39-F1-model_v3	AF-Q9C5M7-F1-model_v3	6.9e-87	280.8	4.05e-04	708.08	NA	NA	gold
F4IN69	Q9LUG9	AF-F4IN69-F1-model_v3	AF-Q9LUG9-F1-model_v3	0.0e+00	1246.9	0.00e+00	2912.62	9.190E-84	5678	platinum
F4INF6	P93297	AF-F4INF6-F1-model_v3	AF-P93297-F1-model_v3	7.6e-20	79.3	2.44e-01	86.22	NA	NA	gold
F4IPK2	Q9FH40	AF-F4IPK2-F1-model_v3	AF-Q9FH40-F1-model_v3	3.2e-97	285.8	1.11e-14	601.64	1.853E-32	1356	platinum
F4IQ39	Q8GY46	AF-F4IQ39-F1-model_v3	AF-Q8GY46-F1-model_v3	8.5e-193	560.1	0.00e+00	1518.93	5.208E-42	2203	platinum
F4IR54	Q9SRN6	AF-F4IR54-F1-model_v3	AF-Q9SRN6-F1-model_v3	1.7e-47	161.8	3.30e-14	503.85	4.628E-19	875	platinum
F4IRI1	Q9LIM7	AF-F4IRI1-F1-model_v3	AF-Q9LIM7-F1-model_v3	5.4e-305	854.4	0.00e+00	1738.11	2.765E-96	4384	platinum
F4IRQ5	F4ISV6	AF-F4IRQ5-F1-model_v3	AF-F4ISV6-F1-model_v3	0.0e+00	911.4	0.00e+00	1473.19	5.599E-87	3745	platinum
F4ISQ7	Q9LVP1	AF-F4ISQ7-F1-model_v3	AF-Q9LVP1-F1-model_v3	4.8e-119	383.3	0.00e+00	1783.85	3.222E-65	3239	platinum
F4ISY9	F4JZA9	AF-F4ISY9-F1-model_v3	AF-F4JZA9-F1-model_v3	1.6e-39	130.2	8.09e-07	234.73	1.743E-09	456	platinum
F4IT21	Q9M1Y7	AF-F4IT21-F1-model_v3	AF-Q9M1Y7-F1-model_v3	1.1e-138	392.5	2.20e-12	723.19	1.770E-43	1693	platinum
F4ITL6	Q9SD42	AF-F4ITL6-F1-model_v3	AF-Q9SD42-F1-model_v3	4.7e-76	229.9	1.35e-13	520.90	9.565E-26	1087	platinum
F4IUH2	F4JZV9	AF-F4IUH2-F1-model_v3	AF-F4JZV9-F1-model_v3	2.2e-167	510.0	2.01e-11	1534.74	3.725E-59	2744	platinum
F4IW47	Q8RWV0	AF-F4IW47-F1-model_v3	AF-Q8RWV0-F1-model_v3	0.0e+00	1327.8	0.00e+00	2142.61	0.000E+00	5980	platinum
F4IW51	Q9LT04	AF-F4IW51-F1-model_v3	AF-Q9LT04-F1-model_v3	5.4e-140	392.9	0.00e+00	617.68	9.801E-42	1664	platinum
F4IWB2	F4JZ11	AF-F4IWB2-F1-model_v3	AF-F4JZ11-F1-model_v3	1.9e-68	213.0	1.81e-12	567.39	7.277E-30	1118	platinum
F4IWB3	Q3ECS5	AF-F4IWB3-F1-model_v3	AF-Q3ECS5-F1-model_v3	2.8e-25	91.3	4.10e-04	188.74	9.439E-06	229	platinum
F4IWC6	Q1PEN6	AF-F4IWC6-F1-model_v3	AF-Q1PEN6-F1-model_v3	5.7e-52	178.7	5.24e-08	633.07	6.204E-24	1031	platinum
F4IWV2	Q9FLH2	AF-F4IWV2-F1-model_v3	AF-Q9FLH2-F1-model_v3	0.0e+00	1828.9	0.00e+00	2845.16	0.000E+00	7843	platinum
F4IXL3	Q1JPP0	AF-F4IXL3-F1-model_v3	AF-Q1JPP0-F1-model_v3	3.5e-203	564.3	0.00e+00	1009.75	2.132E-37	2155	platinum
F4IXX4	F4KH50	AF-F4IXX4-F1-model_v3	AF-F4KH50-F1-model_v3	6.0e-303	831.2	0.00e+00	1359.72	9.287E-84	3346	platinum
F4IZ60	F4J7P5	AF-F4IZ60-F1-model_v3	AF-F4J7P5-F1-model_v3	5.46e-01	54.52	5.46e-01	54.52	NA	NA	gold
F4IZM5	Q2V2R0	AF-F4IZM5-F1-model_v3	AF-Q2V2R0-F1-model_v3	7.4e-30	105.5	2.27e-04	233.85	5.598E-06	252	platinum
F4J0W8	Q94KE2	AF-F4J0W8-F1-model_v3	AF-Q94KE2-F1-model_v3	2.9e-40	161.8	8.18e-02	1093.96	4.025E-15	458	platinum
F4J153	Q94BN1	AF-F4J153-F1-model_v3	AF-Q94BN1-F1-model_v3	3.7e-165	484.2	0.00e+00	1311.10	9.328E-50	2581	platinum
F4J1H2	Q6NKQ6	AF-F4J1H2-F1-model_v3	AF-Q6NKQ6-F1-model_v3	5.1e-84	258.5	3.39e-10	562.49	8.118E-29	1261	platinum
F4J1H7	Q8VYS2	AF-F4J1H7-F1-model_v3	AF-Q8VYS2-F1-model_v3	0.0e+00	1234.2	0.00e+00	2128.21	0.000E+00	5600	platinum
F4J1N5	O49160	AF-F4J1N5-F1-model_v3	AF-O49160-F1-model_v3	0.0e+00	1004.2	0.00e+00	1949.78	4.189E-71	4139	platinum
F4J1R8	Q9C6Y0	AF-F4J1R8-F1-model_v3	AF-Q9C6Y0-F1-model_v3	2.3e-06	43.5	2.06e-01	80.95	NA	NA	gold
F4J1T4	Q9SZA8	AF-F4J1T4-F1-model_v3	AF-Q9SZA8-F1-model_v3	1.0e-05	40.0	4.97e-01	50.65	NA	NA	gold
F4J284	O22224	AF-F4J284-F1-model_v3	AF-O22224-F1-model_v3	0.0e+00	1442.2	0.00e+00	2439.33	3.507E-89	5421	platinum
F4J379	Q9SNA1	AF-F4J379-F1-model_v3	AF-Q9SNA1-F1-model_v3	1.8e-19	80.1	3.56e-02	144.46	NA	NA	gold
F4J3T8	F4JWB3	AF-F4J3T8-F1-model_v3	AF-F4JWB3-F1-model_v3	0.0e+00	1291.6	0.00e+00	2083.77	0.000E+00	5217	platinum
F4J469	Q9SZB2	AF-F4J469-F1-model_v3	AF-Q9SZB2-F1-model_v3	1.1e-41	145.2	3.65e-10	534.31	5.598E-25	988	platinum
F4J4G9	F4J4H2	AF-F4J4G9-F1-model_v3	AF-F4J4H2-F1-model_v3	1.12e-04	1314.05	1.12e-04	1314.05	0.000E+00	3832	platinum
F4J4P1	Q9SGP9	AF-F4J4P1-F1-model_v3	AF-Q9SGP9-F1-model_v3	2.3e-48	155.2	6.73e-11	420.23	1.439E-10	439	platinum
F4J5R1	Q0WKW1	AF-F4J5R1-F1-model_v3	AF-Q0WKW1-F1-model_v3	4.2e-204	593.6	1.07e-06	1269.70	1.044E-60	2415	platinum
F4J6B8	Q9AST6	AF-F4J6B8-F1-model_v3	AF-Q9AST6-F1-model_v3	2.8e-36	120.2	2.22e-16	299.69	6.099E-09	435	platinum
F4J6D3	Q9SX73	AF-F4J6D3-F1-model_v3	AF-Q9SX73-F1-model_v3	4.3e-97	290.0	2.06e-08	607.74	2.374E-18	674	platinum
F4J6N7	Q9FKQ9	AF-F4J6N7-F1-model_v3	AF-Q9FKQ9-F1-model_v3	3.9e-23	87.0	4.14e-02	135.55	NA	NA	gold
F4J8C0	Q94BQ9	AF-F4J8C0-F1-model_v3	AF-Q94BQ9-F1-model_v3	7.3e-167	462.2	0.00e+00	708.84	3.192E-33	1742	platinum
F4J8D6	Q6DBN3	AF-F4J8D6-F1-model_v3	AF-Q6DBN3-F1-model_v3	2.3e-115	328.6	0.00e+00	540.35	1.055E-34	1323	platinum
F4J8V5	Q9SCK0	AF-F4J8V5-F1-model_v3	AF-Q9SCK0-F1-model_v3	3.8e-74	248.8	2.32e-04	818.49	4.464E-29	1175	platinum
F4JAX0	Q9SV28	AF-F4JAX0-F1-model_v3	AF-Q9SV28-F1-model_v3	6.5e-137	395.2	2.25e-05	730.28	1.564E-36	1453	platinum
F4JC04	Q9C782	AF-F4JC04-F1-model_v3	AF-Q9C782-F1-model_v3	5.4e-63	193.7	0.00e+00	509.44	3.048E-14	738	platinum
F4JC20	F4KDH9	AF-F4JC20-F1-model_v3	AF-F4KDH9-F1-model_v3	9.1e-13	72.4	2.68e-02	1060.57	7.215E-10	348	platinum
F4JC31	F4K4U5	AF-F4JC31-F1-model_v3	AF-F4K4U5-F1-model_v3	1.3e-244	706.1	3.65e-09	1792.49	2.099E-59	3294	platinum
F4JCU3	O23722	AF-F4JCU3-F1-model_v3	AF-O23722-F1-model_v3	5.0e-273	743.0	0.00e+00	1161.89	4.513E-83	3271	platinum
F4JDC7	Q940A5	AF-F4JDC7-F1-model_v3	AF-Q940A5-F1-model_v3	1.9e-21	84.0	1.28e-02	161.92	NA	NA	gold
F4JET1	Q9C689	AF-F4JET1-F1-model_v3	AF-Q9C689-F1-model_v3	1.8e-163	463.8	2.40e-09	808.50	7.266E-43	1807	platinum
F4JG23	Q9M267	AF-F4JG23-F1-model_v3	AF-Q9M267-F1-model_v3	1.0e-39	129.4	4.80e-10	247.55	2.324E-11	443	platinum
F4JGB4	P58684	AF-F4JGB4-F1-model_v3	AF-P58684-F1-model_v3	2.0e-98	282.7	0.00e+00	505.64	2.598E-27	1113	platinum
F4JHF7	Q0V7R8	AF-F4JHF7-F1-model_v3	AF-Q0V7R8-F1-model_v3	5.4e-63	189.1	1.11e-16	325.28	7.929E-16	639	platinum
F4JHH5	Q9LXX6	AF-F4JHH5-F1-model_v3	AF-Q9LXX6-F1-model_v3	1.8e-246	705.7	0.00e+00	2031.94	3.580E-56	3265	platinum
F4JI00	Q9M143	AF-F4JI00-F1-model_v3	AF-Q9M143-F1-model_v3	1.0e-27	105.1	2.17e-03	294.65	NA	NA	gold
F4JIM4	Q9M0V5	AF-F4JIM4-F1-model_v3	AF-Q9M0V5-F1-model_v3	2.7e-116	332.4	1.32e-07	555.66	4.651E-27	993	platinum
F4JJA3	Q9LE70	AF-F4JJA3-F1-model_v3	AF-Q9LE70-F1-model_v3	3.6e-94	282.7	4.90e-13	741.52	4.331E-23	899	platinum
F4JJD6	Q8S8T7	AF-F4JJD6-F1-model_v3	AF-Q8S8T7-F1-model_v3	1.90e-05	1097.33	1.90e-05	1097.33	6.544E-83	3307	platinum
F4JK17	Q9LHK9	AF-F4JK17-F1-model_v3	AF-Q9LHK9-F1-model_v3	0.0e+00	909.4	0.00e+00	1394.43	0.000E+00	4038	platinum
F4JKF9	Q9FLX7	AF-F4JKF9-F1-model_v3	AF-Q9FLX7-F1-model_v3	1.5e-42	137.1	1.38e-06	255.85	2.960E-08	316	platinum
F4JKW0	Q940I2	AF-F4JKW0-F1-model_v3	AF-Q940I2-F1-model_v3	2.1e-54	181.0	6.64e-10	640.62	3.928E-22	1018	platinum
F4JLT3	Q9LK55	AF-F4JLT3-F1-model_v3	AF-Q9LK55-F1-model_v3	3.5e-08	49.7	1.16e-03	198.92	NA	NA	gold
F4JMQ8	F4JPS4	AF-F4JMQ8-F1-model_v3	AF-F4JPS4-F1-model_v3	0.0e+00	1566.6	0.00e+00	2312.60	0.000E+00	5714	platinum
F4JN76	Q9T0A6	AF-F4JN76-F1-model_v3	AF-Q9T0A6-F1-model_v3	2.1e-29	110.2	1.68e-02	239.47	NA	NA	gold
F4JPA3	Q9FKZ4	AF-F4JPA3-F1-model_v3	AF-Q9FKZ4-F1-model_v3	1.8e-45	153.3	7.53e-14	588.91	4.353E-27	1093	platinum
F4JQH3	Q8RY11	AF-F4JQH3-F1-model_v3	AF-Q8RY11-F1-model_v3	1.4e-181	531.6	0.00e+00	1672.46	4.023E-82	3506	platinum
F4JR68	Q9ZQ34	AF-F4JR68-F1-model_v3	AF-Q9ZQ34-F1-model_v3	1.5e-169	481.9	1.17e-07	851.48	NA	NA	gold
F4JRC5	O22181	AF-F4JRC5-F1-model_v3	AF-O22181-F1-model_v3	3.6e-28	96.7	1.35e-03	126.55	NA	NA	gold
F4JS91	Q9ZVT6	AF-F4JS91-F1-model_v3	AF-Q9ZVT6-F1-model_v3	1.8e-53	181.4	1.92e-05	570.03	8.721E-16	633	platinum
F4JT73	Q9CAT1	AF-F4JT73-F1-model_v3	AF-Q9CAT1-F1-model_v3	3.5e-145	425.6	0.00e+00	1186.64	8.106E-53	2245	platinum
F4JTW1	Q8RY56	AF-F4JTW1-F1-model_v3	AF-Q8RY56-F1-model_v3	1.3e-205	597.8	0.00e+00	1640.13	1.846E-67	3229	platinum
F4JUE0	Q9LU21	AF-F4JUE0-F1-model_v3	AF-Q9LU21-F1-model_v3	5.4e-27	100.9	2.49e-08	395.17	8.870E-17	644	platinum
F4JUP8	Q9LW52	AF-F4JUP8-F1-model_v3	AF-Q9LW52-F1-model_v3	1.2e-08	51.6	1.19e-01	112.75	NA	NA	gold
F4JVS4	Q944L8	AF-F4JVS4-F1-model_v3	AF-Q944L8-F1-model_v3	5.3e-116	332.4	0.00e+00	648.59	1.600E-36	1496	platinum
F4JVT8	Q9FFT3	AF-F4JVT8-F1-model_v3	AF-Q9FFT3-F1-model_v3	6.7e-33	112.8	1.34e-03	195.58	NA	NA	gold
F4JVV9	O82638	AF-F4JVV9-F1-model_v3	AF-O82638-F1-model_v3	3.3e-110	332.0	3.60e-13	683.32	5.059E-37	1485	platinum
F4JVW1	O80990	AF-F4JVW1-F1-model_v3	AF-O80990-F1-model_v3	1.8e-88	268.9	0.00e+00	885.06	5.250E-47	2220	platinum
F4JWS8	Q9SUU5	AF-F4JWS8-F1-model_v3	AF-Q9SUU5-F1-model_v3	1.9e-70	206.5	0.00e+00	359.92	5.625E-18	771	platinum
F4JYH0	Q9M282	AF-F4JYH0-F1-model_v3	AF-Q9M282-F1-model_v3	2.2e-19	85.5	1.66e-01	223.34	NA	NA	gold
F4JZ91	Q94EI6	AF-F4JZ91-F1-model_v3	AF-Q94EI6-F1-model_v3	1.4e-56	197.6	1.03e-03	829.10	2.804E-22	904	platinum
F4K000	Q9SG17	AF-F4K000-F1-model_v3	AF-Q9SG17-F1-model_v3	5.3e-177	495.7	0.00e+00	983.37	8.875E-55	2257	platinum
F4K064	F4K3G5	AF-F4K064-F1-model_v3	AF-F4K3G5-F1-model_v3	4.7e-150	468.0	3.34e-06	1183.02	2.653E-60	2449	platinum
F4K1Q9	Q9SRS2	AF-F4K1Q9-F1-model_v3	AF-Q9SRS2-F1-model_v3	1.6e-113	322.8	1.79e-04	347.12	1.067E-21	796	platinum
F4K217	Q8GYK0	AF-F4K217-F1-model_v3	AF-Q8GYK0-F1-model_v3	5.4e-50	169.5	0.00e+00	897.56	1.359E-41	2045	platinum
F4K2U8	Q94AH1	AF-F4K2U8-F1-model_v3	AF-Q94AH1-F1-model_v3	5.1e-184	508.1	0.00e+00	813.62	1.455E-31	1752	platinum
F4K315	Q8RXR3	AF-F4K315-F1-model_v3	AF-Q8RXR3-F1-model_v3	1.0e-84	255.4	1.57e-13	597.59	9.774E-31	1376	platinum
F4K498	Q9MAA6	AF-F4K498-F1-model_v3	AF-Q9MAA6-F1-model_v3	6.8e-88	286.2	4.44e-16	1699.60	8.025E-39	1206	platinum
F4K4L3	Q9SN13	AF-F4K4L3-F1-model_v3	AF-Q9SN13-F1-model_v3	4.9e-230	651.7	0.00e+00	1463.92	1.702E-85	3639	platinum
F4K4L7	Q6SJR1	AF-F4K4L7-F1-model_v3	AF-Q6SJR1-F1-model_v3	5.5e-176	525.0	7.20e-06	1148.20	9.302E-43	1754	platinum
F4K5K3	Q8S8K9	AF-F4K5K3-F1-model_v3	AF-Q8S8K9-F1-model_v3	2.9e-151	429.5	0.00e+00	984.48	4.194E-33	1495	platinum
F4K5N0	Q9M250	AF-F4K5N0-F1-model_v3	AF-Q9M250-F1-model_v3	1.3e-51	164.1	3.37e-03	248.55	NA	NA	gold
F4K5W3	Q9FFI4	AF-F4K5W3-F1-model_v3	AF-Q9FFI4-F1-model_v3	0.0e+00	1302.3	0.00e+00	2298.96	5.473E-95	5562	platinum
F4K725	Q9CAU9	AF-F4K725-F1-model_v3	AF-Q9CAU9-F1-model_v3	2.9e-175	486.9	0.00e+00	861.24	9.345E-32	1777	platinum
F4K746	F4K9W6	AF-F4K746-F1-model_v3	AF-F4K9W6-F1-model_v3	0.0e+00	880.9	0.00e+00	1247.42	4.031E-78	3443	platinum
F4K7K8	Q9FH14	AF-F4K7K8-F1-model_v3	AF-Q9FH14-F1-model_v3	1.0e-134	424.9	3.74e-03	1152.24	1.184E-42	1470	platinum
F4K9F4	Q67XT3	AF-F4K9F4-F1-model_v3	AF-Q67XT3-F1-model_v3	1.6e-62	193.0	1.55e-10	513.30	5.879E-14	545	platinum
F4K9N6	Q8RUI8	AF-F4K9N6-F1-model_v3	AF-Q8RUI8-F1-model_v3	1.2e-192	537.7	0.00e+00	912.72	2.164E-55	2263	platinum
F4KAI4	Q9CAJ1	AF-F4KAI4-F1-model_v3	AF-Q9CAJ1-F1-model_v3	2.9e-12	68.9	9.85e-03	645.49	7.614E-14	528	platinum
F4KAN9	Q8GW47	AF-F4KAN9-F1-model_v3	AF-Q8GW47-F1-model_v3	1.8e-179	503.8	0.00e+00	961.56	1.628E-34	1314	platinum
F4KBF5	Q9S750	AF-F4KBF5-F1-model_v3	AF-Q9S750-F1-model_v3	3.0e-94	277.7	0.00e+00	608.30	2.868E-32	1268	platinum
F4KBG5	Q6ICX5	AF-F4KBG5-F1-model_v3	AF-Q6ICX5-F1-model_v3	0.0e+00	929.9	0.00e+00	1469.58	3.632E-84	3836	platinum
F4KCK0	Q9LT31	AF-F4KCK0-F1-model_v3	AF-Q9LT31-F1-model_v3	4.2e-233	647.1	1.44e-14	1001.27	2.513E-40	2227	platinum
F4KCY1	Q84K05	AF-F4KCY1-F1-model_v3	AF-Q84K05-F1-model_v3	6.4e-112	317.0	1.07e-13	469.21	4.588E-27	972	platinum
