Uniprot_arabadopsis	Uniprot_pombe	AlphaFold_arabadopsis	AlphaFold_pombe	diamond_value	diamond_score	fatcat_value	fatcat_score	foldseek_value	foldseek_score	platinum
O04904	Q9UTI0	AF-O04904-F1-model_v3	AF-Q9UTI0-F1-model_v3	1.0e-69	220.3	0.00e+00	864.80	3.537E-40	1569	platinum
O04983	Q9UUE1	AF-O04983-F1-model_v3	AF-Q9UUE1-F1-model_v3	1.5e-112	359.0	NA	NA	6.884E-60	2481	gold
O22145	O94710	AF-O22145-F1-model_v3	AF-O94710-F1-model_v3	3.3e-46	163.7	0.00e+00	837.91	2.561E-28	1238	platinum
O22165	Q10353	AF-O22165-F1-model_v3	AF-Q10353-F1-model_v3	2.4e-47	150.2	0.00e+00	420.19	1.220E-17	650	platinum
O22263	O13811	AF-O22263-F1-model_v3	AF-O13811-F1-model_v3	2.1e-88	268.5	0.00e+00	934.67	5.686E-39	1714	platinum
O22268	Q9USU2	AF-O22268-F1-model_v3	AF-Q9USU2-F1-model_v3	9.9e-104	305.4	0.00e+00	793.65	2.057E-44	1767	platinum
O22287	O74484	AF-O22287-F1-model_v3	AF-O74484-F1-model_v3	1.7e-147	419.1	0.00e+00	1022.68	1.108E-50	2267	platinum
O22446	O59702	AF-O22446-F1-model_v3	AF-O59702-F1-model_v3	1.3e-183	518.1	0.00e+00	1150.09	2.060E-63	2561	platinum
O22467	O94244	AF-O22467-F1-model_v3	AF-O94244-F1-model_v3	7.7e-104	312.8	0.00e+00	1091.18	1.854E-52	2288	platinum
O22806	O59767	AF-O22806-F1-model_v3	AF-O59767-F1-model_v3	7.3e-33	123.2	9.91e-09	611.85	1.805E-15	809	platinum
O22826	O94620	AF-O22826-F1-model_v3	AF-O94620-F1-model_v3	2.5e-57	187.2	0.00e+00	929.90	2.543E-39	1830	platinum
O22854	P87111	AF-O22854-F1-model_v3	AF-P87111-F1-model_v3	3.3e-199	571.6	0.00e+00	1592.71	3.019E-82	3404	platinum
O22860	Q9USR7	AF-O22860-F1-model_v3	AF-Q9USR7-F1-model_v3	1.5e-22	79.7	0.00e+00	189.79	1.765E-11	450	platinum
O22886	Q9USJ5	AF-O22886-F1-model_v3	AF-Q9USJ5-F1-model_v3	6.8e-77	240.0	0.00e+00	938.24	6.547E-38	1636	platinum
O23016	O59826	AF-O23016-F1-model_v3	AF-O59826-F1-model_v3	4.8e-104	306.6	0.00e+00	904.04	1.527E-42	1765	platinum
O23049	Q09865	AF-O23049-F1-model_v3	AF-Q09865-F1-model_v3	3.6e-31	111.7	1.11e-16	509.48	8.885E-22	935	platinum
O23240	Q9C1X2	AF-O23240-F1-model_v3	AF-Q9C1X2-F1-model_v3	1.2e-171	494.6	0.00e+00	1351.71	7.132E-68	2791	platinum
O23255	O13639	AF-O23255-F1-model_v3	AF-O13639-F1-model_v3	3.6e-181	512.3	0.00e+00	1157.35	1.767E-61	2622	platinum
O23290	Q9UTI8	AF-O23290-F1-model_v3	AF-Q9UTI8-F1-model_v3	7.0e-55	164.1	0.00e+00	311.56	5.887E-16	639	platinum
O23310	P36611	AF-O23310-F1-model_v3	AF-P36611-F1-model_v3	1.1e-39	128.3	NA	NA	2.341E-11	468	gold
O23346	P40374	AF-O23346-F1-model_v3	AF-P40374-F1-model_v3	5.1e-43	144.1	0.00e+00	545.71	3.177E-22	912	platinum
O23514	O14190	AF-O23514-F1-model_v3	AF-O14190-F1-model_v3	1.1e-26	97.1	1.11e-16	385.43	4.182E-16	633	platinum
O23569	Q9P7P7	AF-O23569-F1-model_v3	AF-Q9P7P7-F1-model_v3	5.6e-73	227.6	0.00e+00	840.67	3.964E-37	1486	platinum
O23627	Q10179	AF-O23627-F1-model_v3	AF-Q10179-F1-model_v3	2.1e-198	573.9	0.00e+00	1718.17	1.429E-77	3489	platinum
O23654	P31406	AF-O23654-F1-model_v3	AF-P31406-F1-model_v3	3.3e-278	771.5	0.00e+00	1746.68	1.049E-97	4162	platinum
O23676	O43037	AF-O23676-F1-model_v3	AF-O43037-F1-model_v3	3.0e-67	198.7	0.00e+00	406.40	2.366E-21	903	platinum
O23685	Q9P7N2	AF-O23685-F1-model_v3	AF-Q9P7N2-F1-model_v3	2.5e-63	189.9	0.00e+00	479.28	1.019E-23	915	platinum
O23715	O59770	AF-O23715-F1-model_v3	AF-O59770-F1-model_v3	4.5e-80	239.2	0.00e+00	712.07	2.071E-34	1425	platinum
O24617	O74773	AF-O24617-F1-model_v3	AF-O74773-F1-model_v3	1.2e-175	533.9	0.00e+00	2337.34	9.203E-85	4010	platinum
O48520	P87324	AF-O48520-F1-model_v3	AF-P87324-F1-model_v3	1.3e-66	218.0	0.00e+00	998.55	2.120E-44	1819	platinum
O48587	O14262	AF-O48587-F1-model_v3	AF-O14262-F1-model_v3	2.2e-15	70.9	0.00e+00	519.32	1.196E-18	764	platinum
O48593	Q9P6I0	AF-O48593-F1-model_v3	AF-Q9P6I0-F1-model_v3	2.1e-103	317.0	0.00e+00	1054.46	4.607E-49	2075	platinum
O48679	O14170	AF-O48679-F1-model_v3	AF-O14170-F1-model_v3	3.5e-08	53.1	NA	NA	NA	NA	silver
O48696	O13984	AF-O48696-F1-model_v3	AF-O13984-F1-model_v3	8.5e-115	347.1	3.50e-14	1053.03	6.462E-41	1910	platinum
O48844	O74762	AF-O48844-F1-model_v3	AF-O74762-F1-model_v3	9.1e-276	793.5	0.00e+00	2510.39	1.161E-69	4188	platinum
O48845	O94391	AF-O48845-F1-model_v3	AF-O94391-F1-model_v3	1.1e-24	89.4	NA	NA	NA	NA	silver
O48850	Q92356	AF-O48850-F1-model_v3	AF-Q92356-F1-model_v3	5.6e-17	73.2	NA	NA	NA	NA	silver
O49048	Q09805	AF-O49048-F1-model_v3	AF-Q09805-F1-model_v3	5.2e-128	384.4	0.00e+00	1381.11	1.418E-50	2392	platinum
O49160	O14164	AF-O49160-F1-model_v3	AF-O14164-F1-model_v3	1.3e-156	481.1	0.00e+00	1873.78	NA	NA	gold
O49289	Q09719	AF-O49289-F1-model_v3	AF-Q09719-F1-model_v3	1.4e-155	474.6	2.06e-10	1487.38	9.850E-60	2588	platinum
O49336	O59737	AF-O49336-F1-model_v3	AF-O59737-F1-model_v3	3.2e-111	335.1	5.55e-16	1031.21	NA	NA	gold
O49354	O74421	AF-O49354-F1-model_v3	AF-O74421-F1-model_v3	6.9e-50	165.2	0.00e+00	618.18	3.017E-27	1075	platinum
O49447	Q09188	AF-O49447-F1-model_v3	AF-Q09188-F1-model_v3	6.9e-168	469.9	0.00e+00	911.28	7.896E-35	1974	platinum
O49460	O94550	AF-O49460-F1-model_v3	AF-O94550-F1-model_v3	3.4e-98	288.1	0.00e+00	792.07	6.807E-35	1415	platinum
O49543	O74351	AF-O49543-F1-model_v3	AF-O74351-F1-model_v3	1.0e-181	515.0	0.00e+00	1221.54	8.957E-67	2819	platinum
O49553	O74772	AF-O49553-F1-model_v3	AF-O74772-F1-model_v3	2.2e-56	171.0	0.00e+00	394.11	5.657E-18	761	platinum
O49653	O94637	AF-O49653-F1-model_v3	AF-O94637-F1-model_v3	1.3e-157	443.7	0.00e+00	992.70	3.066E-54	2250	platinum
O50039	P31317	AF-O50039-F1-model_v3	AF-P31317-F1-model_v3	7.2e-63	202.2	0.00e+00	806.37	1.585E-29	1349	platinum
O64490	Q09130	AF-O64490-F1-model_v3	AF-Q09130-F1-model_v3	4.5e-235	648.7	0.00e+00	1287.34	6.087E-83	3424	platinum
O64530	Q9USJ1	AF-O64530-F1-model_v3	AF-Q9USJ1-F1-model_v3	1.5e-54	179.9	0.00e+00	686.26	3.043E-30	1174	platinum
O64700	Q96WV0	AF-O64700-F1-model_v3	AF-Q96WV0-F1-model_v3	2.9e-105	305.4	0.00e+00	705.38	4.736E-37	1451	platinum
O64760	P56287	AF-O64760-F1-model_v3	AF-P56287-F1-model_v3	7.3e-101	322.8	0.00e+00	1595.49	5.005E-63	2671	platinum
O64827	O60016	AF-O64827-F1-model_v3	AF-O60016-F1-model_v3	7.0e-40	153.3	4.21e-04	696.61	9.919E-20	904	platinum
O64847	Q9P7G3	AF-O64847-F1-model_v3	AF-Q9P7G3-F1-model_v3	2.3e-08	45.8	4.87e-06	210.69	NA	NA	gold
O64850	O74386	AF-O64850-F1-model_v3	AF-O74386-F1-model_v3	9.0e-65	209.9	0.00e+00	682.55	1.060E-31	1330	platinum
O64862	O94282	AF-O64862-F1-model_v3	AF-O94282-F1-model_v3	1.9e-157	443.0	0.00e+00	902.35	5.082E-49	2033	platinum
O64885	O74907	AF-O64885-F1-model_v3	AF-O74907-F1-model_v3	7.6e-32	118.2	2.79e-11	522.36	5.503E-22	909	platinum
O64886	Q9Y7Y4	AF-O64886-F1-model_v3	AF-Q9Y7Y4-F1-model_v3	2.1e-52	178.3	3.81e-11	850.10	7.264E-20	1139	platinum
O65041	Q09765	AF-O65041-F1-model_v3	AF-Q09765-F1-model_v3	3.1e-100	305.1	0.00e+00	1019.91	1.330E-48	1966	platinum
O65251	P39750	AF-O65251-F1-model_v3	AF-P39750-F1-model_v3	4.0e-136	391.7	0.00e+00	1040.84	5.091E-48	2125	platinum
O65268	Q9P6N7	AF-O65268-F1-model_v3	AF-Q9P6N7-F1-model_v3	6.7e-24	99.4	0.00e+00	853.49	2.370E-29	1189	platinum
O65396	O14110	AF-O65396-F1-model_v3	AF-O14110-F1-model_v3	1.9e-114	337.8	0.00e+00	1012.76	1.611E-56	2293	platinum
O65607	P26359	AF-O65607-F1-model_v3	AF-P26359-F1-model_v3	1.7e-152	478.0	0.00e+00	2248.26	2.101E-74	3773	platinum
O80438	O74311	AF-O80438-F1-model_v3	AF-O74311-F1-model_v3	1.6e-46	147.9	0.00e+00	426.36	6.768E-21	820	platinum
O80452	P50998	AF-O80452-F1-model_v3	AF-P50998-F1-model_v3	1.3e-211	618.2	0.00e+00	1659.00	3.481E-68	3323	platinum
O80505	Q10479	AF-O80505-F1-model_v3	AF-Q10479-F1-model_v3	4.2e-115	347.1	0.00e+00	1269.70	1.676E-32	1934	platinum
O80528	O13924	AF-O80528-F1-model_v3	AF-O13924-F1-model_v3	1.6e-39	149.1	2.19e-08	813.78	7.907E-25	1119	platinum
O80642	P32434	AF-O80642-F1-model_v3	AF-P32434-F1-model_v3	1.8e-46	160.2	0.00e+00	780.57	5.248E-23	1110	platinum
O80653	Q09882	AF-O80653-F1-model_v3	AF-Q09882-F1-model_v3	1.1e-109	338.6	9.09e-10	1062.99	9.763E-39	1436	platinum
O80734	O13796	AF-O80734-F1-model_v3	AF-O13796-F1-model_v3	4.7e-32	129.4	1.87e-09	1070.70	5.291E-19	1105	platinum
O80774	P79088	AF-O80774-F1-model_v3	AF-P79088-F1-model_v3	7.7e-177	502.7	0.00e+00	1357.24	4.202E-47	2524	platinum
O80786	P41389	AF-O80786-F1-model_v3	AF-P41389-F1-model_v3	2.0e-210	607.1	0.00e+00	1891.83	6.860E-86	3812	platinum
O80840	Q9UTJ2	AF-O80840-F1-model_v3	AF-Q9UTJ2-F1-model_v3	4.3e-112	320.5	0.00e+00	690.31	1.123E-39	1539	platinum
O80866	O14340	AF-O80866-F1-model_v3	AF-O14340-F1-model_v3	1.4e-88	302.0	NA	NA	1.835E-40	1894	gold
O80897	Q9P7L8	AF-O80897-F1-model_v3	AF-Q9P7L8-F1-model_v3	5.5e-67	205.7	2.22e-16	506.97	7.438E-24	1003	platinum
O80996	O13747	AF-O80996-F1-model_v3	AF-O13747-F1-model_v3	2.2e-75	244.6	7.29e-10	1050.34	1.639E-28	1172	platinum
O81042	O74507	AF-O81042-F1-model_v3	AF-O74507-F1-model_v3	1.4e-16	77.0	9.55e-15	683.79	3.302E-09	556	platinum
O81047	O94247	AF-O81047-F1-model_v3	AF-O94247-F1-model_v3	7.3e-135	407.9	0.00e+00	1600.45	1.514E-66	2904	platinum
O81062	Q9UTA3	AF-O81062-F1-model_v3	AF-Q9UTA3-F1-model_v3	1.4e-46	157.9	0.00e+00	728.51	1.029E-19	1057	platinum
O81148	Q09682	AF-O81148-F1-model_v3	AF-Q09682-F1-model_v3	5.0e-98	284.6	0.00e+00	702.00	6.129E-39	1564	platinum
O81235	Q9UQX0	AF-O81235-F1-model_v3	AF-Q9UQX0-F1-model_v3	1.8e-69	210.3	0.00e+00	590.14	1.655E-24	1102	platinum
O81742	O43079	AF-O81742-F1-model_v3	AF-O43079-F1-model_v3	4.6e-186	549.3	0.00e+00	1663.79	2.775E-43	2644	platinum
O81769	O74898	AF-O81769-F1-model_v3	AF-O74898-F1-model_v3	4.6e-104	302.4	0.00e+00	753.49	1.017E-40	1563	platinum
O81796	O13696	AF-O81796-F1-model_v3	AF-O13696-F1-model_v3	1.1e-110	325.5	NA	NA	2.446E-44	1908	gold
O82244	Q9Y7I4	AF-O82244-F1-model_v3	AF-Q9Y7I4-F1-model_v3	5.5e-76	240.7	0.00e+00	1022.07	1.442E-27	1527	platinum
O82265	O13816	AF-O82265-F1-model_v3	AF-O13816-F1-model_v3	2.7e-38	152.9	1.01e-14	1770.53	1.364E-22	1572	platinum
O82266	O94365	AF-O82266-F1-model_v3	AF-O94365-F1-model_v3	1.3e-57	197.6	0.00e+00	1277.71	2.820E-46	2167	platinum
O82314	O43075	AF-O82314-F1-model_v3	AF-O43075-F1-model_v3	7.2e-20	85.9	1.29e-10	557.28	1.364E-18	813	platinum
O82346	O13610	AF-O82346-F1-model_v3	AF-O13610-F1-model_v3	7.1e-76	224.2	0.00e+00	493.64	7.683E-27	1002	platinum
O82462	O13775	AF-O82462-F1-model_v3	AF-O13775-F1-model_v3	7.3e-205	592.4	0.00e+00	1816.21	1.205E-90	3821	platinum
O82485	O14031	AF-O82485-F1-model_v3	AF-O14031-F1-model_v3	2.0e-170	510.4	0.00e+00	1931.64	NA	NA	gold
O82491	O94267	AF-O82491-F1-model_v3	AF-O94267-F1-model_v3	2.0e-183	559.7	0.00e+00	2273.09	4.827E-95	4409	platinum
O82631	Q10434	AF-O82631-F1-model_v3	AF-Q10434-F1-model_v3	3.2e-23	94.0	0.00e+00	619.71	3.345E-19	835	platinum
O82656	P27574	AF-O82656-F1-model_v3	AF-P27574-F1-model_v3	4.2e-27	109.4	1.64e-06	600.22	1.187E-22	1001	platinum
O82659	O74435	AF-O82659-F1-model_v3	AF-O74435-F1-model_v3	2.6e-29	104.0	NA	NA	NA	NA	silver
O82662	O94415	AF-O82662-F1-model_v3	AF-O94415-F1-model_v3	2.2e-130	380.6	0.00e+00	1116.98	5.651E-55	2234	platinum
O82663	Q9UTJ7	AF-O82663-F1-model_v3	AF-Q9UTJ7-F1-model_v3	6.5e-315	865.9	0.00e+00	1776.92	2.716E-103	4392	platinum
O82782	Q10184	AF-O82782-F1-model_v3	AF-Q10184-F1-model_v3	1.2e-81	245.7	0.00e+00	731.14	9.778E-40	1529	platinum
P0CH32	P0CG72	AF-P0CH32-F1-model_v3	AF-P0CG72-F1-model_v3	1.1e-267	724.9	0.00e+00	1126.62	3.614E-83	3328	platinum
P0DKL4	Q9UTT2	AF-P0DKL4-F1-model_v3	AF-Q9UTT2-F1-model_v3	0.0e+00	961.4	0.00e+00	3207.01	0.000E+00	6847	platinum
P11574	P31411	AF-P11574-F1-model_v3	AF-P31411-F1-model_v3	4.4e-264	725.3	0.00e+00	1362.74	7.563E-84	3552	platinum
P17094	P36584	AF-P17094-F1-model_v3	AF-P36584-F1-model_v3	1.1e-187	523.1	0.00e+00	1110.68	9.410E-61	2632	platinum
P17597	P36620	AF-P17597-F1-model_v3	AF-P36620-F1-model_v3	2.3e-154	459.5	0.00e+00	1555.69	1.718E-67	2826	platinum
P18064	Q04665	AF-P18064-F1-model_v3	AF-Q04665-F1-model_v3	1.9e-62	202.2	0.00e+00	868.75	4.986E-29	1305	platinum
P18616	P36594	AF-P18616-F1-model_v3	AF-P36594-F1-model_v3	0.0e+00	1705.6	0.00e+00	4298.61	0.000E+00	9029	platinum
P19172	Q9C105	AF-P19172-F1-model_v3	AF-Q9C105-F1-model_v3	5.1e-33	126.3	2.91e-08	599.86	NA	NA	gold
P20115	Q10306	AF-P20115-F1-model_v3	AF-Q10306-F1-model_v3	5.9e-192	541.2	0.00e+00	1336.06	1.207E-46	2573	platinum
P24100	P04551	AF-P24100-F1-model_v3	AF-P04551-F1-model_v3	4.1e-139	392.5	0.00e+00	801.08	2.062E-41	1824	platinum
P28147	P17871	AF-P28147-F1-model_v3	AF-P17871-F1-model_v3	4.4e-108	307.4	0.00e+00	545.32	9.210E-34	1378	platinum
P28297	Q9P6J1	AF-P28297-F1-model_v3	AF-Q9P6J1-F1-model_v3	1.2e-96	302.4	0.00e+00	1378.49	9.477E-46	2166	platinum
P28769	O94501	AF-P28769-F1-model_v3	AF-O94501-F1-model_v3	2.9e-243	677.2	0.00e+00	1563.63	4.069E-73	3599	platinum
P30182	P08096	AF-P30182-F1-model_v3	AF-P08096-F1-model_v3	0.0e+00	1189.5	0.00e+00	3463.81	0.000E+00	6915	platinum
P31265	Q10344	AF-P31265-F1-model_v3	AF-Q10344-F1-model_v3	2.9e-32	111.3	0.00e+00	371.01	4.907E-16	691	platinum
P32746	P32747	AF-P32746-F1-model_v3	AF-P32747-F1-model_v3	1.3e-100	306.2	0.00e+00	1010.39	5.211E-44	1866	platinum
P34788	P0CT67	AF-P34788-F1-model_v3	AF-P0CT67-F1-model_v3	7.3e-79	228.4	0.00e+00	430.62	2.230E-24	925	platinum
P34795	P78917	AF-P34795-F1-model_v3	AF-P78917-F1-model_v3	5.6e-149	437.6	0.00e+00	1479.32	1.134E-56	2639	platinum
P36428	O13914	AF-P36428-F1-model_v3	AF-O13914-F1-model_v3	2.1e-302	861.3	0.00e+00	2575.07	0.000E+00	5286	platinum
P38025	Q9UUB4	AF-P38025-F1-model_v3	AF-Q9UUB4-F1-model_v3	2.4e-43	151.4	0.00e+00	650.33	3.732E-25	1087	platinum
P38420	Q02061	AF-P38420-F1-model_v3	AF-Q02061-F1-model_v3	0.0e+00	1526.9	0.00e+00	3262.29	0.000E+00	8188	platinum
P38421	O14459	AF-P38421-F1-model_v3	AF-O14459-F1-model_v3	4.8e-57	174.9	0.00e+00	463.54	7.419E-22	1014	platinum
P38666	Q92354	AF-P38666-F1-model_v3	AF-Q92354-F1-model_v3	1.0e-32	111.7	7.44e-15	371.48	3.284E-13	501	platinum
P42158	P40235	AF-P42158-F1-model_v3	AF-P40235-F1-model_v3	2.6e-165	468.0	NA	NA	6.376E-53	2240	gold
P42339	P50520	AF-P42339-F1-model_v3	AF-P50520-F1-model_v3	1.3e-187	554.7	0.00e+00	1892.24	3.390E-69	3462	platinum
P42742	Q9UQY2	AF-P42742-F1-model_v3	AF-Q9UQY2-F1-model_v3	1.6e-51	164.5	0.00e+00	600.06	3.204E-28	1123	platinum
P42792	P05501	AF-P42792-F1-model_v3	AF-P05501-F1-model_v3	3.7e-136	392.5	0.00e+00	1106.14	1.633E-34	1934	platinum
P42798	P0CT59	AF-P42798-F1-model_v3	AF-P0CT59-F1-model_v3	1.6e-67	198.0	NA	NA	NA	NA	silver
P43299	O75001	AF-P43299-F1-model_v3	AF-O75001-F1-model_v3	3.5e-245	696.8	0.00e+00	1977.48	8.878E-98	4140	platinum
P46086	Q09780	AF-P46086-F1-model_v3	AF-Q09780-F1-model_v3	6.5e-51	173.3	0.00e+00	897.14	7.153E-35	1584	platinum
P46416	P35669	AF-P46416-F1-model_v3	AF-P35669-F1-model_v3	6.6e-80	256.9	0.00e+00	1154.33	9.192E-45	2003	platinum
P48491	P07669	AF-P48491-F1-model_v3	AF-P07669-F1-model_v3	1.9e-94	275.8	0.00e+00	721.50	5.135E-39	1518	platinum
P48528	O74789	AF-P48528-F1-model_v3	AF-O74789-F1-model_v3	6.0e-156	437.6	NA	NA	NA	NA	silver
P49177	Q10282	AF-P49177-F1-model_v3	AF-Q10282-F1-model_v3	9.3e-58	188.3	NA	NA	1.206E-38	1699	gold
P49637	P36585	AF-P49637-F1-model_v3	AF-P36585-F1-model_v3	3.6e-51	157.9	0.00e+00	402.40	3.158E-20	799	platinum
P49693	O42699	AF-P49693-F1-model_v3	AF-O42699-F1-model_v3	8.9e-73	216.9	0.00e+00	550.62	2.020E-21	893	platinum
P52420	P20772	AF-P52420-F1-model_v3	AF-P20772-F1-model_v3	1.4e-108	339.7	0.00e+00	1190.50	3.675E-56	2327	platinum
P53780	O94350	AF-P53780-F1-model_v3	AF-O94350-F1-model_v3	9.7e-122	358.6	0.00e+00	1050.11	4.256E-52	2160	platinum
P54873	P54874	AF-P54873-F1-model_v3	AF-P54874-F1-model_v3	1.2e-125	370.5	0.00e+00	1190.96	2.090E-61	2421	platinum
P54967	O59778	AF-P54967-F1-model_v3	AF-O59778-F1-model_v3	2.0e-138	396.7	0.00e+00	937.86	6.704E-46	2017	platinum
P55034	O94444	AF-P55034-F1-model_v3	AF-O94444-F1-model_v3	3.8e-68	213.4	0.00e+00	642.21	1.626E-30	1203	platinum
P56820	O94236	AF-P56820-F1-model_v3	AF-O94236-F1-model_v3	2.2e-101	316.6	0.00e+00	1140.49	5.939E-54	2264	platinum
P57720	O74413	AF-P57720-F1-model_v3	AF-O74413-F1-model_v3	1.9e-123	362.1	0.00e+00	1018.95	4.296E-50	2135	platinum
P57741	Q10143	AF-P57741-F1-model_v3	AF-Q10143-F1-model_v3	1.1e-30	108.2	0.00e+00	414.71	6.967E-15	605	platinum
P57742	O94307	AF-P57742-F1-model_v3	AF-O94307-F1-model_v3	4.0e-21	81.6	NA	NA	2.723E-11	464	gold
P59259	P09322	AF-P59259-F1-model_v3	AF-P09322-F1-model_v3	4.2e-64	187.2	1.87e-10	250.25	1.827E-14	559	platinum
P60040	O60143	AF-P60040-F1-model_v3	AF-O60143-F1-model_v3	1.5e-88	260.4	NA	NA	1.126E-33	1259	gold
P60112	P21537	AF-P60112-F1-model_v3	AF-P21537-F1-model_v3	9.7e-21	75.9	0.00e+00	215.63	1.006E-05	274	platinum
P60620	P07657	AF-P60620-F1-model_v3	AF-P07657-F1-model_v3	4.1e-236	657.5	0.00e+00	1482.20	3.268E-55	3045	platinum
P62126	O14182	AF-P62126-F1-model_v3	AF-O14182-F1-model_v3	1.6e-51	158.3	0.00e+00	353.28	9.035E-20	811	platinum
P92943	O60159	AF-P92943-F1-model_v3	AF-O60159-F1-model_v3	4.8e-48	180.3	5.22e-15	1384.46	2.076E-29	1667	platinum
P92948	P39964	AF-P92948-F1-model_v3	AF-P39964-F1-model_v3	1.7e-124	390.6	6.91e-09	1505.68	4.333E-41	1890	platinum
P92978	Q01112	AF-P92978-F1-model_v3	AF-Q01112-F1-model_v3	1.2e-74	221.1	NA	NA	2.627E-30	1146	gold
P93008	Q9Y7T7	AF-P93008-F1-model_v3	AF-Q9Y7T7-F1-model_v3	3.2e-164	486.9	0.00e+00	1581.68	1.582E-65	2660	platinum
P93033	O94552	AF-P93033-F1-model_v3	AF-O94552-F1-model_v3	2.1e-225	628.2	0.00e+00	1394.00	2.090E-57	3034	platinum
P93043	Q9P7N3	AF-P93043-F1-model_v3	AF-Q9P7N3-F1-model_v3	2.1e-121	389.4	7.23e-14	2004.23	5.540E-60	3043	platinum
P93655	Q09769	AF-P93655-F1-model_v3	AF-Q09769-F1-model_v3	2.8e-246	719.2	1.22e-15	2180.66	3.006E-101	4454	platinum
P93736	O75005	AF-P93736-F1-model_v3	AF-O75005-F1-model_v3	7.7e-309	882.5	0.00e+00	2541.65	0.000E+00	5130	platinum
P93828	P87304	AF-P93828-F1-model_v3	AF-P87304-F1-model_v3	1.5e-16	70.1	1.12e-12	341.37	1.610E-13	561	platinum
P93832	P18869	AF-P93832-F1-model_v3	AF-P18869-F1-model_v3	2.3e-88	270.4	0.00e+00	925.71	7.697E-43	1800	platinum
P94102	P36601	AF-P94102-F1-model_v3	AF-P36601-F1-model_v3	7.6e-161	452.2	NA	NA	2.141E-54	2198	gold
Q00IB6	Q9P376	AF-Q00IB6-F1-model_v3	AF-Q9P376-F1-model_v3	1.1e-23	101.7	6.16e-06	702.38	1.913E-27	1124	platinum
Q02166	O60122	AF-Q02166-F1-model_v3	AF-O60122-F1-model_v3	5.8e-48	166.0	0.00e+00	839.50	1.655E-29	1355	platinum
Q05153	O94529	AF-Q05153-F1-model_v3	AF-O94529-F1-model_v3	1.1e-82	267.7	6.66e-16	1186.48	1.874E-52	2292	platinum
Q05758	P78827	AF-Q05758-F1-model_v3	AF-P78827-F1-model_v3	1.9e-46	166.4	9.37e-14	920.48	4.374E-22	1205	platinum
Q08A97	O13861	AF-Q08A97-F1-model_v3	AF-O13861-F1-model_v3	2.2e-82	260.4	0.00e+00	1050.72	2.642E-38	1656	platinum
Q0JXE7	Q10186	AF-Q0JXE7-F1-model_v3	AF-Q10186-F1-model_v3	1.8e-05	42.7	4.37e-04	320.57	NA	NA	gold
Q0WL80	Q09140	AF-Q0WL80-F1-model_v3	AF-Q09140-F1-model_v3	4.7e-169	547.7	0.00e+00	2993.70	2.121E-100	5053	platinum
Q0WML0	Q9Y7M7	AF-Q0WML0-F1-model_v3	AF-Q9Y7M7-F1-model_v3	8.0e-114	355.5	NA	NA	1.185E-44	2319	gold
Q0WPK0	P50582	AF-Q0WPK0-F1-model_v3	AF-P50582-F1-model_v3	1.9e-16	80.9	NA	NA	1.638E-20	954	gold
Q0WPN0	O14040	AF-Q0WPN0-F1-model_v3	AF-O14040-F1-model_v3	1.1e-114	374.8	6.60e-13	1792.07	NA	NA	gold
Q0WSF1	Q9P7K9	AF-Q0WSF1-F1-model_v3	AF-Q9P7K9-F1-model_v3	1.2e-120	365.2	0.00e+00	1403.16	9.452E-59	2529	platinum
Q0WUG6	Q9UTS0	AF-Q0WUG6-F1-model_v3	AF-Q9UTS0-F1-model_v3	2.9e-13	70.9	NA	NA	NA	NA	silver
Q0WVF5	P29458	AF-Q0WVF5-F1-model_v3	AF-P29458-F1-model_v3	1.4e-222	650.2	0.00e+00	2018.42	NA	NA	gold
Q0WVH7	Q10342	AF-Q0WVH7-F1-model_v3	AF-Q10342-F1-model_v3	2.3e-49	183.7	1.19e-11	1377.52	2.253E-31	1800	platinum
Q0WVM5	O94676	AF-Q0WVM5-F1-model_v3	AF-O94676-F1-model_v3	2.1e-75	268.1	0.00e+00	2029.82	1.821E-56	2882	platinum
Q0WVQ3	Q9P6R0	AF-Q0WVQ3-F1-model_v3	AF-Q9P6R0-F1-model_v3	8.5e-50	177.9	8.75e-11	918.48	2.138E-26	1267	platinum
Q0WVR4	O94606	AF-Q0WVR4-F1-model_v3	AF-O94606-F1-model_v3	1.0e-06	47.8	NA	NA	NA	NA	silver
Q0WW26	P87140	AF-Q0WW26-F1-model_v3	AF-P87140-F1-model_v3	1.2e-206	609.8	0.00e+00	2200.81	4.022E-60	3697	platinum
Q0WW55	P36590	AF-Q0WW55-F1-model_v3	AF-P36590-F1-model_v3	6.0e-61	189.5	0.00e+00	565.65	2.356E-26	1050	platinum
Q0WWQ1	O43035	AF-Q0WWQ1-F1-model_v3	AF-O43035-F1-model_v3	4.1e-53	173.3	1.34e-07	454.94	9.397E-23	959	platinum
Q1EBV4	Q10256	AF-Q1EBV4-F1-model_v3	AF-Q10256-F1-model_v3	1.5e-64	208.0	7.75e-12	708.88	2.329E-30	1271	platinum
Q1G3F7	P56288	AF-Q1G3F7-F1-model_v3	AF-P56288-F1-model_v3	2.7e-22	96.7	2.22e-16	923.35	5.549E-33	1512	platinum
Q1H595	O94408	AF-Q1H595-F1-model_v3	AF-O94408-F1-model_v3	8.8e-37	117.5	0.00e+00	263.56	1.339E-15	615	platinum
Q1H5B2	Q09830	AF-Q1H5B2-F1-model_v3	AF-Q09830-F1-model_v3	1.4e-40	151.0	NA	NA	4.160E-16	964	gold
