Uniprot_arabadopsis	Uniprot_sorghum	AlphaFold_arabadopsis	AlphaFold_sorghum	diamond_value	diamond_score	fatcat_value	fatcat_score	foldseek_value	foldseek_score	platinum
A0A1P8BD81	C5Y3B8	AF-A0A1P8BD81-F1-model_v3	AF-C5Y3B8-F1-model_v3	0.0e+00	1308.1	0.00e+00	2814.82	3.589E-86	5411	platinum
A0A1P8BDE8	C5YAA8	AF-A0A1P8BDE8-F1-model_v3	AF-C5YAA8-F1-model_v3	5.2e-144	419.5	NA	NA	NA	NA	silver
A0A1P8BDL4	C5Y499	AF-A0A1P8BDL4-F1-model_v3	AF-C5Y499-F1-model_v3	3.0e-84	250.0	0.00e+00	570.00	7.170E-33	1259	platinum
A0A1P8BDN2	A0A1B6QI49	AF-A0A1P8BDN2-F1-model_v3	AF-A0A1B6QI49-F1-model_v3	1.9e-17	76.6	7.59e-07	328.20	4.154E-11	555	platinum
A0A1P8BDU6	C5XDZ5	AF-A0A1P8BDU6-F1-model_v3	AF-C5XDZ5-F1-model_v3	1.6e-80	249.2	NA	NA	9.422E-38	1517	gold
A0A1P8BDW0	C5Y0R6	AF-A0A1P8BDW0-F1-model_v3	AF-C5Y0R6-F1-model_v3	8.0e-56	171.8	4.65e-08	247.70	2.143E-10	528	platinum
A0A1P8BE87	C5WU36	AF-A0A1P8BE87-F1-model_v3	AF-C5WU36-F1-model_v3	2.7e-97	285.8	0.00e+00	588.22	1.779E-35	1382	platinum
A0A1P8BEG6	C5XQC8	AF-A0A1P8BEG6-F1-model_v3	AF-C5XQC8-F1-model_v3	1.8e-89	259.6	1.11e-16	396.45	1.520E-26	994	platinum
A0A1P8BEU1	C5YXN0	AF-A0A1P8BEU1-F1-model_v3	AF-C5YXN0-F1-model_v3	1.3e-76	233.4	1.97e-07	504.83	1.632E-26	1159	platinum
A0A1P8BFV7	A0A1B6QM69	AF-A0A1P8BFV7-F1-model_v3	AF-A0A1B6QM69-F1-model_v3	1.4e-53	167.2	NA	NA	1.709E-18	692	gold
A0A1P8BGD5	C5X531	AF-A0A1P8BGD5-F1-model_v3	AF-C5X531-F1-model_v3	2.1e-159	463.0	1.11e-16	1106.23	3.236E-60	2403	platinum
A0A1P8BGI7	A0A1B6QAX9	AF-A0A1P8BGI7-F1-model_v3	AF-A0A1B6QAX9-F1-model_v3	9.0e-290	803.5	0.00e+00	1606.35	3.544E-84	3922	platinum
A0A1P8BGL4	A0A1B6QH74	AF-A0A1P8BGL4-F1-model_v3	AF-A0A1B6QH74-F1-model_v3	4.2e-155	442.2	NA	NA	8.019E-46	1928	gold
A0A1P8BGX4	C5YI96	AF-A0A1P8BGX4-F1-model_v3	AF-C5YI96-F1-model_v3	2.4e-106	322.8	NA	NA	2.423E-40	1693	gold
A0A1P8BHH9	A0A1Z5S5Y8	AF-A0A1P8BHH9-F1-model_v3	AF-A0A1Z5S5Y8-F1-model_v3	4.7e-07	47.8	NA	NA	NA	NA	silver
A0A1R7T3I3	A0A1B6PCA4	AF-A0A1R7T3I3-F1-model_v3	AF-A0A1B6PCA4-F1-model_v3	1.9e-17	84.3	5.02e-03	618.59	NA	NA	gold
A0A1R7T3K1	A0A1B6Q829	AF-A0A1R7T3K1-F1-model_v3	AF-A0A1B6Q829-F1-model_v3	8.8e-06	43.9	3.08e-02	161.14	NA	NA	gold
A0A219HZL6	C5YKA9	AF-A0A219HZL6-F1-model_v3	AF-C5YKA9-F1-model_v3	1.4e-104	310.8	6.44e-13	661.19	4.539E-30	1209	platinum
A0A2P2CLC5	Q09EK3	AF-A0A2P2CLC5-F1-model_v3	AF-Q09EK3-F1-model_v3	0.0e+00	1224.5	0.00e+00	1978.58	1.173E-84	4911	platinum
A0A2P2CLF2	Q09EK1	AF-A0A2P2CLF2-F1-model_v3	AF-Q09EK1-F1-model_v3	6.94e-01	71.73	NA	NA	NA	NA	silver
A0A2P2CLF6	Q09EM1	AF-A0A2P2CLF6-F1-model_v3	AF-Q09EM1-F1-model_v3	3.0e-127	355.9	0.00e+00	551.18	7.167E-37	1426	platinum
A0A2P2CLF9	Q09EM2	AF-A0A2P2CLF9-F1-model_v3	AF-Q09EM2-F1-model_v3	0.0e+00	900.6	0.00e+00	1484.32	1.467E-94	4067	platinum
A0A2P2CLG1	Q09EL1	AF-A0A2P2CLG1-F1-model_v3	AF-Q09EL1-F1-model_v3	1.5e-115	330.1	0.00e+00	576.32	2.602E-24	1059	platinum
A0A2P2CLH3	Q09EL4	AF-A0A2P2CLH3-F1-model_v3	AF-Q09EL4-F1-model_v3	0.0e+00	1080.9	1.52e-09	1224.26	1.052E-78	3286	platinum
A0JPW5	C5YBJ7	AF-A0JPW5-F1-model_v3	AF-C5YBJ7-F1-model_v3	1.6e-17	73.6	NA	NA	NA	NA	silver
A0JQ00	C5WP89	AF-A0JQ00-F1-model_v3	AF-C5WP89-F1-model_v3	3.6e-33	119.8	1.68e-11	542.32	7.107E-22	888	platinum
A0JQ11	C5XSZ1	AF-A0JQ11-F1-model_v3	AF-C5XSZ1-F1-model_v3	4.7e-77	232.6	0.00e+00	544.76	2.323E-27	1133	platinum
A0JQ16	C5WPA6	AF-A0JQ16-F1-model_v3	AF-C5WPA6-F1-model_v3	3.60e-02	214.69	3.60e-02	214.69	NA	NA	gold
A0JQ78	C5WTH9	AF-A0JQ78-F1-model_v3	AF-C5WTH9-F1-model_v3	2.4e-63	196.1	6.93e-13	459.54	9.900E-21	784	platinum
A0MES8	A0A1B6P7N1	AF-A0MES8-F1-model_v3	AF-A0A1B6P7N1-F1-model_v3	1.5e-33	124.4	NA	NA	NA	NA	silver
A0MFS5	A0A1Z5R3U6	AF-A0MFS5-F1-model_v3	AF-A0A1Z5R3U6-F1-model_v3	4.0e-191	544.3	1.59e-14	1207.34	1.552E-56	2535	platinum
A0MFS9	C5XHM9	AF-A0MFS9-F1-model_v3	AF-C5XHM9-F1-model_v3	2.3e-268	751.9	0.00e+00	1784.63	7.717E-68	3411	platinum
A1A6H3	C5XFY6	AF-A1A6H3-F1-model_v3	AF-C5XFY6-F1-model_v3	6.6e-151	430.6	0.00e+00	928.06	2.162E-54	2220	platinum
A1A6I1	C5X8D9	AF-A1A6I1-F1-model_v3	AF-C5X8D9-F1-model_v3	7.6e-36	124.8	1.01e-06	345.33	9.879E-14	571	platinum
A1A6I8	C5WUL5	AF-A1A6I8-F1-model_v3	AF-C5WUL5-F1-model_v3	8.0e-112	323.9	NA	NA	NA	NA	silver
A1A6J3	A0A1Z5RP37	AF-A1A6J3-F1-model_v3	AF-A0A1Z5RP37-F1-model_v3	4.3e-130	374.8	0.00e+00	871.49	1.772E-53	2045	platinum
A1A6M1	C5YC24	AF-A1A6M1-F1-model_v3	AF-C5YC24-F1-model_v3	3.5e-70	224.9	4.46e-06	667.93	3.392E-32	1238	platinum
A1L4V7	A0A1B6Q5H9	AF-A1L4V7-F1-model_v3	AF-A0A1B6Q5H9-F1-model_v3	9.0e-130	380.2	0.00e+00	1004.15	3.358E-51	2124	platinum
A1L4X0	A0A1B6QPU7	AF-A1L4X0-F1-model_v3	AF-A0A1B6QPU7-F1-model_v3	1.4e-144	419.1	0.00e+00	1117.51	3.664E-34	1988	platinum
A1L4Y4	A0A1B6QR86	AF-A1L4Y4-F1-model_v3	AF-A0A1B6QR86-F1-model_v3	6.4e-175	493.4	0.00e+00	1076.15	1.512E-61	2381	platinum
A2RVK7	C5X376	AF-A2RVK7-F1-model_v3	AF-C5X376-F1-model_v3	3.1e-119	341.3	0.00e+00	661.99	3.116E-41	1624	platinum
A2RVM4	C5YEG1	AF-A2RVM4-F1-model_v3	AF-C5YEG1-F1-model_v3	2.9e-130	374.0	0.00e+00	766.49	8.106E-46	1811	platinum
A2RVN2	A0A1W0VZW6	AF-A2RVN2-F1-model_v3	AF-A0A1W0VZW6-F1-model_v3	2.0e-116	344.7	0.00e+00	892.78	1.631E-54	2323	platinum
A2RVP7	C5WNG9	AF-A2RVP7-F1-model_v3	AF-C5WNG9-F1-model_v3	1.1e-81	239.2	0.00e+00	445.65	1.342E-17	882	platinum
A2RVR7	C5YZJ8	AF-A2RVR7-F1-model_v3	AF-C5YZJ8-F1-model_v3	1.9e-193	542.0	0.00e+00	1102.41	4.952E-55	2390	platinum
A2RVV7	C5X9V9	AF-A2RVV7-F1-model_v3	AF-C5X9V9-F1-model_v3	7.5e-141	404.8	0.00e+00	944.40	1.932E-52	2095	platinum
A2RVW1	C5YB53	AF-A2RVW1-F1-model_v3	AF-C5YB53-F1-model_v3	8.4e-93	279.3	3.60e-12	697.42	NA	NA	gold
A3EWL3	A0A194YM72	AF-A3EWL3-F1-model_v3	AF-A0A194YM72-F1-model_v3	6.5e-294	851.7	1.45e-10	2284.30	4.506E-103	4492	platinum
A3KPF3	A0A1Z5RQL4	AF-A3KPF3-F1-model_v3	AF-A0A1Z5RQL4-F1-model_v3	7.8e-232	647.9	0.00e+00	1418.85	3.008E-44	2660	platinum
A4FVN8	C5WXK8	AF-A4FVN8-F1-model_v3	AF-C5WXK8-F1-model_v3	1.7e-304	836.3	0.00e+00	1436.49	NA	NA	gold
A4IJ37	C5XYS8	AF-A4IJ37-F1-model_v3	AF-C5XYS8-F1-model_v3	1.6e-178	508.4	NA	NA	5.282E-64	2501	gold
A4IJ41	A0A1B6P7G2	AF-A4IJ41-F1-model_v3	AF-A0A1B6P7G2-F1-model_v3	8.1e-144	420.2	2.13e-14	979.06	1.547E-53	2183	platinum
A6QRA1	C5Z0L3	AF-A6QRA1-F1-model_v3	AF-C5Z0L3-F1-model_v3	1.0e-63	194.1	0.00e+00	493.29	5.529E-22	1046	platinum
A7WM73	C5YYX0	AF-A7WM73-F1-model_v3	AF-C5YYX0-F1-model_v3	8.2e-267	738.4	0.00e+00	1454.69	1.568E-85	3564	platinum
A8MQA3	A0A1B6Q905	AF-A8MQA3-F1-model_v3	AF-A0A1B6Q905-F1-model_v3	8.7e-202	577.4	NA	NA	1.243E-47	3009	gold
A8MQD8	C5WZL2	AF-A8MQD8-F1-model_v3	AF-C5WZL2-F1-model_v3	6.1e-79	233.0	1.49e-07	379.48	2.215E-14	622	platinum
A8MQE3	C5Z4V0	AF-A8MQE3-F1-model_v3	AF-C5Z4V0-F1-model_v3	1.9e-150	436.0	0.00e+00	1038.84	NA	NA	gold
A8MQG8	C5WRP6	AF-A8MQG8-F1-model_v3	AF-C5WRP6-F1-model_v3	2.0e-169	482.6	4.21e-14	1001.75	1.040E-50	2225	platinum
A8MQN4	A0A1Z5S961	AF-A8MQN4-F1-model_v3	AF-A0A1Z5S961-F1-model_v3	5.7e-166	478.8	3.22e-15	1137.93	1.110E-50	2125	platinum
A8MR03	C5XPH3	AF-A8MR03-F1-model_v3	AF-C5XPH3-F1-model_v3	1.1e-103	307.8	5.55e-10	773.47	1.285E-30	1300	platinum
A8MR59	C5XDW1	AF-A8MR59-F1-model_v3	AF-C5XDW1-F1-model_v3	1.8e-19	82.8	1.20e-03	284.64	NA	NA	gold
A8MR80	A0A1B6QPR3	AF-A8MR80-F1-model_v3	AF-A0A1B6QPR3-F1-model_v3	1.6e-21	82.8	4.12e-05	202.53	7.737E-06	273	platinum
A8MR93	C5YD38	AF-A8MR93-F1-model_v3	AF-C5YD38-F1-model_v3	2.4e-224	627.1	0.00e+00	1402.82	8.062E-57	3050	platinum
A8MRC1	A0A1B6PDJ4	AF-A8MRC1-F1-model_v3	AF-A0A1B6PDJ4-F1-model_v3	1.6e-216	618.6	0.00e+00	1404.50	2.585E-72	3403	platinum
A8MRG8	A0A1B6PLL3	AF-A8MRG8-F1-model_v3	AF-A0A1B6PLL3-F1-model_v3	4.1e-83	251.9	1.11e-16	632.15	2.387E-30	1237	platinum
A8MRK9	C5YTE4	AF-A8MRK9-F1-model_v3	AF-C5YTE4-F1-model_v3	9.9e-18	75.1	NA	NA	NA	NA	silver
A8MRY9	C5XXM5	AF-A8MRY9-F1-model_v3	AF-C5XXM5-F1-model_v3	8.5e-151	428.3	0.00e+00	945.30	1.380E-33	1824	platinum
A8MRZ2	A0A1Z5R4J5	AF-A8MRZ2-F1-model_v3	AF-A0A1Z5R4J5-F1-model_v3	4.2e-89	268.5	8.62e-14	664.14	1.729E-20	1124	platinum
A8MS41	C5YXH3	AF-A8MS41-F1-model_v3	AF-C5YXH3-F1-model_v3	1.4e-137	399.4	0.00e+00	881.80	1.975E-51	2075	platinum
A8MS68	A0A1B6Q3D8	AF-A8MS68-F1-model_v3	AF-A0A1B6Q3D8-F1-model_v3	6.8e-312	856.7	0.00e+00	1519.13	NA	NA	gold
A8MSE3	C5YZ73	AF-A8MSE3-F1-model_v3	AF-C5YZ73-F1-model_v3	2.9e-100	294.3	3.33e-16	593.93	1.039E-20	1124	platinum
A8R7E6	A0A1Z5RAM1	AF-A8R7E6-F1-model_v3	AF-A0A1Z5RAM1-F1-model_v3	4.2e-182	528.5	0.00e+00	1360.06	3.412E-68	2901	platinum
A9LLI7	A0A1B6QKN7	AF-A9LLI7-F1-model_v3	AF-A0A1B6QKN7-F1-model_v3	4.4e-206	609.8	8.11e-10	1721.98	9.231E-64	3019	platinum
A9LLI8	A0A1B6QEJ2	AF-A9LLI8-F1-model_v3	AF-A0A1B6QEJ2-F1-model_v3	0.0e+00	931.8	2.33e-15	2051.64	8.576E-92	4374	platinum
A9LNK9	C5Z7U3	AF-A9LNK9-F1-model_v3	AF-C5Z7U3-F1-model_v3	9.0e-182	529.6	5.18e-09	1290.95	2.540E-64	2481	platinum
A9QM73	A0A1B6QBA2	AF-A9QM73-F1-model_v3	AF-A0A1B6QBA2-F1-model_v3	1.4e-202	612.1	5.85e-08	1887.18	4.270E-49	3051	platinum
B0F481	C5WTT1	AF-B0F481-F1-model_v3	AF-C5WTT1-F1-model_v3	0.0e+00	961.8	0.00e+00	2184.62	0.000E+00	4987	platinum
B0F9L4	C5YPE0	AF-B0F9L4-F1-model_v3	AF-C5YPE0-F1-model_v3	0.0e+00	934.5	0.00e+00	2338.88	3.617E-64	4026	platinum
B0F9L7	A0A1B6PNP3	AF-B0F9L7-F1-model_v3	AF-A0A1B6PNP3-F1-model_v3	3.8e-97	308.1	NA	NA	NA	NA	silver
B0M1H3	A0A1B6Q7G0	AF-B0M1H3-F1-model_v3	AF-A0A1B6Q7G0-F1-model_v3	1.7e-198	594.7	0.00e+00	2326.51	3.139E-52	3399	platinum
B3DNN5	C5WRM5	AF-B3DNN5-F1-model_v3	AF-C5WRM5-F1-model_v3	1.3e-276	764.6	0.00e+00	1465.07	2.492E-52	2979	platinum
B3DNP3	C5XGA0	AF-B3DNP3-F1-model_v3	AF-C5XGA0-F1-model_v3	8.0e-216	608.2	0.00e+00	1326.09	1.382E-75	3022	platinum
B3H489	A0A194YIB5	AF-B3H489-F1-model_v3	AF-A0A194YIB5-F1-model_v3	1.3e-16	72.8	NA	NA	2.994E-10	388	gold
B3H4F1	A0A1B6PCW2	AF-B3H4F1-F1-model_v3	AF-A0A1B6PCW2-F1-model_v3	6.38e-02	100.16	NA	NA	NA	NA	silver
B3H4G1	A0A1Z5RPT0	AF-B3H4G1-F1-model_v3	AF-A0A1Z5RPT0-F1-model_v3	3.2e-31	114.0	NA	NA	1.854E-16	742	gold
B3H4L6	C5Z1F8	AF-B3H4L6-F1-model_v3	AF-C5Z1F8-F1-model_v3	1.0e-08	48.9	5.29e-02	137.46	NA	NA	gold
B3H4P0	A0A194YH76	AF-B3H4P0-F1-model_v3	AF-A0A194YH76-F1-model_v3	1.3e-58	189.9	8.81e-10	610.81	4.978E-30	1129	platinum
B3H4P1	A0A1B6Q1J1	AF-B3H4P1-F1-model_v3	AF-A0A1B6Q1J1-F1-model_v3	9.8e-131	399.1	0.00e+00	1479.30	1.694E-34	2269	platinum
B3H5E6	A0A194YQ63	AF-B3H5E6-F1-model_v3	AF-A0A194YQ63-F1-model_v3	2.5e-08	50.4	NA	NA	NA	NA	silver
B3H5K9	A0A1W0W452	AF-B3H5K9-F1-model_v3	AF-A0A1W0W452-F1-model_v3	7.9e-163	485.7	NA	NA	NA	NA	silver
B3H5W4	C5YIM6	AF-B3H5W4-F1-model_v3	AF-C5YIM6-F1-model_v3	3.1e-59	189.5	4.81e-11	527.02	4.849E-26	1084	platinum
B3H615	C5X153	AF-B3H615-F1-model_v3	AF-C5X153-F1-model_v3	2.44e-02	226.66	NA	NA	NA	NA	silver
B3H672	A0A1B6PNP0	AF-B3H672-F1-model_v3	AF-A0A1B6PNP0-F1-model_v3	1.1e-129	398.7	0.00e+00	1559.29	1.894E-37	2284	platinum
B3H686	A0A1W0W5T3	AF-B3H686-F1-model_v3	AF-A0A1W0W5T3-F1-model_v3	1.5e-68	215.7	0.00e+00	708.13	1.419E-32	1357	platinum
B3H6C3	C5X8K0	AF-B3H6C3-F1-model_v3	AF-C5X8K0-F1-model_v3	7.1e-06	47.8	NA	NA	NA	NA	silver
B3H6D0	A0A1Z5RPN1	AF-B3H6D0-F1-model_v3	AF-A0A1Z5RPN1-F1-model_v3	3.9e-40	132.9	1.62e-07	277.57	NA	NA	gold
B3H6G9	C5X231	AF-B3H6G9-F1-model_v3	AF-C5X231-F1-model_v3	2.2e-71	225.7	0.00e+00	744.46	4.751E-33	1319	platinum
B3H6J5	A0A1B6Q4N6	AF-B3H6J5-F1-model_v3	AF-A0A1B6Q4N6-F1-model_v3	7.2e-30	114.8	6.98e-05	291.57	NA	NA	gold
B3H6K1	A0A1B6QMY4	AF-B3H6K1-F1-model_v3	AF-A0A1B6QMY4-F1-model_v3	1.2e-145	423.3	0.00e+00	1150.36	5.803E-34	1961	platinum
B3H6L5	A0A1B6P800	AF-B3H6L5-F1-model_v3	AF-A0A1B6P800-F1-model_v3	2.4e-153	454.5	2.12e-11	1406.27	NA	NA	gold
B3H6R4	C5WUG4	AF-B3H6R4-F1-model_v3	AF-C5WUG4-F1-model_v3	1.9e-22	91.3	NA	NA	4.661E-07	338	gold
B3H7G2	C5X8F5	AF-B3H7G2-F1-model_v3	AF-C5X8F5-F1-model_v3	1.7e-44	139.8	0.00e+00	257.62	2.649E-17	660	platinum
B3H7H1	A0A1B6QL23	AF-B3H7H1-F1-model_v3	AF-A0A1B6QL23-F1-model_v3	4.4e-198	553.5	0.00e+00	1083.06	3.398E-55	2636	platinum
B3LF83	A0A1Z5RKJ8	AF-B3LF83-F1-model_v3	AF-A0A1Z5RKJ8-F1-model_v3	1.0e-134	394.8	NA	NA	NA	NA	silver
B4F7N6	C5XC69	AF-B4F7N6-F1-model_v3	AF-C5XC69-F1-model_v3	5.6e-145	419.9	0.00e+00	1023.03	6.160E-47	2009	platinum
B4F7N8	A0A1B6PC28	AF-B4F7N8-F1-model_v3	AF-A0A1B6PC28-F1-model_v3	8.7e-154	443.4	1.27e-12	991.83	1.643E-30	1782	platinum
B4F7Q0	C5XYP4	AF-B4F7Q0-F1-model_v3	AF-C5XYP4-F1-model_v3	9.8e-24	99.4	NA	NA	NA	NA	silver
B5X0I6	C5YE49	AF-B5X0I6-F1-model_v3	AF-C5YE49-F1-model_v3	0.0e+00	1131.7	0.00e+00	2859.47	5.319E-86	5039	platinum
B5X4Z9	C5WRK0	AF-B5X4Z9-F1-model_v3	AF-C5WRK0-F1-model_v3	6.4e-147	440.3	NA	NA	4.305E-62	2661	gold
B5X503	C5WNE4	AF-B5X503-F1-model_v3	AF-C5WNE4-F1-model_v3	5.8e-167	490.7	4.47e-14	1359.82	1.063E-64	2801	platinum
B5X565	A0A1B6PTL0	AF-B5X565-F1-model_v3	AF-A0A1B6PTL0-F1-model_v3	4.1e-281	784.3	8.14e-11	1575.14	1.566E-87	3561	platinum
B5X582	A0A194YKT5	AF-B5X582-F1-model_v3	AF-A0A194YKT5-F1-model_v3	4.7e-293	820.5	0.00e+00	1820.06	NA	NA	gold
B6IDH3	A0A1B6Q1Y2	AF-B6IDH3-F1-model_v3	AF-A0A1B6Q1Y2-F1-model_v3	5.9e-180	514.2	0.00e+00	1179.11	1.123E-41	2352	platinum
B6IDH4	C5Z134	AF-B6IDH4-F1-model_v3	AF-C5Z134-F1-model_v3	9.5e-176	494.2	0.00e+00	892.60	1.114E-56	2200	platinum
B6IDH6	C5YUK1	AF-B6IDH6-F1-model_v3	AF-C5YUK1-F1-model_v3	2.7e-82	247.7	NA	NA	4.341E-22	1080	gold
B6SFA4	C5X152	AF-B6SFA4-F1-model_v3	AF-C5X152-F1-model_v3	6.0e-294	829.3	0.00e+00	1841.16	3.922E-100	4276	platinum
B7SY83	A0A1Z5RHG0	AF-B7SY83-F1-model_v3	AF-A0A1Z5RHG0-F1-model_v3	2.2e-49	192.2	6.46e-03	1161.23	5.224E-29	1197	platinum
B7ZWR6	C5XA81	AF-B7ZWR6-F1-model_v3	AF-C5XA81-F1-model_v3	4.8e-117	357.8	2.31e-10	1229.55	1.282E-36	1973	platinum
B7ZWR7	A0A1W0VS07	AF-B7ZWR7-F1-model_v3	AF-A0A1W0VS07-F1-model_v3	7.3e-219	617.5	0.00e+00	1403.62	4.451E-71	3075	platinum
B8XCH5	C5XPG4	AF-B8XCH5-F1-model_v3	AF-C5XPG4-F1-model_v3	0.0e+00	1208.4	0.00e+00	2529.46	0.000E+00	6252	platinum
B9DFI7	C5XCT4	AF-B9DFI7-F1-model_v3	AF-C5XCT4-F1-model_v3	0.0e+00	983.8	0.00e+00	1678.97	0.000E+00	4266	platinum
B9DFR3	A0A1B6QM07	AF-B9DFR3-F1-model_v3	AF-A0A1B6QM07-F1-model_v3	7.1e-170	483.8	0.00e+00	1157.40	1.872E-64	2516	platinum
B9DFX7	A0A1B6QQ54	AF-B9DFX7-F1-model_v3	AF-A0A1B6QQ54-F1-model_v3	0.0e+00	1071.6	0.00e+00	2389.28	1.010E-101	5309	platinum
B9DFZ2	C5WV59	AF-B9DFZ2-F1-model_v3	AF-C5WV59-F1-model_v3	5.3e-147	431.0	2.20e-09	1007.36	1.828E-47	1901	platinum
B9DG41	A0A1Z5RA69	AF-B9DG41-F1-model_v3	AF-A0A1Z5RA69-F1-model_v3	7.3e-59	184.5	1.30e-12	403.25	4.575E-23	954	platinum
B9DG54	A0A1Z5RLA2	AF-B9DG54-F1-model_v3	AF-A0A1Z5RLA2-F1-model_v3	4.6e-33	116.3	1.04e-05	288.77	2.018E-12	478	platinum
B9DG91	C5WT21	AF-B9DG91-F1-model_v3	AF-C5WT21-F1-model_v3	5.5e-05	42.7	NA	NA	NA	NA	silver
B9DGC0	A0A1W0VYX7	AF-B9DGC0-F1-model_v3	AF-A0A1W0VYX7-F1-model_v3	2.8e-189	530.0	0.00e+00	1011.77	8.924E-55	2364	platinum
B9DGY1	C5WQK3	AF-B9DGY1-F1-model_v3	AF-C5WQK3-F1-model_v3	0.0e+00	963.0	0.00e+00	1716.57	7.792E-78	3847	platinum
B9DHA4	A0A1B6QID7	AF-B9DHA4-F1-model_v3	AF-A0A1B6QID7-F1-model_v3	8.5e-111	323.9	0.00e+00	757.31	3.854E-38	1604	platinum
B9DHA5	A0A1B6QQ87	AF-B9DHA5-F1-model_v3	AF-A0A1B6QQ87-F1-model_v3	1.3e-157	451.8	0.00e+00	1054.06	1.201E-63	2549	platinum
B9DHA6	C5WRN8	AF-B9DHA6-F1-model_v3	AF-C5WRN8-F1-model_v3	2.1e-86	247.7	0.00e+00	359.88	2.382E-27	1020	platinum
B9DHD7	C5XHP5	AF-B9DHD7-F1-model_v3	AF-C5XHP5-F1-model_v3	1.4e-45	161.0	6.87e-07	848.08	2.909E-27	1175	platinum
B9DHG0	A0A1B6QE41	AF-B9DHG0-F1-model_v3	AF-A0A1B6QE41-F1-model_v3	2.6e-104	307.4	6.36e-09	611.72	6.504E-24	1151	platinum
B9DHT4	C5YXL9	AF-B9DHT4-F1-model_v3	AF-C5YXL9-F1-model_v3	2.7e-222	639.8	0.00e+00	1967.72	3.236E-69	4162	platinum
B9UY99	C5Y150	AF-B9UY99-F1-model_v3	AF-C5Y150-F1-model_v3	1.2e-111	334.7	4.72e-12	859.97	2.366E-39	1629	platinum
C0LGE0	A0A1B6QC07	AF-C0LGE0-F1-model_v3	AF-A0A1B6QC07-F1-model_v3	5.5e-277	801.6	0.00e+00	2467.32	0.000E+00	5617	platinum
C0LGF5	C5Z570	AF-C0LGF5-F1-model_v3	AF-C5Z570-F1-model_v3	1.5e-187	574.3	0.00e+00	2830.50	0.000E+00	6388	platinum
C0LGJ1	C5XD82	AF-C0LGJ1-F1-model_v3	AF-C5XD82-F1-model_v3	3.2e-213	642.9	0.00e+00	2678.88	0.000E+00	5535	platinum
C0LGK9	A0A1Z5R9U2	AF-C0LGK9-F1-model_v3	AF-A0A1Z5R9U2-F1-model_v3	9.3e-184	547.4	0.00e+00	1678.92	2.479E-67	3392	platinum
C0LGP9	C5YQ45	AF-C0LGP9-F1-model_v3	AF-C5YQ45-F1-model_v3	1.4e-174	523.1	NA	NA	4.792E-86	4001	gold
C0LGQ5	C5X969	AF-C0LGQ5-F1-model_v3	AF-C5X969-F1-model_v3	8.2e-128	424.9	0.00e+00	3291.43	0.000E+00	6839	platinum
C0LGQ9	C5X9H3	AF-C0LGQ9-F1-model_v3	AF-C5X9H3-F1-model_v3	3.4e-263	768.8	0.00e+00	2693.70	0.000E+00	6217	platinum
C0LGS2	A0A1Z5REL1	AF-C0LGS2-F1-model_v3	AF-A0A1Z5REL1-F1-model_v3	9.4e-166	521.2	0.00e+00	2917.85	0.000E+00	5878	platinum
C0LGS3	C5Z6L7	AF-C0LGS3-F1-model_v3	AF-C5Z6L7-F1-model_v3	3.8e-145	447.6	NA	NA	NA	NA	silver
C0LGT1	C5Y047	AF-C0LGT1-F1-model_v3	AF-C5Y047-F1-model_v3	2.9e-259	725.3	0.00e+00	1633.97	4.494E-88	3778	platinum
C0LGU5	C5XYY2	AF-C0LGU5-F1-model_v3	AF-C5XYY2-F1-model_v3	1.5e-213	609.4	0.00e+00	1558.46	5.989E-77	3357	platinum
C0LU16	Q8W0T0	AF-C0LU16-F1-model_v3	AF-Q8W0T0-F1-model_v3	1.7e-41	135.6	1.44e-15	339.20	7.587E-11	432	platinum
C0SVM5	C5X660	AF-C0SVM5-F1-model_v3	AF-C5X660-F1-model_v3	7.4e-73	218.8	1.93e-05	403.11	2.345E-19	785	platinum
C0SVS4	C5Y0E3	AF-C0SVS4-F1-model_v3	AF-C5Y0E3-F1-model_v3	1.6e-52	172.9	NA	NA	1.226E-17	668	gold
C0Z225	A0A1Z5S5J1	AF-C0Z225-F1-model_v3	AF-A0A1Z5S5J1-F1-model_v3	3.7e-95	298.9	3.02e-12	1062.15	2.235E-28	1685	platinum
C0Z252	C5XY87	AF-C0Z252-F1-model_v3	AF-C5XY87-F1-model_v3	7.7e-22	96.7	3.84e-02	369.50	NA	NA	gold
C0Z274	C5YL30	AF-C0Z274-F1-model_v3	AF-C5YL30-F1-model_v3	1.5e-206	581.6	0.00e+00	1140.60	1.075E-60	2665	platinum
C0Z2J1	C5XLR6	AF-C0Z2J1-F1-model_v3	AF-C5XLR6-F1-model_v3	3.0e-89	264.6	NA	NA	7.053E-29	1088	gold
C5H8J1	C5Y925	AF-C5H8J1-F1-model_v3	AF-C5Y925-F1-model_v3	1.9e-108	336.7	1.34e-09	1146.95	2.483E-42	1734	platinum
C8KI33	A0A1Z5RKU2	AF-C8KI33-F1-model_v3	AF-A0A1Z5RKU2-F1-model_v3	2.0e-23	98.2	NA	NA	NA	NA	silver
D0EL35	A0A1B6QC77	AF-D0EL35-F1-model_v3	AF-A0A1B6QC77-F1-model_v3	1.4e-102	354.4	7.31e-07	1642.03	3.762E-80	3572	platinum
D1KF50	C5X9A5	AF-D1KF50-F1-model_v3	AF-C5X9A5-F1-model_v3	0.0e+00	1105.5	2.08e-10	2619.48	NA	NA	gold
