Uniprot_arabadopsis	Uniprot_soybean	AlphaFold_arabadopsis	AlphaFold_soybean	diamond_value	diamond_score	fatcat_value	fatcat_score	foldseek_value	foldseek_score	platinum
A0A1P8BB94	K7LZM4	AF-A0A1P8BB94-F1-model_v3	AF-K7LZM4-F1-model_v3	3.8e-14	63.2	1.25e-02	133.42	NA	NA	gold
A0A1P8BBA5	K7KW92	AF-A0A1P8BBA5-F1-model_v3	AF-K7KW92-F1-model_v3	0.0e+00	1150.6	0.00e+00	2904.63	0.000E+00	6561	platinum
A0A1P8BBF5	I1LEN3	AF-A0A1P8BBF5-F1-model_v3	AF-I1LEN3-F1-model_v3	2.4e-111	319.7	0.00e+00	567.46	5.535E-34	1342	platinum
A0A1P8BBX7	I1KB00	AF-A0A1P8BBX7-F1-model_v3	AF-I1KB00-F1-model_v3	6.0e-04	38.5	NA	NA	NA	NA	silver
A0A1P8BC04	I1LI03	AF-A0A1P8BC04-F1-model_v3	AF-I1LI03-F1-model_v3	2.5e-82	247.7	1.68e-10	489.61	1.035E-17	635	platinum
A0A1P8BC43	A0A0R0IQI3	AF-A0A1P8BC43-F1-model_v3	AF-A0A0R0IQI3-F1-model_v3	7.0e-215	615.9	NA	NA	2.161E-75	3044	gold
A0A1P8BCR2	C6T5E5	AF-A0A1P8BCR2-F1-model_v3	AF-C6T5E5-F1-model_v3	6.8e-104	300.1	0.00e+00	621.27	1.724E-31	1343	platinum
A0A1P8BCU8	A0A0R0ENB3	AF-A0A1P8BCU8-F1-model_v3	AF-A0A0R0ENB3-F1-model_v3	7.3e-68	208.8	0.00e+00	548.24	1.154E-24	1007	platinum
A0A1P8BD72	K7MUS9	AF-A0A1P8BD72-F1-model_v3	AF-K7MUS9-F1-model_v3	5.1e-144	437.2	NA	NA	NA	NA	silver
A0A1P8BD81	I1N5E0	AF-A0A1P8BD81-F1-model_v3	AF-I1N5E0-F1-model_v3	0.0e+00	1468.8	0.00e+00	2969.00	6.165E-93	5831	platinum
A0A1P8BDE8	I1MLS1	AF-A0A1P8BDE8-F1-model_v3	AF-I1MLS1-F1-model_v3	3.3e-168	480.7	NA	NA	1.133E-43	2276	gold
A0A1P8BDL4	I1MNF8	AF-A0A1P8BDL4-F1-model_v3	AF-I1MNF8-F1-model_v3	6.5e-91	266.9	0.00e+00	558.18	7.225E-34	1297	platinum
A0A1P8BDN2	K7KRG6	AF-A0A1P8BDN2-F1-model_v3	AF-K7KRG6-F1-model_v3	4.6e-41	137.5	2.79e-10	370.96	4.055E-16	777	platinum
A0A1P8BDW0	I1LP50	AF-A0A1P8BDW0-F1-model_v3	AF-I1LP50-F1-model_v3	6.7e-57	174.9	3.12e-09	289.42	1.239E-12	629	platinum
A0A1P8BDX3	K7LK00	AF-A0A1P8BDX3-F1-model_v3	AF-K7LK00-F1-model_v3	2.4e-239	684.9	4.65e-08	1545.55	7.320E-63	2702	platinum
A0A1P8BE87	C6TP10	AF-A0A1P8BE87-F1-model_v3	AF-C6TP10-F1-model_v3	1.3e-123	352.8	0.00e+00	595.06	1.974E-41	1606	platinum
A0A1P8BEG4	I1NI58	AF-A0A1P8BEG4-F1-model_v3	AF-I1NI58-F1-model_v3	9.1e-10	49.7	NA	NA	NA	NA	silver
A0A1P8BEG6	I1JLS6	AF-A0A1P8BEG6-F1-model_v3	AF-I1JLS6-F1-model_v3	2.5e-98	282.3	3.33e-16	390.35	1.061E-26	1001	platinum
A0A1P8BEU1	A0A0R0HTS2	AF-A0A1P8BEU1-F1-model_v3	AF-A0A0R0HTS2-F1-model_v3	3.1e-79	240.0	1.06e-10	532.48	1.310E-27	1206	platinum
A0A1P8BEV7	K7M5P0	AF-A0A1P8BEV7-F1-model_v3	AF-K7M5P0-F1-model_v3	3.8e-10	51.6	1.11e-03	120.46	NA	NA	gold
A0A1P8BFV7	A0A0R0FRY7	AF-A0A1P8BFV7-F1-model_v3	AF-A0A0R0FRY7-F1-model_v3	5.3e-65	196.1	4.88e-09	342.15	1.635E-23	867	platinum
A0A1P8BGD5	A0A0R0GNL3	AF-A0A1P8BGD5-F1-model_v3	AF-A0A0R0GNL3-F1-model_v3	2.2e-189	539.7	3.11e-15	1141.37	1.719E-64	2571	platinum
A0A1P8BGF0	I1KLS4	AF-A0A1P8BGF0-F1-model_v3	AF-I1KLS4-F1-model_v3	1.5e-65	208.8	1.87e-05	569.03	NA	NA	gold
A0A1P8BGI7	I1LD08	AF-A0A1P8BGI7-F1-model_v3	AF-I1LD08-F1-model_v3	2.7e-315	868.2	0.00e+00	1674.63	5.102E-91	4237	platinum
A0A1P8BGZ5	K7M9T1	AF-A0A1P8BGZ5-F1-model_v3	AF-K7M9T1-F1-model_v3	1.4e-21	83.2	1.04e-02	152.14	NA	NA	gold
A0A1P8BH03	K7LIJ0	AF-A0A1P8BH03-F1-model_v3	AF-K7LIJ0-F1-model_v3	1.1e-56	191.4	3.72e-06	687.39	5.137E-22	783	platinum
A0A1P8BH59	K7KER1	AF-A0A1P8BH59-F1-model_v3	AF-K7KER1-F1-model_v3	6.9e-40	162.5	4.26e-02	1058.44	1.043E-21	801	platinum
A0A1P8BH81	I1KPD0	AF-A0A1P8BH81-F1-model_v3	AF-I1KPD0-F1-model_v3	5.9e-59	186.0	7.19e-06	451.05	NA	NA	gold
A0A1R7T3A2	I1KNI8	AF-A0A1R7T3A2-F1-model_v3	AF-I1KNI8-F1-model_v3	1.3e-38	133.3	1.60e-05	377.90	6.759E-13	485	platinum
A0A219HZL6	C6T7J8	AF-A0A219HZL6-F1-model_v3	AF-C6T7J8-F1-model_v3	8.1e-106	315.1	7.31e-10	644.89	1.159E-29	1195	platinum
A0A2P2CLF6	I1LNM2	AF-A0A2P2CLF6-F1-model_v3	AF-I1LNM2-F1-model_v3	4.8e-135	375.9	0.00e+00	551.58	4.887E-39	1508	platinum
A0A2P2CLG0	M1FIR2	AF-A0A2P2CLG0-F1-model_v3	AF-M1FIR2-F1-model_v3	1.2e-268	734.9	2.99e-11	993.09	4.220E-60	2447	platinum
A0A2P2CLG6	K7LAX9	AF-A0A2P2CLG6-F1-model_v3	AF-K7LAX9-F1-model_v3	3.3e-32	120.2	NA	NA	NA	NA	silver
A0A2P2CLH3	M1FQL7	AF-A0A2P2CLH3-F1-model_v3	AF-M1FQL7-F1-model_v3	0.0e+00	1152.5	3.99e-07	1247.91	3.506E-85	3553	platinum
A0A2P2CLH5	M1FN36	AF-A0A2P2CLH5-F1-model_v3	AF-M1FN36-F1-model_v3	2.51e-05	614.48	NA	NA	4.660E-29	1442	gold
A0A2P2CLH9	M1FP70	AF-A0A2P2CLH9-F1-model_v3	AF-M1FP70-F1-model_v3	7.2e-104	297.4	6.44e-11	486.79	2.137E-21	694	platinum
A0JJX5	A0A0R0JHJ4	AF-A0JJX5-F1-model_v3	AF-A0A0R0JHJ4-F1-model_v3	8.3e-309	847.4	0.00e+00	1575.99	1.043E-89	4042	platinum
A0JPV5	I1NHZ3	AF-A0JPV5-F1-model_v3	AF-I1NHZ3-F1-model_v3	2.2e-06	45.8	3.19e-02	190.18	NA	NA	gold
A0JQ00	I1N791	AF-A0JQ00-F1-model_v3	AF-I1N791-F1-model_v3	1.2e-47	157.1	8.99e-15	546.86	1.423E-24	992	platinum
A0JQ86	A0A0R0L0C3	AF-A0JQ86-F1-model_v3	AF-A0A0R0L0C3-F1-model_v3	2.1e-84	251.9	NA	NA	NA	NA	silver
A0MFS9	I1KUY0	AF-A0MFS9-F1-model_v3	AF-I1KUY0-F1-model_v3	2.4e-304	843.6	0.00e+00	1775.20	4.919E-70	3521	platinum
A1A6I8	A0A0R0JRI6	AF-A1A6I8-F1-model_v3	AF-A0A0R0JRI6-F1-model_v3	3.9e-116	335.5	NA	NA	NA	NA	silver
A1A6J3	K7LZ80	AF-A1A6J3-F1-model_v3	AF-K7LZ80-F1-model_v3	1.4e-145	413.7	0.00e+00	876.02	7.319E-55	2098	platinum
A1L4V1	K7LHB7	AF-A1L4V1-F1-model_v3	AF-K7LHB7-F1-model_v3	9.5e-203	566.6	0.00e+00	1121.40	1.359E-43	2463	platinum
A1L4V7	I1LNF0	AF-A1L4V7-F1-model_v3	AF-I1LNF0-F1-model_v3	7.0e-162	463.4	0.00e+00	968.09	7.578E-53	2192	platinum
A1L4X0	A0A0R0JEJ3	AF-A1L4X0-F1-model_v3	AF-A0A0R0JEJ3-F1-model_v3	5.5e-144	417.2	NA	NA	4.428E-33	1930	gold
A1L4Y1	I1NHH3	AF-A1L4Y1-F1-model_v3	AF-I1NHH3-F1-model_v3	1.1e-214	595.5	0.00e+00	989.47	8.824E-57	2286	platinum
A1L4Y2	I1J7B3	AF-A1L4Y2-F1-model_v3	AF-I1J7B3-F1-model_v3	1.3e-195	546.2	NA	NA	1.024E-67	2654	gold
A1L4Y4	I1LVH0	AF-A1L4Y4-F1-model_v3	AF-I1LVH0-F1-model_v3	4.3e-199	554.7	0.00e+00	1054.22	3.972E-68	2631	platinum
A2RVJ8	I1K4P5	AF-A2RVJ8-F1-model_v3	AF-I1K4P5-F1-model_v3	7.1e-151	432.2	0.00e+00	957.46	1.528E-52	2038	platinum
A2RVM4	I1MNS0	AF-A2RVM4-F1-model_v3	AF-I1MNS0-F1-model_v3	2.9e-151	427.6	0.00e+00	805.87	8.280E-49	1927	platinum
A2RVM8	I1LEL2	AF-A2RVM8-F1-model_v3	AF-I1LEL2-F1-model_v3	2.5e-44	157.9	NA	NA	5.090E-20	774	gold
A2RVP7	I1LP70	AF-A2RVP7-F1-model_v3	AF-I1LP70-F1-model_v3	2.0e-70	211.1	0.00e+00	448.79	3.447E-17	865	platinum
A2RVR7	A0A0R0KN35	AF-A2RVR7-F1-model_v3	AF-A0A0R0KN35-F1-model_v3	5.5e-201	563.9	0.00e+00	1100.65	2.540E-55	2404	platinum
A2RVS4	C6TFS9	AF-A2RVS4-F1-model_v3	AF-C6TFS9-F1-model_v3	1.6e-58	181.0	0.00e+00	440.22	1.051E-24	1012	platinum
A2RVS6	I1KB06	AF-A2RVS6-F1-model_v3	AF-I1KB06-F1-model_v3	4.3e-121	348.2	NA	NA	8.540E-41	1601	gold
A2RVT6	C6SZ82	AF-A2RVT6-F1-model_v3	AF-C6SZ82-F1-model_v3	2.4e-57	181.0	NA	NA	NA	NA	silver
A2RVT9	K7LJV1	AF-A2RVT9-F1-model_v3	AF-K7LJV1-F1-model_v3	8.8e-94	271.9	0.00e+00	532.38	1.123E-31	1429	platinum
A2RVV7	K7KE36	AF-A2RVV7-F1-model_v3	AF-K7KE36-F1-model_v3	8.2e-163	459.9	0.00e+00	920.86	7.513E-56	2229	platinum
A3EWL3	I1JB00	AF-A3EWL3-F1-model_v3	AF-I1JB00-F1-model_v3	0.0e+00	1021.5	1.62e-07	2248.12	0.000E+00	4935	platinum
A3KPF3	I1MZJ7	AF-A3KPF3-F1-model_v3	AF-I1MZJ7-F1-model_v3	9.0e-282	775.4	0.00e+00	1522.02	2.063E-53	3195	platinum
A4FVN8	K7N4K5	AF-A4FVN8-F1-model_v3	AF-K7N4K5-F1-model_v3	8.2e-315	862.8	0.00e+00	1514.49	8.926E-95	4160	platinum
A4IJ37	K7L9T5	AF-A4IJ37-F1-model_v3	AF-K7L9T5-F1-model_v3	1.9e-198	560.1	NA	NA	5.697E-68	2654	gold
A4IJ41	I1KB51	AF-A4IJ41-F1-model_v3	AF-I1KB51-F1-model_v3	9.7e-146	426.0	5.00e-15	1019.26	3.346E-54	2211	platinum
A6QRA1	I1NI41	AF-A6QRA1-F1-model_v3	AF-I1NI41-F1-model_v3	2.2e-93	270.4	0.00e+00	526.40	1.223E-26	1255	platinum
A7XDQ9	A0A0R0K0I8	AF-A7XDQ9-F1-model_v3	AF-A0A0R0K0I8-F1-model_v3	0.0e+00	932.6	0.00e+00	1670.73	3.043E-103	4305	platinum
A8MQA2	I1LUG5	AF-A8MQA2-F1-model_v3	AF-I1LUG5-F1-model_v3	7.1e-32	109.8	5.18e-09	274.23	2.371E-08	413	platinum
A8MQN7	C6T3Q4	AF-A8MQN7-F1-model_v3	AF-C6T3Q4-F1-model_v3	2.0e-07	47.0	1.01e-08	294.65	NA	NA	gold
A8MQR0	A0A0R0KVA8	AF-A8MQR0-F1-model_v3	AF-A0A0R0KVA8-F1-model_v3	1.5e-128	395.2	6.43e-09	1606.01	8.802E-31	1295	platinum
A8MQS6	C6T0X9	AF-A8MQS6-F1-model_v3	AF-C6T0X9-F1-model_v3	8.4e-26	91.3	7.35e-05	142.34	8.292E-05	193	platinum
A8MR03	I1MJ16	AF-A8MR03-F1-model_v3	AF-I1MJ16-F1-model_v3	2.2e-136	391.0	2.16e-10	766.17	1.858E-34	1457	platinum
A8MR21	K7M0G7	AF-A8MR21-F1-model_v3	AF-K7M0G7-F1-model_v3	1.6e-181	517.7	NA	NA	NA	NA	silver
A8MR54	I1NG29	AF-A8MR54-F1-model_v3	AF-I1NG29-F1-model_v3	7.1e-15	64.7	2.38e-02	109.88	7.817E-04	174	platinum
A8MR59	I1MKM9	AF-A8MR59-F1-model_v3	AF-I1MKM9-F1-model_v3	1.9e-22	90.9	1.79e-05	367.29	NA	NA	gold
A8MR65	I1KK08	AF-A8MR65-F1-model_v3	AF-I1KK08-F1-model_v3	2.1e-07	50.1	5.01e-02	260.62	NA	NA	gold
A8MR80	K7MKB7	AF-A8MR80-F1-model_v3	AF-K7MKB7-F1-model_v3	6.8e-27	96.3	2.36e-06	237.08	1.098E-06	306	platinum
A8MR93	A0A0R0KMM9	AF-A8MR93-F1-model_v3	AF-A0A0R0KMM9-F1-model_v3	1.3e-246	683.7	0.00e+00	1431.76	4.297E-59	3171	platinum
A8MR99	K7M9N2	AF-A8MR99-F1-model_v3	AF-K7M9N2-F1-model_v3	0.0e+00	923.3	0.00e+00	2006.90	1.078E-79	4103	platinum
A8MRC1	A0A0R0EEC4	AF-A8MRC1-F1-model_v3	AF-A0A0R0EEC4-F1-model_v3	5.8e-248	698.0	0.00e+00	1478.58	3.069E-78	3678	platinum
A8MRE9	A0A0R0FYW5	AF-A8MRE9-F1-model_v3	AF-A0A0R0FYW5-F1-model_v3	1.4e-06	40.0	4.74e-05	112.50	NA	NA	gold
A8MRK9	K7MV80	AF-A8MRK9-F1-model_v3	AF-K7MV80-F1-model_v3	2.2e-23	89.0	NA	NA	NA	NA	silver
A8MRN4	K7MYJ6	AF-A8MRN4-F1-model_v3	AF-K7MYJ6-F1-model_v3	1.3e-17	77.8	2.67e-04	272.99	NA	NA	gold
A8MRP2	C6T4K7	AF-A8MRP2-F1-model_v3	AF-C6T4K7-F1-model_v3	2.4e-57	177.2	NA	NA	NA	NA	silver
A8MRZ2	A0A0R0K3J4	AF-A8MRZ2-F1-model_v3	AF-A0A0R0K3J4-F1-model_v3	2.9e-33	121.3	NA	NA	NA	NA	silver
A8MS32	I1MJ45	AF-A8MS32-F1-model_v3	AF-I1MJ45-F1-model_v3	6.17e-02	109.41	NA	NA	NA	NA	silver
A8MS41	A0A0R0IBI3	AF-A8MS41-F1-model_v3	AF-A0A0R0IBI3-F1-model_v3	8.5e-153	438.3	2.57e-13	849.95	1.085E-52	2126	platinum
A8MS68	I1KMS8	AF-A8MS68-F1-model_v3	AF-I1KMS8-F1-model_v3	0.0e+00	914.4	NA	NA	NA	NA	silver
A9LLI8	I1KFD3	AF-A9LLI8-F1-model_v3	AF-I1KFD3-F1-model_v3	0.0e+00	1077.8	6.66e-16	2069.48	1.046E-98	4700	platinum
A9LNK9	I1MG20	AF-A9LNK9-F1-model_v3	AF-I1MG20-F1-model_v3	5.2e-259	728.4	3.72e-08	1374.08	9.969E-74	2837	platinum
B0F481	I1LVT1	AF-B0F481-F1-model_v3	AF-I1LVT1-F1-model_v3	0.0e+00	1127.1	0.00e+00	2161.82	0.000E+00	5262	platinum
B0F9L4	I1N6Z5	AF-B0F9L4-F1-model_v3	AF-I1N6Z5-F1-model_v3	0.0e+00	1109.0	0.00e+00	2390.87	1.743E-71	4477	platinum
B0M1H3	A0A0R0FEN6	AF-B0M1H3-F1-model_v3	AF-A0A0R0FEN6-F1-model_v3	1.5e-212	614.0	NA	NA	9.524E-39	2549	gold
B3DNN5	I1KDK4	AF-B3DNN5-F1-model_v3	AF-I1KDK4-F1-model_v3	2.1e-309	846.7	0.00e+00	1519.06	1.155E-59	3387	platinum
B3DNP3	K7MFD5	AF-B3DNP3-F1-model_v3	AF-K7MFD5-F1-model_v3	5.3e-251	696.4	0.00e+00	1346.92	1.346E-85	3416	platinum
B3H4G1	A0A0R0KL03	AF-B3H4G1-F1-model_v3	AF-A0A0R0KL03-F1-model_v3	1.4e-44	146.7	NA	NA	NA	NA	silver
B3H4L6	K7MAQ5	AF-B3H4L6-F1-model_v3	AF-K7MAQ5-F1-model_v3	7.1e-12	56.6	1.87e-04	157.25	NA	NA	gold
B3H4P1	K7LNC7	AF-B3H4P1-F1-model_v3	AF-K7LNC7-F1-model_v3	2.4e-187	545.8	0.00e+00	1664.33	1.552E-46	3030	platinum
B3H5Q1	A0A0R0KZR2	AF-B3H5Q1-F1-model_v3	AF-A0A0R0KZR2-F1-model_v3	1.1e-221	622.5	0.00e+00	1361.65	3.357E-70	3094	platinum
B3H615	C6TJE0	AF-B3H615-F1-model_v3	AF-C6TJE0-F1-model_v3	5.6e-155	432.6	8.68e-10	551.79	2.589E-29	1202	platinum
B3H642	C6TFJ9	AF-B3H642-F1-model_v3	AF-C6TFJ9-F1-model_v3	8.5e-17	69.3	NA	NA	NA	NA	silver
B3H672	K7MLR1	AF-B3H672-F1-model_v3	AF-K7MLR1-F1-model_v3	2.3e-203	588.2	0.00e+00	1688.18	3.053E-48	2919	platinum
B3H686	I1MD60	AF-B3H686-F1-model_v3	AF-I1MD60-F1-model_v3	4.5e-109	318.9	0.00e+00	726.78	5.642E-41	1693	platinum
B3H693	K7LIM8	AF-B3H693-F1-model_v3	AF-K7LIM8-F1-model_v3	5.2e-105	323.2	NA	NA	6.794E-46	1873	gold
B3H6D0	A0A0R0K377	AF-B3H6D0-F1-model_v3	AF-A0A0R0K377-F1-model_v3	4.0e-49	156.0	NA	NA	1.262E-15	623	gold
B3H6G9	A0A0R0EZE2	AF-B3H6G9-F1-model_v3	AF-A0A0R0EZE2-F1-model_v3	7.2e-104	307.8	0.00e+00	725.72	3.777E-37	1477	platinum
B3H6H3	K7MVD8	AF-B3H6H3-F1-model_v3	AF-K7MVD8-F1-model_v3	6.4e-22	80.5	NA	NA	NA	NA	silver
B3H6K1	K7L971	AF-B3H6K1-F1-model_v3	AF-K7L971-F1-model_v3	2.8e-163	468.4	0.00e+00	1153.86	6.525E-36	2071	platinum
B3H6L5	K7KER9	AF-B3H6L5-F1-model_v3	AF-K7KER9-F1-model_v3	3.1e-183	533.1	3.77e-15	1402.69	NA	NA	gold
B3H6N4	I1KWQ4	AF-B3H6N4-F1-model_v3	AF-I1KWQ4-F1-model_v3	2.8e-63	204.1	2.56e-04	537.82	1.609E-16	608	platinum
B3H6R4	A0A0R0HQM9	AF-B3H6R4-F1-model_v3	AF-A0A0R0HQM9-F1-model_v3	5.7e-42	139.4	NA	NA	8.020E-11	488	gold
B3H6Z2	I1K7R3	AF-B3H6Z2-F1-model_v3	AF-I1K7R3-F1-model_v3	7.5e-69	209.1	NA	NA	3.112E-25	928	gold
B3H6Z8	A0A0R0JZ28	AF-B3H6Z8-F1-model_v3	AF-A0A0R0JZ28-F1-model_v3	0.0e+00	1050.8	2.25e-14	2424.10	0.000E+00	4453	platinum
B3H764	C6TFF4	AF-B3H764-F1-model_v3	AF-C6TFF4-F1-model_v3	9.0e-30	101.3	NA	NA	3.512E-06	214	gold
B3H7F0	K7LFH9	AF-B3H7F0-F1-model_v3	AF-K7LFH9-F1-model_v3	3.8e-40	135.2	0.00e+00	468.48	NA	NA	gold
B3LF83	I1LU31	AF-B3LF83-F1-model_v3	AF-I1LU31-F1-model_v3	1.1e-174	495.7	NA	NA	7.332E-43	2277	gold
B3LF89	A0A0R0ERP7	AF-B3LF89-F1-model_v3	AF-A0A0R0ERP7-F1-model_v3	4.0e-207	570.1	0.00e+00	963.43	3.242E-50	2549	platinum
B3LFA4	A0A0R0EM71	AF-B3LFA4-F1-model_v3	AF-A0A0R0EM71-F1-model_v3	2.1e-222	625.2	0.00e+00	1454.14	4.754E-69	3303	platinum
B4F7Q0	I1KT43	AF-B4F7Q0-F1-model_v3	AF-I1KT43-F1-model_v3	2.2e-32	122.5	NA	NA	NA	NA	silver
B5BT18	K7LS80	AF-B5BT18-F1-model_v3	AF-K7LS80-F1-model_v3	0.0e+00	2665.6	0.00e+00	5025.73	0.000E+00	11730	platinum
B5X0I6	I1L1N9	AF-B5X0I6-F1-model_v3	AF-I1L1N9-F1-model_v3	0.0e+00	1414.1	0.00e+00	2937.30	8.748E-100	5835	platinum
B5X0N6	I1MXC4	AF-B5X0N6-F1-model_v3	AF-I1MXC4-F1-model_v3	4.4e-297	819.7	0.00e+00	1565.06	1.682E-61	3374	platinum
B5X4Z4	K7LN31	AF-B5X4Z4-F1-model_v3	AF-K7LN31-F1-model_v3	3.8e-289	800.8	NA	NA	2.300E-91	3654	gold
B5X4Z9	K7LSU1	AF-B5X4Z9-F1-model_v3	AF-K7LSU1-F1-model_v3	3.8e-175	513.1	NA	NA	1.531E-65	2807	gold
B5X503	K7L3M1	AF-B5X503-F1-model_v3	AF-K7L3M1-F1-model_v3	1.2e-219	625.2	3.44e-15	1426.30	4.313E-74	3200	platinum
B5X582	K7MB62	AF-B5X582-F1-model_v3	AF-K7MB62-F1-model_v3	0.0e+00	892.1	0.00e+00	1849.58	0.000E+00	4319	platinum
B6IDH3	K7L1U9	AF-B6IDH3-F1-model_v3	AF-K7L1U9-F1-model_v3	4.5e-215	604.4	0.00e+00	1216.25	3.592E-46	2599	platinum
B6IDH4	I1K1L1	AF-B6IDH4-F1-model_v3	AF-I1K1L1-F1-model_v3	3.9e-187	522.7	0.00e+00	1039.81	1.810E-59	2307	platinum
B6IDH6	I1M917	AF-B6IDH6-F1-model_v3	AF-I1M917-F1-model_v3	2.1e-94	278.9	1.78e-11	601.20	2.450E-23	1139	platinum
B6SFA4	A0A0R0IIL5	AF-B6SFA4-F1-model_v3	AF-A0A0R0IIL5-F1-model_v3	6.1e-313	878.6	0.00e+00	1943.11	7.915E-104	4433	platinum
B8XCH5	I1JZS2	AF-B8XCH5-F1-model_v3	AF-I1JZS2-F1-model_v3	0.0e+00	1486.5	0.00e+00	2670.86	0.000E+00	7153	platinum
B9DFG3	K7K1N0	AF-B9DFG3-F1-model_v3	AF-K7K1N0-F1-model_v3	0.0e+00	1473.0	0.00e+00	3037.25	NA	NA	gold
B9DFK5	I1N2N4	AF-B9DFK5-F1-model_v3	AF-I1N2N4-F1-model_v3	5.9e-175	497.3	1.69e-13	1053.51	NA	NA	gold
B9DFV2	A0A0R0FD25	AF-B9DFV2-F1-model_v3	AF-A0A0R0FD25-F1-model_v3	2.3e-222	651.0	5.98e-05	1530.21	6.789E-75	2796	platinum
B9DFX7	I1K8G7	AF-B9DFX7-F1-model_v3	AF-I1K8G7-F1-model_v3	0.0e+00	1174.1	0.00e+00	2452.93	0.000E+00	5734	platinum
B9DFZ2	A0A368UHE6	AF-B9DFZ2-F1-model_v3	AF-A0A368UHE6-F1-model_v3	6.1e-157	456.4	1.39e-09	1084.12	NA	NA	gold
B9DG41	I1N1W0	AF-B9DG41-F1-model_v3	AF-I1N1W0-F1-model_v3	3.8e-108	311.6	0.00e+00	592.22	5.417E-37	1496	platinum
B9DG73	I1JFX0	AF-B9DG73-F1-model_v3	AF-I1JFX0-F1-model_v3	3.9e-54	172.6	1.92e-10	410.22	9.567E-21	817	platinum
B9DG91	K7LZG4	AF-B9DG91-F1-model_v3	AF-K7LZG4-F1-model_v3	1.6e-25	103.2	NA	NA	NA	NA	silver
B9DGC0	I1KRH0	AF-B9DGC0-F1-model_v3	AF-I1KRH0-F1-model_v3	2.0e-201	561.2	0.00e+00	1074.90	2.355E-58	2516	platinum
B9DGI8	B2DBE7	AF-B9DGI8-F1-model_v3	AF-B2DBE7-F1-model_v3	1.1e-75	238.4	NA	NA	3.974E-19	671	gold
B9DGJ0	I1NCG0	AF-B9DGJ0-F1-model_v3	AF-I1NCG0-F1-model_v3	5.7e-19	79.7	5.63e-03	279.75	1.451E-05	240	platinum
B9DGS8	I1JDI4	AF-B9DGS8-F1-model_v3	AF-I1JDI4-F1-model_v3	3.7e-113	325.5	0.00e+00	689.27	5.972E-36	1531	platinum
B9DGY1	I1LXM9	AF-B9DGY1-F1-model_v3	AF-I1LXM9-F1-model_v3	0.0e+00	1022.7	0.00e+00	1810.63	2.313E-81	4020	platinum
B9DHA5	I1N635	AF-B9DHA5-F1-model_v3	AF-I1N635-F1-model_v3	4.4e-177	503.1	0.00e+00	1105.56	6.270E-67	2679	platinum
B9DHA6	I1JQ42	AF-B9DHA6-F1-model_v3	AF-I1JQ42-F1-model_v3	2.8e-88	252.7	0.00e+00	359.98	3.475E-28	1051	platinum
C0LGD7	I1MZN5	AF-C0LGD7-F1-model_v3	AF-I1MZN5-F1-model_v3	9.0e-309	877.9	0.00e+00	2525.47	0.000E+00	6009	platinum
C0LGE4	K7K536	AF-C0LGE4-F1-model_v3	AF-K7K536-F1-model_v3	5.6e-212	625.2	0.00e+00	2405.55	4.992E-102	5347	platinum
C0LGH8	I1JA62	AF-C0LGH8-F1-model_v3	AF-I1JA62-F1-model_v3	7.0e-261	733.4	0.00e+00	1754.68	9.524E-97	3999	platinum
C0LGJ1	I1MTX3	AF-C0LGJ1-F1-model_v3	AF-I1MTX3-F1-model_v3	1.2e-287	834.7	0.00e+00	2873.93	0.000E+00	6462	platinum
C0LGQ4	A0A0R0JW59	AF-C0LGQ4-F1-model_v3	AF-A0A0R0JW59-F1-model_v3	2.1e-178	525.8	3.09e-13	1463.22	5.563E-76	3015	platinum
C0LGQ9	K7LBG5	AF-C0LGQ9-F1-model_v3	AF-K7LBG5-F1-model_v3	6.8e-318	909.1	0.00e+00	2786.76	0.000E+00	6591	platinum
C0LGT1	K7KQX3	AF-C0LGT1-F1-model_v3	AF-K7KQX3-F1-model_v3	1.1e-291	807.4	0.00e+00	1669.29	1.081E-95	4101	platinum
C0LGU0	K7L4M7	AF-C0LGU0-F1-model_v3	AF-K7L4M7-F1-model_v3	2.0e-201	580.9	0.00e+00	1557.58	1.405E-79	3201	platinum
C0LGU5	K7M1A0	AF-C0LGU5-F1-model_v3	AF-K7M1A0-F1-model_v3	2.7e-250	703.0	0.00e+00	1601.79	1.143E-84	3689	platinum
C0LGV0	A0A0R0FXW5	AF-C0LGV0-F1-model_v3	AF-A0A0R0FXW5-F1-model_v3	0.0e+00	1038.1	0.00e+00	2395.17	0.000E+00	5825	platinum
C0LGX3	K7K4S9	AF-C0LGX3-F1-model_v3	AF-K7K4S9-F1-model_v3	1.7e-145	459.1	0.00e+00	2579.57	4.937E-102	5484	platinum
C0LU16	C6SZL0	AF-C0LU16-F1-model_v3	AF-C6SZL0-F1-model_v3	7.7e-64	191.8	0.00e+00	366.09	7.222E-15	574	platinum
C0SVV6	K7MKS1	AF-C0SVV6-F1-model_v3	AF-K7MKS1-F1-model_v3	2.3e-154	452.2	7.21e-14	1166.79	8.239E-60	2408	platinum
C0Z225	A0A368UJZ4	AF-C0Z225-F1-model_v3	AF-A0A368UJZ4-F1-model_v3	5.4e-158	461.1	1.33e-14	1201.08	2.054E-38	2253	platinum
C0Z252	A0A0R0HRH4	AF-C0Z252-F1-model_v3	AF-A0A0R0HRH4-F1-model_v3	1.5e-28	117.9	2.88e-01	486.57	3.222E-08	315	platinum
