Uniprot_arabadopsis	Uniprot_human	AlphaFold_arabadopsis	AlphaFold_human	diamond_value	diamond_score	fatcat_value	fatcat_score	foldseek_value	foldseek_score	platinum
F4IUY8	Q96PV6	AF-F4IUY8-F1-model_v3	AF-Q96PV6-F1-model_v3	1.2e-66	240.0	1.74e-03	1213.07	NA	NA	gold
F4IV45	Q86WJ1	AF-F4IV45-F1-model_v3	AF-Q86WJ1-F1-model_v3	5.7e-150	464.5	0.00e+00	1817.53	4.085E-71	3247	platinum
F4IVJ8	Q5VYK3	AF-F4IVJ8-F1-model_v3	AF-Q5VYK3-F1-model_v3	3.7e-209	673.3	0.00e+00	4128.08	3.981E-76	5126	platinum
F4IVL6	O75165	AF-F4IVL6-F1-model_v3	AF-O75165-F1-model_v3	7.8e-234	765.4	0.00e+00	4848.11	NA	NA	gold
F4IWB2	Q12849	AF-F4IWB2-F1-model_v3	AF-Q12849-F1-model_v3	2.8e-28	113.2	NA	NA	NA	NA	silver
F4IWG2	Q75T13	AF-F4IWG2-F1-model_v3	AF-Q75T13-F1-model_v3	2.4e-35	146.0	4.66e-15	1626.39	1.562E-46	2297	platinum
F4IXE7	Q9UPN9	AF-F4IXE7-F1-model_v3	AF-Q9UPN9-F1-model_v3	3.0e-11	68.2	NA	NA	NA	NA	silver
F4IY04	Q9NX74	AF-F4IY04-F1-model_v3	AF-Q9NX74-F1-model_v3	2.4e-97	296.6	0.00e+00	899.68	1.911E-41	1802	platinum
F4IYB7	Q6UW68	AF-F4IYB7-F1-model_v3	AF-Q6UW68-F1-model_v3	1.6e-28	105.9	0.00e+00	500.83	2.185E-10	588	platinum
F4IYM6	O60942	AF-F4IYM6-F1-model_v3	AF-O60942-F1-model_v3	9.4e-91	294.3	0.00e+00	1292.73	2.758E-53	2280	platinum
F4IYR7	Q9H9A6	AF-F4IYR7-F1-model_v3	AF-Q9H9A6-F1-model_v3	3.8e-07	53.1	0.00e+00	1356.67	5.404E-34	1839	platinum
F4IZC4	Q0GE19	AF-F4IZC4-F1-model_v3	AF-Q0GE19-F1-model_v3	1.1e-16	80.9	1.55e-11	738.00	7.751E-13	738	platinum
F4IZM8	P51858	AF-F4IZM8-F1-model_v3	AF-P51858-F1-model_v3	6.4e-10	61.2	NA	NA	NA	NA	silver
F4IZR5	O14980	AF-F4IZR5-F1-model_v3	AF-O14980-F1-model_v3	0.0e+00	1021.5	0.00e+00	2888.11	2.164E-70	4787	platinum
F4J153	Q8N9R8	AF-F4J153-F1-model_v3	AF-Q8N9R8-F1-model_v3	1.1e-92	297.7	0.00e+00	1147.71	1.156E-35	1873	platinum
F4J246	Q15021	AF-F4J246-F1-model_v3	AF-Q15021-F1-model_v3	2.3e-96	340.5	0.00e+00	2952.81	2.344E-54	3660	platinum
F4J262	Q9BRB3	AF-F4J262-F1-model_v3	AF-Q9BRB3-F1-model_v3	1.7e-24	108.2	4.44e-07	953.55	2.465E-14	811	platinum
F4J2K4	Q02224	AF-F4J2K4-F1-model_v3	AF-Q02224-F1-model_v3	1.2e-101	354.0	1.57e-03	2807.57	1.526E-51	2158	platinum
F4J2T9	Q7Z2Z2	AF-F4J2T9-F1-model_v3	AF-Q7Z2Z2-F1-model_v3	2.2e-239	708.0	0.00e+00	2190.86	8.028E-102	4609	platinum
F4J355	P24666	AF-F4J355-F1-model_v3	AF-P24666-F1-model_v3	1.1e-26	101.7	0.00e+00	422.97	8.717E-17	689	platinum
F4J3A9	Q9BVS4	AF-F4J3A9-F1-model_v3	AF-Q9BVS4-F1-model_v3	4.4e-119	359.4	1.84e-12	994.43	6.066E-41	1792	platinum
F4J3Q1	Q7L8W6	AF-F4J3Q1-F1-model_v3	AF-Q7L8W6-F1-model_v3	8.4e-90	282.0	0.00e+00	697.53	1.259E-35	1512	platinum
F4J4C8	Q9UPQ8	AF-F4J4C8-F1-model_v3	AF-Q9UPQ8-F1-model_v3	6.8e-44	164.1	0.00e+00	1193.51	5.579E-19	1246	platinum
F4J5S1	O75153	AF-F4J5S1-F1-model_v3	AF-O75153-F1-model_v3	1.1e-147	483.8	1.89e-15	2640.25	2.025E-74	4041	platinum
F4J6A8	Q99543	AF-F4J6A8-F1-model_v3	AF-Q99543-F1-model_v3	2.4e-66	229.2	3.04e-09	1181.17	3.083E-27	1481	platinum
F4J6I6	Q9Y2Z9	AF-F4J6I6-F1-model_v3	AF-Q9Y2Z9-F1-model_v3	6.7e-78	251.9	0.00e+00	1026.57	3.752E-50	2094	platinum
F4J6X3	Q6P1N9	AF-F4J6X3-F1-model_v3	AF-Q6P1N9-F1-model_v3	7.7e-104	306.2	0.00e+00	813.01	1.538E-40	1688	platinum
F4J890	Q5T1Q4	AF-F4J890-F1-model_v3	AF-Q5T1Q4-F1-model_v3	7.5e-69	221.9	NA	NA	2.894E-20	1180	gold
F4J8A2	Q9H741	AF-F4J8A2-F1-model_v3	AF-Q9H741-F1-model_v3	7.2e-17	77.0	2.72e-05	264.50	3.242E-09	404	platinum
F4J8G7	Q69YN4	AF-F4J8G7-F1-model_v3	AF-Q69YN4-F1-model_v3	1.9e-04	47.0	4.68e-07	2109.92	NA	NA	gold
F4J8K6	Q14690	AF-F4J8K6-F1-model_v3	AF-Q14690-F1-model_v3	1.6e-210	679.9	1.02e-11	3694.21	0.000E+00	6826	platinum
F4J8L1	Q96DM3	AF-F4J8L1-F1-model_v3	AF-Q96DM3-F1-model_v3	1.2e-39	155.2	0.00e+00	1317.69	4.813E-37	1852	platinum
F4J8X6	Q13283	AF-F4J8X6-F1-model_v3	AF-Q13283-F1-model_v3	1.5e-14	76.3	NA	NA	NA	NA	silver
F4J9M5	P51531	AF-F4J9M5-F1-model_v3	AF-P51531-F1-model_v3	8.9e-202	626.7	3.37e-12	2237.58	1.211E-82	3761	platinum
F4JAA5	Q15477	AF-F4JAA5-F1-model_v3	AF-Q15477-F1-model_v3	1.4e-262	783.5	2.22e-16	2481.37	8.381E-96	5042	platinum
F4JBR5	Q8NB46	AF-F4JBR5-F1-model_v3	AF-Q8NB46-F1-model_v3	1.3e-04	43.1	NA	NA	NA	NA	silver
F4JC31	Q6IN85	AF-F4JC31-F1-model_v3	AF-Q6IN85-F1-model_v3	4.7e-119	381.7	6.14e-13	1669.50	NA	NA	gold
F4JC97	Q14997	AF-F4JC97-F1-model_v3	AF-Q14997-F1-model_v3	1.6e-81	298.9	0.00e+00	3309.95	1.154E-53	3505	platinum
F4JCV6	Q96EZ8	AF-F4JCV6-F1-model_v3	AF-Q96EZ8-F1-model_v3	4.8e-14	75.1	9.18e-03	558.92	NA	NA	gold
F4JCX1	P08236	AF-F4JCX1-F1-model_v3	AF-P08236-F1-model_v3	1.2e-23	107.5	0.00e+00	997.90	2.138E-31	1567	platinum
F4JDV4	Q6ZN54	AF-F4JDV4-F1-model_v3	AF-Q6ZN54-F1-model_v3	4.3e-27	116.7	2.51e-04	687.21	NA	NA	gold
F4JE34	Q5SXM8	AF-F4JE34-F1-model_v3	AF-Q5SXM8-F1-model_v3	6.4e-16	72.8	4.25e-05	269.23	NA	NA	gold
F4JEP5	O43196	AF-F4JEP5-F1-model_v3	AF-O43196-F1-model_v3	8.9e-105	341.7	0.00e+00	1864.69	1.091E-65	3056	platinum
F4JET1	Q9NXX6	AF-F4JET1-F1-model_v3	AF-Q9NXX6-F1-model_v3	1.0e-11	65.9	3.43e-06	571.70	9.566E-13	581	platinum
F4JEX5	Q6PIW4	AF-F4JEX5-F1-model_v3	AF-Q6PIW4-F1-model_v3	8.7e-123	380.6	2.86e-09	1168.47	2.498E-39	1920	platinum
F4JG68	Q9NUP7	AF-F4JG68-F1-model_v3	AF-Q9NUP7-F1-model_v3	4.6e-48	171.8	2.12e-12	817.67	1.779E-29	1323	platinum
F4JHC9	O14734	AF-F4JHC9-F1-model_v3	AF-O14734-F1-model_v3	1.1e-65	213.4	1.67e-15	757.69	3.595E-34	1522	platinum
F4JHI1	Q5TAP6	AF-F4JHI1-F1-model_v3	AF-Q5TAP6-F1-model_v3	2.9e-35	144.1	3.05e-04	1029.33	NA	NA	gold
F4JHM9	Q8N3P4	AF-F4JHM9-F1-model_v3	AF-Q8N3P4-F1-model_v3	4.8e-66	248.1	5.92e-10	2692.77	NA	NA	gold
F4JI46	Q9P227	AF-F4JI46-F1-model_v3	AF-Q9P227-F1-model_v3	7.2e-12	67.8	NA	NA	NA	NA	silver
F4JI63	Q8TB22	AF-F4JI63-F1-model_v3	AF-Q8TB22-F1-model_v3	8.3e-205	600.5	0.00e+00	1931.71	6.462E-70	3625	platinum
F4JJC3	Q70Z53	AF-F4JJC3-F1-model_v3	AF-Q70Z53-F1-model_v3	1.3e-60	194.9	9.03e-05	479.67	5.590E-22	860	platinum
F4JJT9	Q6PI48	AF-F4JJT9-F1-model_v3	AF-Q6PI48-F1-model_v3	7.1e-133	405.2	0.00e+00	1516.53	1.963E-66	2881	platinum
F4JKK0	O60337	AF-F4JKK0-F1-model_v3	AF-O60337-F1-model_v3	6.4e-125	405.2	1.17e-12	1912.83	5.919E-47	2463	platinum
F4JKN4	Q96JX3	AF-F4JKN4-F1-model_v3	AF-Q96JX3-F1-model_v3	3.1e-49	186.8	1.86e-06	911.63	NA	NA	gold
F4JLM5	P41252	AF-F4JLM5-F1-model_v3	AF-P41252-F1-model_v3	0.0e+00	1176.4	0.00e+00	2942.61	0.000E+00	6495	platinum
F4JMJ1	Q9Y4L1	AF-F4JMJ1-F1-model_v3	AF-Q9Y4L1-F1-model_v3	2.7e-92	313.2	0.00e+00	2031.43	7.535E-69	3259	platinum
F4JML5	Q13825	AF-F4JML5-F1-model_v3	AF-Q13825-F1-model_v3	1.8e-80	247.3	0.00e+00	798.14	1.245E-37	1523	platinum
F4JN04	P31146	AF-F4JN04-F1-model_v3	AF-P31146-F1-model_v3	9.2e-05	44.7	NA	NA	NA	NA	silver
F4JN26	Q9UHC1	AF-F4JN26-F1-model_v3	AF-Q9UHC1-F1-model_v3	4.9e-31	132.9	3.95e-04	1736.02	3.623E-44	1961	platinum
F4JNL5	Q5JTH9	AF-F4JNL5-F1-model_v3	AF-Q5JTH9-F1-model_v3	8.4e-21	99.4	NA	NA	NA	NA	silver
F4JNQ9	P61165	AF-F4JNQ9-F1-model_v3	AF-P61165-F1-model_v3	1.2e-08	47.8	1.10e-05	169.64	NA	NA	gold
F4JNX3	Q7Z624	AF-F4JNX3-F1-model_v3	AF-Q7Z624-F1-model_v3	2.8e-37	135.2	0.00e+00	648.30	1.383E-26	1129	platinum
F4JNY0	Q9UBZ4	AF-F4JNY0-F1-model_v3	AF-Q9UBZ4-F1-model_v3	1.7e-55	196.4	1.23e-07	907.65	NA	NA	gold
F4JP48	O15457	AF-F4JP48-F1-model_v3	AF-O15457-F1-model_v3	1.0e-135	425.6	0.00e+00	1926.63	NA	NA	gold
F4JP86	Q13395	AF-F4JP86-F1-model_v3	AF-Q13395-F1-model_v3	2.6e-46	184.1	3.79e-14	2645.01	5.447E-34	2274	platinum
F4JQ75	Q15020	AF-F4JQ75-F1-model_v3	AF-Q15020-F1-model_v3	4.0e-64	232.3	6.18e-10	1621.29	NA	NA	gold
F4JQ90	Q96C11	AF-F4JQ90-F1-model_v3	AF-Q96C11-F1-model_v3	1.8e-180	520.8	0.00e+00	1531.37	7.264E-71	3196	platinum
F4JRF4	Q9UIF7	AF-F4JRF4-F1-model_v3	AF-Q9UIF7-F1-model_v3	1.1e-88	286.2	3.05e-14	982.12	7.292E-40	1811	platinum
F4JRJ6	Q9H5Z1	AF-F4JRJ6-F1-model_v3	AF-Q9H5Z1-F1-model_v3	1.7e-239	681.4	NA	NA	4.181E-83	3604	gold
F4JRR1	Q14746	AF-F4JRR1-F1-model_v3	AF-Q14746-F1-model_v3	1.4e-98	321.2	0.00e+00	1733.49	8.326E-33	2025	platinum
F4JS25	Q8NBP0	AF-F4JS25-F1-model_v3	AF-Q8NBP0-F1-model_v3	8.5e-38	153.3	3.44e-15	1760.38	NA	NA	gold
F4JSC0	Q13610	AF-F4JSC0-F1-model_v3	AF-Q13610-F1-model_v3	5.5e-50	178.7	4.18e-13	995.97	9.583E-44	1920	platinum
F4JT76	Q9P1Q0	AF-F4JT76-F1-model_v3	AF-Q9P1Q0-F1-model_v3	2.2e-61	227.3	5.48e-11	1854.52	2.476E-35	2038	platinum
F4JT92	Q9Y4C8	AF-F4JT92-F1-model_v3	AF-Q9Y4C8-F1-model_v3	6.0e-125	398.7	1.22e-06	1506.27	4.805E-69	2846	platinum
F4JTD2	Q8IY81	AF-F4JTD2-F1-model_v3	AF-Q8IY81-F1-model_v3	2.1e-107	349.4	8.71e-08	1506.19	4.914E-58	2324	platinum
F4JUL9	P59998	AF-F4JUL9-F1-model_v3	AF-P59998-F1-model_v3	4.9e-74	219.5	0.00e+00	479.36	1.005E-24	989	platinum
F4JVF4	P19838	AF-F4JVF4-F1-model_v3	AF-P19838-F1-model_v3	9.8e-07	52.4	NA	NA	NA	NA	silver
F4JVN6	P29144	AF-F4JVN6-F1-model_v3	AF-P29144-F1-model_v3	1.2e-268	800.4	0.00e+00	3235.20	0.000E+00	6381	platinum
F4JWT7	O14717	AF-F4JWT7-F1-model_v3	AF-O14717-F1-model_v3	3.8e-74	235.7	1.11e-16	816.47	1.842E-37	1527	platinum
F4JXF9	O14802	AF-F4JXF9-F1-model_v3	AF-O14802-F1-model_v3	0.0e+00	1186.0	0.00e+00	3606.38	0.000E+00	7353	platinum
F4JXW9	Q8N766	AF-F4JXW9-F1-model_v3	AF-Q8N766-F1-model_v3	3.0e-109	362.1	0.00e+00	2166.15	2.276E-75	3608	platinum
F4JY12	Q562E7	AF-F4JY12-F1-model_v3	AF-Q562E7-F1-model_v3	2.3e-69	259.2	3.83e-04	1373.83	NA	NA	gold
F4JY37	Q96C45	AF-F4JY37-F1-model_v3	AF-Q96C45-F1-model_v3	6.8e-57	216.9	6.11e-15	2383.56	5.951E-45	2903	platinum
F4JY76	Q9Y262	AF-F4JY76-F1-model_v3	AF-Q9Y262-F1-model_v3	2.0e-149	439.5	0.00e+00	1289.74	5.390E-36	2058	platinum
F4JZ11	P52597	AF-F4JZ11-F1-model_v3	AF-P52597-F1-model_v3	1.2e-33	125.9	NA	NA	NA	NA	silver
F4JZC2	Q8NFI3	AF-F4JZC2-F1-model_v3	AF-Q8NFI3-F1-model_v3	5.5e-108	344.0	0.00e+00	1405.11	3.005E-69	2870	platinum
F4JZM4	O43292	AF-F4JZM4-F1-model_v3	AF-O43292-F1-model_v3	2.5e-35	142.1	0.00e+00	1245.84	1.697E-30	1677	platinum
F4JZX8	Q9BZJ0	AF-F4JZX8-F1-model_v3	AF-Q9BZJ0-F1-model_v3	1.0e-168	505.8	0.00e+00	1854.11	2.074E-58	3173	platinum
F4JZZ1	P49642	AF-F4JZZ1-F1-model_v3	AF-P49642-F1-model_v3	3.2e-114	342.0	0.00e+00	1021.84	6.008E-38	1807	platinum
F4K0C4	P48553	AF-F4K0C4-F1-model_v3	AF-P48553-F1-model_v3	1.9e-25	114.8	1.38e-09	1703.09	5.065E-53	2690	platinum
F4K0D3	Q64LD2	AF-F4K0D3-F1-model_v3	AF-Q64LD2-F1-model_v3	2.2e-77	251.1	8.12e-12	1038.61	NA	NA	gold
F4K0E6	Q86U90	AF-F4K0E6-F1-model_v3	AF-Q86U90-F1-model_v3	7.5e-52	171.4	1.11e-16	623.57	1.363E-28	1162	platinum
F4K162	Q14919	AF-F4K162-F1-model_v3	AF-Q14919-F1-model_v3	4.0e-30	112.1	NA	NA	2.747E-11	467	gold
F4K1A9	Q9UDW3	AF-F4K1A9-F1-model_v3	AF-Q9UDW3-F1-model_v3	8.8e-13	62.8	1.29e-02	164.32	NA	NA	gold
F4K1J4	Q9UPS6	AF-F4K1J4-F1-model_v3	AF-Q9UPS6-F1-model_v3	1.5e-53	207.2	NA	NA	4.429E-23	1010	gold
F4K1U5	O43617	AF-F4K1U5-F1-model_v3	AF-O43617-F1-model_v3	1.3e-60	187.2	0.00e+00	464.48	2.082E-19	818	platinum
F4K2C1	Q9UIA9	AF-F4K2C1-F1-model_v3	AF-Q9UIA9-F1-model_v3	2.0e-296	855.1	0.00e+00	2784.81	7.011E-66	4411	platinum
F4K2E9	Q92620	AF-F4K2E9-F1-model_v3	AF-Q92620-F1-model_v3	0.0e+00	1093.6	8.08e-11	2651.97	0.000E+00	5636	platinum
F4K2M8	A2RUC4	AF-F4K2M8-F1-model_v3	AF-A2RUC4-F1-model_v3	7.2e-18	84.7	NA	NA	NA	NA	silver
F4K306	Q96KR4	AF-F4K306-F1-model_v3	AF-Q96KR4-F1-model_v3	6.8e-32	132.9	8.73e-08	898.46	NA	NA	gold
F4K3M6	Q5T2D3	AF-F4K3M6-F1-model_v3	AF-Q5T2D3-F1-model_v3	2.4e-35	133.7	3.06e-08	698.06	1.550E-22	931	platinum
F4K459	Q8TBQ9	AF-F4K459-F1-model_v3	AF-Q8TBQ9-F1-model_v3	3.0e-09	48.9	7.99e-05	136.71	NA	NA	gold
F4K4E3	Q9Y4Z0	AF-F4K4E3-F1-model_v3	AF-Q9Y4Z0-F1-model_v3	3.8e-52	161.4	1.47e-11	308.79	1.595E-16	721	platinum
F4K4R1	Q9NVI1	AF-F4K4R1-F1-model_v3	AF-Q9NVI1-F1-model_v3	1.8e-67	251.1	0.00e+00	2561.55	2.479E-37	2552	platinum
F4K5S0	Q7Z3U7	AF-F4K5S0-F1-model_v3	AF-Q7Z3U7-F1-model_v3	7.5e-109	383.6	7.75e-10	2832.56	9.754E-48	3311	platinum
F4K658	Q8N2H3	AF-F4K658-F1-model_v3	AF-Q8N2H3-F1-model_v3	3.3e-190	545.8	0.00e+00	1486.72	1.136E-74	3194	platinum
F4K7T1	P49750	AF-F4K7T1-F1-model_v3	AF-P49750-F1-model_v3	2.1e-52	196.1	7.57e-02	775.36	NA	NA	gold
F4K836	Q96AA3	AF-F4K836-F1-model_v3	AF-Q96AA3-F1-model_v3	4.3e-62	214.9	0.00e+00	1339.49	1.245E-23	1454	platinum
F4KAB8	Q14566	AF-F4KAB8-F1-model_v3	AF-Q14566-F1-model_v3	3.7e-216	631.3	0.00e+00	1943.46	5.159E-91	3982	platinum
F4KBM7	Q96QD8	AF-F4KBM7-F1-model_v3	AF-Q96QD8-F1-model_v3	2.2e-30	123.2	NA	NA	NA	NA	silver
F4KCC2	Q6ZT12	AF-F4KCC2-F1-model_v3	AF-Q6ZT12-F1-model_v3	1.7e-37	155.6	8.34e-12	2192.44	6.598E-61	3477	platinum
F4KCR0	Q9Y2L5	AF-F4KCR0-F1-model_v3	AF-Q9Y2L5-F1-model_v3	1.7e-78	285.0	0.00e+00	2241.42	7.159E-72	3814	platinum
F4KD38	Q9NW08	AF-F4KD38-F1-model_v3	AF-Q9NW08-F1-model_v3	0.0e+00	1262.3	0.00e+00	3079.78	0.000E+00	7262	platinum
F4KDA5	Q99797	AF-F4KDA5-F1-model_v3	AF-Q99797-F1-model_v3	1.5e-116	366.3	0.00e+00	1691.11	1.056E-48	2736	platinum
F4KDH9	Q6UN15	AF-F4KDH9-F1-model_v3	AF-Q6UN15-F1-model_v3	5.4e-12	70.1	NA	NA	NA	NA	silver
F4KDJ9	Q9BYJ9	AF-F4KDJ9-F1-model_v3	AF-Q9BYJ9-F1-model_v3	2.9e-59	205.7	NA	NA	NA	NA	silver
F4KEM4	Q7Z5U6	AF-F4KEM4-F1-model_v3	AF-Q7Z5U6-F1-model_v3	6.1e-34	128.6	0.00e+00	686.68	1.713E-27	1240	platinum
F4KEU4	P0CG13	AF-F4KEU4-F1-model_v3	AF-P0CG13-F1-model_v3	2.2e-11	57.4	5.23e-10	230.62	2.792E-06	339	platinum
F4KEV7	P49789	AF-F4KEV7-F1-model_v3	AF-P49789-F1-model_v3	3.8e-45	146.0	0.00e+00	399.72	4.279E-18	721	platinum
F4KFD8	Q5HYI8	AF-F4KFD8-F1-model_v3	AF-Q5HYI8-F1-model_v3	4.2e-25	101.3	NA	NA	NA	NA	silver
F4KFG2	Q9UJK0	AF-F4KFG2-F1-model_v3	AF-Q9UJK0-F1-model_v3	8.6e-59	189.5	3.22e-10	577.87	1.085E-27	1065	platinum
F4KFV7	Q8IYB8	AF-F4KFV7-F1-model_v3	AF-Q8IYB8-F1-model_v3	3.3e-139	429.9	1.15e-13	1602.98	2.035E-56	2739	platinum
F4KFX2	Q96JK4	AF-F4KFX2-F1-model_v3	AF-Q96JK4-F1-model_v3	8.6e-72	248.4	NA	NA	NA	NA	silver
F4KGY0	Q8TEQ8	AF-F4KGY0-F1-model_v3	AF-Q8TEQ8-F1-model_v3	2.9e-86	299.7	0.00e+00	1908.73	4.057E-43	2494	platinum
F4KH86	Q96EY9	AF-F4KH86-F1-model_v3	AF-Q96EY9-F1-model_v3	9.8e-17	80.9	7.72e-08	520.58	1.500E-21	881	platinum
F4KHM4	Q96LW4	AF-F4KHM4-F1-model_v3	AF-Q96LW4-F1-model_v3	5.6e-54	193.4	1.48e-08	855.33	2.480E-37	1638	platinum
H3K2Y6	Q86YW9	AF-H3K2Y6-F1-model_v3	AF-Q86YW9-F1-model_v3	2.0e-04	47.0	2.54e-05	1870.88	NA	NA	gold
I3XHK1	Q8IYD8	AF-I3XHK1-F1-model_v3	AF-Q8IYD8-F1-model_v3	1.6e-134	456.8	7.56e-05	2069.56	NA	NA	gold
O04005	P30041	AF-O04005-F1-model_v3	AF-P30041-F1-model_v3	5.1e-72	218.4	0.00e+00	601.18	6.907E-30	1182	platinum
O04173	Q12962	AF-O04173-F1-model_v3	AF-Q12962-F1-model_v3	2.3e-33	116.3	1.05e-07	255.17	1.295E-09	396	platinum
O04193	Q9UHB6	AF-O04193-F1-model_v3	AF-Q9UHB6-F1-model_v3	1.5e-19	85.9	NA	NA	NA	NA	silver
O04200	O43808	AF-O04200-F1-model_v3	AF-O43808-F1-model_v3	1.4e-38	139.0	NA	NA	NA	NA	silver
O04202	O00303	AF-O04202-F1-model_v3	AF-O00303-F1-model_v3	2.1e-66	211.5	1.11e-15	740.42	8.700E-30	1150	platinum
O04212	Q86TW2	AF-O04212-F1-model_v3	AF-Q86TW2-F1-model_v3	3.4e-110	338.6	NA	NA	3.143E-40	1987	gold
O04265	O75716	AF-O04265-F1-model_v3	AF-O75716-F1-model_v3	5.6e-52	174.5	0.00e+00	757.87	5.357E-30	1309	platinum
O04326	Q8NFH5	AF-O04326-F1-model_v3	AF-Q8NFH5-F1-model_v3	1.4e-13	70.5	2.20e-03	381.52	NA	NA	gold
O04350	O75347	AF-O04350-F1-model_v3	AF-O75347-F1-model_v3	6.6e-18	72.8	0.00e+00	283.22	3.849E-06	309	platinum
O04421	P37108	AF-O04421-F1-model_v3	AF-P37108-F1-model_v3	1.5e-21	83.2	1.23e-10	267.17	5.103E-11	451	platinum
O04450	P48643	AF-O04450-F1-model_v3	AF-P48643-F1-model_v3	3.2e-270	746.5	0.00e+00	1560.55	1.113E-76	3716	platinum
O04482	Q9Y5K5	AF-O04482-F1-model_v3	AF-Q9Y5K5-F1-model_v3	4.3e-105	310.8	0.00e+00	806.80	1.522E-35	1557	platinum
O04615	Q9NVR0	AF-O04615-F1-model_v3	AF-Q9NVR0-F1-model_v3	6.4e-05	45.8	NA	NA	NA	NA	silver
O04630	P26639	AF-O04630-F1-model_v3	AF-P26639-F1-model_v3	8.2e-274	770.0	0.00e+00	1952.57	3.768E-100	4334	platinum
O04716	P52701	AF-O04716-F1-model_v3	AF-P52701-F1-model_v3	4.9e-203	630.9	0.00e+00	2694.11	NA	NA	gold
O04905	P30085	AF-O04905-F1-model_v3	AF-P30085-F1-model_v3	2.4e-60	187.2	NA	NA	5.064E-23	951	gold
O04921	P22830	AF-O04921-F1-model_v3	AF-P22830-F1-model_v3	2.2e-78	251.9	1.03e-13	933.26	2.558E-37	1555	platinum
O22145	Q9H4B0	AF-O22145-F1-model_v3	AF-Q9H4B0-F1-model_v3	1.3e-79	253.8	0.00e+00	934.13	3.108E-37	1622	platinum
O22151	O95249	AF-O22151-F1-model_v3	AF-O95249-F1-model_v3	1.9e-38	134.8	4.04e-14	629.14	1.181E-11	551	platinum
O22165	Q9UHA3	AF-O22165-F1-model_v3	AF-Q9UHA3-F1-model_v3	1.3e-58	179.9	0.00e+00	410.78	1.979E-18	686	platinum
O22166	Q8N8R5	AF-O22166-F1-model_v3	AF-Q8N8R5-F1-model_v3	2.6e-09	58.5	2.62e-07	494.52	NA	NA	gold
O22209	Q15032	AF-O22209-F1-model_v3	AF-Q15032-F1-model_v3	3.5e-12	67.8	NA	NA	4.501E-10	434	gold
O22230	Q4G112	AF-O22230-F1-model_v3	AF-Q4G112-F1-model_v3	7.4e-06	46.6	NA	NA	NA	NA	silver
O22252	Q9UPR5	AF-O22252-F1-model_v3	AF-Q9UPR5-F1-model_v3	2.0e-35	141.7	8.87e-07	927.19	6.335E-19	1096	platinum
O22268	Q9UNQ2	AF-O22268-F1-model_v3	AF-Q9UNQ2-F1-model_v3	5.1e-116	339.0	0.00e+00	790.83	9.447E-45	1790	platinum
O22286	Q6IQ16	AF-O22286-F1-model_v3	AF-Q6IQ16-F1-model_v3	5.4e-47	165.6	3.33e-16	774.44	NA	NA	gold
O22287	Q9Y5P6	AF-O22287-F1-model_v3	AF-Q9Y5P6-F1-model_v3	1.2e-152	434.1	0.00e+00	1049.14	1.404E-52	2361	platinum
O22467	Q09028	AF-O22467-F1-model_v3	AF-Q09028-F1-model_v3	1.4e-185	522.7	0.00e+00	1215.29	2.286E-67	2934	platinum
O22769	P19404	AF-O22769-F1-model_v3	AF-P19404-F1-model_v3	1.9e-70	216.9	0.00e+00	584.12	2.281E-26	1067	platinum
O22826	Q96DI7	AF-O22826-F1-model_v3	AF-Q96DI7-F1-model_v3	2.6e-106	315.5	0.00e+00	949.99	8.007E-48	2225	platinum
O22827	O96007	AF-O22827-F1-model_v3	AF-O96007-F1-model_v3	8.9e-42	139.4	0.00e+00	380.73	7.151E-18	726	platinum
O22854	Q16134	AF-O22854-F1-model_v3	AF-Q16134-F1-model_v3	5.5e-218	620.9	0.00e+00	1574.03	2.889E-83	3456	platinum
O22860	P63173	AF-O22860-F1-model_v3	AF-P63173-F1-model_v3	1.6e-33	109.4	0.00e+00	191.86	5.990E-13	511	platinum
O22907	Q86XP3	AF-O22907-F1-model_v3	AF-Q86XP3-F1-model_v3	2.8e-170	514.6	1.17e-10	1722.81	NA	NA	gold
O22929	P78537	AF-O22929-F1-model_v3	AF-P78537-F1-model_v3	2.9e-22	86.7	1.62e-10	408.04	2.293E-05	190	platinum
O22944	Q96HA8	AF-O22944-F1-model_v3	AF-Q96HA8-F1-model_v3	1.5e-35	124.8	1.11e-16	450.93	1.178E-19	781	platinum
O23034	Q9GZZ9	AF-O23034-F1-model_v3	AF-Q9GZZ9-F1-model_v3	7.6e-148	426.4	4.50e-13	917.40	1.615E-54	2184	platinum
O23140	Q96CW1	AF-O23140-F1-model_v3	AF-Q96CW1-F1-model_v3	8.0e-147	425.2	0.00e+00	1136.20	8.569E-62	2642	platinum
O23167	Q9BUK6	AF-O23167-F1-model_v3	AF-Q9BUK6-F1-model_v3	1.1e-49	180.6	0.00e+00	980.01	1.236E-36	1532	platinum
O23184	Q12798	AF-O23184-F1-model_v3	AF-Q12798-F1-model_v3	3.8e-42	138.7	6.25e-12	430.66	NA	NA	gold
O23240	Q8N465	AF-O23240-F1-model_v3	AF-Q8N465-F1-model_v3	2.0e-182	523.9	0.00e+00	1398.33	4.953E-74	3050	platinum
O23247	P54136	AF-O23247-F1-model_v3	AF-P54136-F1-model_v3	7.9e-181	528.1	0.00e+00	1618.69	4.415E-56	2959	platinum
